PSUWGT,NATWGT,PSU,AOPSVEH,CASEID,CASENO,STRATIF,VERSION,VEHNO,MODELYR,MAKE,MODEL,BODYTYPE,VIN,TOWPAR,TRAVELSP,DRINKDRG,ALCTEST,SPLIMIT,MANEUVER,ACCTYPE,DRPRES,OCUPANTS,OCCFORMS,CURBWGT,TOWHITCH,DOCTRAJ,CONDTREE,ROLLOVER,FOVERIDE,ROVERIDE,ANGTHIS,ANGOTHER,DVBASIS,DVTOTAL,DVLONG,DVLAT,ENERGY,DVCONFID,INSPTYPE,VINLNGTH,VINJSER,VINJURED,DRIVE,VTREAT,OTVEHWGT,OTBDYTYP,VAIS,CARGOWGT
13,319.423,43,0,26D,26,D,2,1,58,20,U,48,9999999999,1,50,0,C,45,U,2,1,1,1,U,0,1,0,0,0,0,998,998,6,U,U,U,U,0,0,U,0,0,8,U,N,N,0,U
8.59,211.06489,43,,27C,27,C,2,1,86,37,31,6,JHMAN5524G,1,45,0,C,45,U,86,1,1,1,23,0,0,0,0,0,0,270,357,6,U,U,U,U,0,0,17,0,1,U,U,N,N,7,U
8.59,211.06489,43,,27C,27,C,2,2,85,20,474,21,1GCEG25N2F,0,45,0,C,45,U,87,1,1,0,U,0,0,0,0,0,0,357,270,6,U,U,U,U,0,0,17,N,N,8,N,N,N,N,U
254,6241.034,43,,28G,28,G,2,1,78,20,1,6,1W35M8B500,0,3,0,C,45,U,76,1,1,0,34,0,0,0,0,0,0,230,0,6,U,U,U,U,0,0,13,N,N,1,N,N,N,N,U
254,6241.034,43,,28G,28,G,2,2,81,12,478,30,JC2UA2226B,1,25,0,C,45,1,77,1,2,2,26,0,1,0,0,0,0,998,998,6,U,U,U,U,0,2,17,0,0,8,0,998,98,0,3
254,6241.034,43,,28G,28,G,2,3,85,42,31,4,WDBAB33B0F,1,5,0,C,45,1,98,1,1,1,34,0,0,0,0,0,0,0,352,6,U,U,U,U,0,0,17,0,1,1,6,N,N,1,0
162.6,3995.2446,43,,29F,29,F,2,1,74,20,8,4,1X69D4L100,1,25,0,C,35,1,89,1,3,3,33,0,0,0,0,0,0,90,180,4,U,U,U,U,0,1,13,1,3,1,3,N,59,3,0
162.6,3995.2446,43,,29F,29,F,2,2,76,23,U,59,TGH4523A00,0,25,0,C,35,U,88,,,,,,,,,,,,,,,,,,,,12,N,N,8,N,N,N,N,
64.8,1592.2008,43,,30E,30,E,2,1,87,19,3,2,1G6DW51Y0H,1,25,0,C,45,U,82,1,2,2,40,0,0,0,0,0,0,245,5,6,U,U,U,U,0,0,17,0,0,2,0,N,N,0,U
64.8,1592.2008,43,,30E,30,E,2,2,89,21,20,2,1G3WS14W4K,1,45,0,C,45,9,83,1,1,1,32,0,0,0,0,0,0,5,245,5,U,U,U,U,0,1,17,0,1,2,4,40,2,1,0
13,319.423,43,0,31D,31,D,2,1,84,18,12,4,1G4AS69P5E,1,0,0,C,35,U,68,1,1,1,24,0,0,0,0,0,0,113,0,1,17,-9,-15,291,1,2,17,0,1,2,U,27,2,7,0
13,319.423,43,0,31D,31,D,2,2,83,12,3,2,1FABP2732D,1,U,0,C,35,U,69,1,1,1,27,0,0,0,0,0,0,0,113,1,15,-13,8,326,1,1,17,0,0,1,0,24,4,0,0
13,319.423,43,0,31D,31,D,2,3,85,37,31,3,JHMAF5333F,0,0,0,C,35,U,98,1,1,0,17,0,0,0,0,0,0,270,88,6,U,U,U,U,0,0,17,N,N,U,N,N,N,N,U
17.18,422.12978,43,,32C,32,C,2,1,87,12,474,21,1FMEE11N4H,1,45,0,C,45,6,87,1,1,1,46,0,1,0,0,0,0,265,350,1,16,-14,-8,565,1,1,17,0,1,8,4,32,4,2,1
17.18,422.12978,43,,32C,32,C,2,2,81,18,7,4,1G4AL69A9B,1,45,0,C,45,U,86,1,1,1,32,0,1,0,0,0,0,350,265,3,23,-11,20,1385,1,1,17,0,1,1,4,46,21,2,0
8.59,211.06489,43,,33C,33,C,2,1,86,20,477,30,JN6ND01Y0G,1,65,1,D,55,U,2,1,2,2,U,0,1,0,4,0,0,997,997,5,U,U,U,U,0,0,17,1,2,8,3,N,N,3,U
13,319.423,43,,34D,34,D,2,1,84,51,34,4,YV1AX8846E,1,0,0,C,35,0,98,1,1,1,29,0,1,0,0,0,0,998,998,5,U,U,U,U,0,0,17,0,1,1,4,N,N,2,1
254,6241.034,43,,35G,35,G,2,1,88,12,477,30,1FTBR10A0J,1,45,U,C,25,U,2,1,U,1,U,0,1,0,1,0,0,998,998,5,U,U,U,U,0,0,17,0,0,8,0,N,N,0,U
81.3,1997.6223,43,0,36F,36,F,2,1,88,37,31,4,1HGED3650J,0,45,0,C,45,U,98,1,1,0,20,0,0,0,0,0,0,45,167,5,U,U,U,U,0,0,17,N,N,U,N,N,N,N,U
81.3,1997.6223,43,0,36F,36,F,2,2,73,20,10,2,1H57H3B400,1,0,0,C,45,U,86,1,1,1,38,0,0,0,0,0,0,95,180,5,U,U,U,U,0,0,13,0,1,1,U,N,N,7,U
81.3,1997.6223,43,0,36F,36,F,2,3,73,84,U,68,75797CGB00,0,20,0,C,45,U,87,,,,,,,,,,,,,,,,,,,,13,N,N,8,N,N,N,N,
129.6,3184.4016,43,,37E,37,E,2,1,89,12,4,2,1FAPP6044K,1,55,0,C,55,U,87,1,1,1,35,0,0,0,0,0,0,90,350,6,U,U,U,U,0,0,17,0,1,1,U,N,N,7,U
129.6,3184.4016,43,,37E,37,E,2,2,89,9,19,4,1P3BA46K7K,1,30,0,C,55,U,86,1,2,2,28,0,0,0,0,0,0,350,90,6,U,U,U,U,0,0,17,0,0,2,0,N,N,0,U
34.36,844.25956,43,0,38C,38,C,2,1,87,48,31,3,JF1AF23BXH,1,U,1,C,35,U,5,1,1,1,22,0,1,1,U,0,0,998,998,6,U,U,U,U,0,0,17,0,1,U,3,N,N,2,U
510,12531.21,43,0,39G,39,G,2,1,89,20,473,31,2GCEC14K7K,1,55,0,C,55,6,66,1,1,1,36,0,1,0,0,0,0,140,130,5,U,U,U,U,0,2,17,0,0,8,0,25,2,0,0
510,12531.21,43,0,39G,39,G,2,2,75,49,33,2,RA22030900,U,5,0,C,55,3,66,1,1,0,25,0,0,0,0,0,0,130,140,5,U,U,U,U,0,2,10,N,N,1,N,36,31,N,0
9.4,230.9674,43,0,40B,40,B,2,1,79,12,474,21,E15HBEE400,1,55,0,C,55,3,98,1,3,3,43,0,1,0,0,0,0,290,110,6,U,U,U,U,0,1,11,1,3,8,1,U,31,6,1
9.4,230.9674,43,0,40B,40,B,2,2,83,12,473,31,1FTHX2510D,1,55,0,C,55,1,22,1,1,1,U,0,1,0,0,0,0,110,290,6,U,U,U,U,0,1,17,0,1,8,3,43,21,1,2
9.4,230.9674,43,0,40B,40,B,2,3,77,12,881,69,F61DVZ0000,1,60,0,C,55,3,20,,,,,,,,,,,,,,,,,,,,11,N,N,8,N,N,N,N,
292.8,7194.3888,43,0,41F,41,F,2,1,80,20,13,5,1B689AY200,1,40,0,C,55,6,2,1,3,3,21,0,1,0,1,0,0,997,997,5,U,U,U,U,0,1,13,0,2,1,4,998,98,1,0
19.5,479.1345,43,0,43C,43,C,2,1,87,49,477,30,JT4RN67D8H,1,45,1,D,45,1,7,1,2,2,36,0,1,0,2,0,0,997,997,5,U,U,U,U,0,1,17,0,1,8,4,998,98,2,5
37,909.127,43,0,44E,44,E,2,1,81,20,901,50,1GBH6P1A8B,0,0,0,C,55,1,22,,,,,,,,,,,,,,,,,,,,17,N,N,8,N,N,N,N,
37,909.127,43,0,44E,44,E,2,2,87,55,32,5,KMHLA31J4H,1,50,0,C,55,3,20,1,2,2,22,0,1,0,0,4,0,240,240,4,U,U,U,U,0,1,17,0,2,2,3,N,50,1,0
46.5,1142.5515,43,0,45F,45,F,2,1,79,35,34,3,HS13016000,1,40,0,C,35,1,7,1,1,1,27,0,0,0,0,0,0,998,998,5,U,U,U,U,0,1,11,0,0,1,4,998,98,0,0
4.5,110.5695,43,0,46B,46,B,2,1,74,22,2,4,2L39R4D100,1,45,0,C,55,9,51,1,2,2,44,0,1,0,0,0,0,121,295,6,U,U,U,U,0,2,13,0,2,1,4,27,4,1,0
4.5,110.5695,43,0,46B,46,B,2,2,82,18,7,4,1G4AH19R6C,1,45,1,U,55,1,50,1,2,2,27,0,1,0,0,0,0,295,121,6,U,U,U,U,0,1,17,1,2,2,1,44,4,3,0
247.5,6081.3225,43,0,47H,47,H,2,1,88,14,36,3,3MABM1152J,0,40,0,C,45,3,88,1,2,0,22,0,1,0,0,0,0,335,265,6,U,U,U,U,0,0,17,N,N,2,N,N,N,N,0
247.5,6081.3225,43,0,47H,47,H,2,2,84,9,8,5,1P3BM18C7E,1,2,0,C,45,1,89,1,1,1,22,0,0,0,0,0,0,265,335,6,U,U,U,U,0,1,17,0,0,2,0,22,3,0,0
6.5,159.7115,43,0,48D,48,D,2,1,79,12,5,6,9A76H14700,1,45,1,3,45,7,1,1,1,1,39,0,1,1,0,0,0,998,998,1,30,-30,0,1201,2,1,11,0,1,1,3,998,98,1,1
4.25,104.42675,43,0,49C,49,C,2,1,87,9,17,2,1P3BS44D5H,1,35,1,D,35,1,1,1,1,1,26,0,1,1,0,0,0,998,998,1,34,-34,-6,1065,1,1,17,0,1,2,4,998,98,2,0
9.75,239.56725,43,0,50D,50,D,2,1,80,37,32,3,SMG2129100,1,45,0,C,45,1,88,1,4,4,21,0,0,0,0,U,U,130,55,6,U,U,U,U,0,0,10,0,2,2,4,N,N,1,0
9.75,239.56725,43,0,50D,50,D,2,2,85,22,17,4,1G2AG19W6F,1,10,0,C,45,1,89,1,1,1,28,0,0,0,0,0,0,155,130,6,U,U,U,U,0,1,17,0,1,2,4,21,3,1,1
55.5,1363.6905,43,0,51E,51,E,2,1,89,12,3,3,1FABP41A1K,1,35,3,23,30,7,3,1,1,1,30,0,1,1,0,0,0,998,998,1,11,-11,-2,127,1,1,17,0,1,1,4,998,98,1,0
4.25,104.42675,43,0,52C,52,C,2,1,85,21,17,4,1G3AM1938F,1,45,0,C,45,1,50,1,2,2,28,0,0,0,0,0,0,142,343,1,32,-28,-16,1503,2,2,17,0,2,2,4,33,2,2,0
4.25,104.42675,43,0,52C,52,C,2,2,79,21,1,2,3R47A9D400,1,U,0,C,45,1,51,1,1,1,33,0,1,0,0,0,0,343,142,1,28,-24,14,1177,2,1,13,1,1,1,3,28,4,3,0
4.25,104.42675,43,0,53C,53,C,2,1,88,37,32,3,JHMCA5368J,1,50,1,D,55,1,11,1,1,1,26,0,0,0,0,0,0,100,90,5,U,U,U,U,0,1,17,0,1,2,4,998,98,1,0
4.25,104.42675,43,0,54C,54,C,2,1,87,9,11,4,1P3BP36D5H,1,45,0,C,55,1,6,1,1,1,24,0,1,0,0,0,0,998,998,5,U,U,U,U,0,1,17,0,1,2,4,998,98,1,0
165,4054.215,43,0,55H,55,H,2,1,81,21,2,4,1G3AN69Y6B,0,0,0,C,45,1,98,1,2,0,35,0,0,0,0,0,0,210,210,5,U,U,U,U,0,0,17,N,N,1,N,N,N,N,U
165,4054.215,43,0,55H,55,H,2,2,77,49,32,3,KE30158000,0,0,0,C,45,1,20,1,1,0,23,0,0,0,0,0,0,210,210,5,U,U,U,U,0,2,10,N,N,1,N,38,10,N,0
165,4054.215,43,0,55H,55,H,2,3,74,12,7,10,4847H12000,1,20,0,C,45,U,21,1,1,1,38,0,0,0,0,0,0,210,210,5,U,U,U,U,0,0,11,0,0,1,0,N,N,0,U
46.5,1142.5515,43,0,56F,56,F,2,1,79,7,883,65,X985VEG600,0,50,0,C,55,6,66,,,,,,,,,,,,,,,,,,,,11,N,N,8,N,N,N,N,
46.5,1142.5515,43,0,56F,56,F,2,2,84,21,2,4,1G3AY69Y4E,1,55,0,C,55,9,66,1,3,3,36,0,0,0,0,0,0,311,56,4,U,U,U,U,0,2,17,0,3,1,3,N,65,2,0
6.5,159.7115,43,0,57D,57,D,2,1,75,6,U,9,9999999999,1,55,0,C,45,U,1,1,1,1,U,0,1,0,0,0,0,U,U,5,U,U,U,U,0,0,U,0,1,U,U,N,N,7,U
37,909.127,43,0,58E,58,E,2,1,87,12,17,4,1FABP52U8H,1,20,0,C,45,U,68,1,1,1,30,0,0,0,0,0,0,89,314,6,U,U,U,U,0,0,17,0,1,2,4,N,N,1,0
37,909.127,43,0,58E,58,E,2,2,87,12,3,1,1FABP45E0H,1,45,0,C,45,U,69,1,1,1,31,0,0,0,0,0,0,314,89,6,U,U,U,U,0,2,17,0,0,1,U,30,4,0,0
4.25,104.42675,43,0,59C,59,C,2,1,77,20,2,4,1L69U75200,1,25,0,C,25,1,51,1,1,1,38,0,0,0,0,0,0,260,110,5,U,U,U,U,0,2,13,0,0,1,0,23,2,0,0
4.25,104.42675,43,0,59C,59,C,2,2,86,20,16,2,1G1JE27P6G,1,25,0,C,25,1,50,1,3,3,23,0,0,0,0,0,0,110,260,5,U,U,U,U,0,2,17,0,1,2,4,38,4,1,0
145,3562.795,43,0,60G,60,G,2,1,89,41,44,2,1YVGD31AXK,1,50,1,11,55,U,6,1,1,1,26,0,1,0,U,0,0,997,997,4,U,U,U,U,0,0,17,0,0,2,0,N,N,0,U
6.5,159.7115,43,0,61D,61,D,2,1,75,12,11,4,5F81L23800,1,40,0,C,45,U,7,1,1,1,34,0,1,1,0,0,0,998,998,6,U,U,U,U,0,2,11,0,1,1,U,998,98,7,0
2,49.142,43,0,62A,62,A,2,1,87,38,477,30,JAACR16L3H,1,55,1,U,55,U,51,1,5,5,31,0,1,0,0,0,0,207,20,1,28,-28,2,1241,1,1,17,2,5,8,1,31,2,3,0
2,49.142,43,0,62A,62,A,2,2,70,12,3,2,0F01F17900,1,50,0,C,55,U,50,1,2,2,31,0,1,0,0,0,0,20,207,1,32,-32,-3,1054,1,1,11,2,2,1,1,31,30,3,0
4.25,104.42675,43,0,63C,63,C,2,1,88,6,17,4,1C3BH58E6J,1,U,0,C,55,1,1,1,1,1,27,0,1,5,0,0,0,998,998,5,U,U,U,U,0,1,17,0,1,2,3,998,98,2,0
37,909.127,43,0,64E,64,E,2,1,87,35,42,4,JN1HT2118H,0,45,0,C,45,3,24,1,1,0,28,0,0,0,0,0,0,90,90,6,U,U,U,U,0,2,17,N,N,2,N,29,6,N,0
37,909.127,43,0,64E,64,E,2,2,89,21,20,6,1G3AJ81W8K,1,45,0,C,45,2,25,1,2,2,29,0,0,0,0,0,0,90,90,6,U,U,U,U,0,1,17,1,2,2,4,28,4,3,0
30.5,749.4155,43,0,65F,65,F,2,1,76,21,1,2,3K57R6D100,1,55,0,C,55,1,98,1,2,2,39,0,0,0,0,0,0,270,270,6,U,U,U,U,0,0,13,0,2,1,U,N,N,7,U
30.5,749.4155,43,0,65F,65,F,2,2,79,12,4,2,9G87F18600,1,55,0,C,55,1,21,1,1,1,40,0,0,0,0,0,0,270,270,1,15,15,3,517,1,2,11,0,1,1,4,24,4,1,0
30.5,749.4155,43,0,65F,65,F,2,3,84,20,16,4,1G1AD69P2E,1,55,0,C,55,4,20,1,1,1,24,0,0,0,0,4,0,270,270,1,24,-24,-2,398,2,2,17,0,0,2,0,40,2,0,0
85,2088.535,43,0,66G,66,G,2,1,84,20,9,2,1G1AS87HXE,1,5,0,C,25,7,82,1,1,1,30,0,0,0,0,0,0,180,260,1,10,0,10,83,1,1,17,0,0,1,0,24,4,0,0
85,2088.535,43,0,66G,66,G,2,2,86,7,11,4,1B3BD36D4G,1,25,0,C,25,2,83,1,1,1,24,0,0,0,0,0,0,260,180,1,12,-12,-4,251,1,1,17,0,1,2,6,30,2,2,0
23.5,577.4185,43,0,68E,68,E,2,1,80,12,11,4,0W82017900,1,10,0,C,55,U,90,1,2,2,34,0,0,0,0,0,0,325,235,6,U,U,U,U,0,1,11,0,0,1,U,23,2,0,0
23.5,577.4185,43,0,68E,68,E,2,2,86,12,15,2,1FABP19S1G,0,55,0,C,55,U,90,1,1,0,23,0,0,0,0,0,0,235,325,6,U,U,U,U,0,0,17,N,N,2,N,N,N,N,U
121,2973.091,43,0,69H,69,H,2,1,88,49,40,4,JT2SV21EXJ,0,35,0,C,35,1,69,1,1,0,28,0,0,0,0,0,0,4,130,6,U,U,U,U,0,0,17,N,N,2,N,N,N,N,U
121,2973.091,43,0,69H,69,H,2,2,79,12,9,2,F9T12Y2400,1,7,0,C,35,1,68,1,4,4,25,0,0,0,0,0,0,130,4,6,U,U,U,U,0,0,12,0,0,1,5,N,N,0,0
1.4,34.3994,43,0,70B,70,B,2,1,78,20,2,4,1L69U8S200,1,17,0,C,35,U,15,1,1,1,38,0,1,0,0,0,0,998,998,4,U,U,U,U,0,1,13,1,1,1,1,998,98,6,0
3.24,79.61004,43,0,71C,71,C,2,1,89,12,33,3,KNJBT06H6K,0,20,0,C,35,1,76,1,1,0,17,0,0,0,0,0,0,30,329,6,U,U,U,U,0,0,17,N,N,2,N,N,N,N,U
3.24,79.61004,43,0,71C,71,C,2,2,86,20,9,3,1G1FP87S1G,1,25,0,C,35,1,77,1,2,2,30,0,1,0,0,0,0,329,30,6,U,U,U,U,0,2,17,0,2,1,4,17,3,1,0
3.24,79.61004,43,0,71C,71,C,2,3,87,20,33,2,JG1MR2157H,0,U,0,C,35,1,98,1,1,0,U,0,0,0,0,0,0,147,80,6,U,U,U,U,0,0,17,N,N,2,N,N,N,N,U
23.5,577.4185,43,0,72E,72,E,2,1,86,37,31,4,JHMAK7434G,1,0,0,C,35,1,90,1,1,1,19,0,0,0,0,0,0,340,65,6,U,U,U,U,0,2,17,0,0,U,0,31,6,0,0
23.5,577.4185,43,0,72E,72,E,2,2,85,20,17,6,1G1AW35R5F,1,20,0,C,35,8,90,1,1,1,31,0,0,0,0,0,0,65,340,6,U,U,U,U,0,0,17,0,1,2,4,N,N,1,0
3.24,79.61004,43,0,73C,73,C,2,1,86,35,477,30,1N6ND01S5G,1,60,0,C,55,1,66,1,1,1,25,0,0,0,0,0,0,180,90,1,29,3,-29,1203,1,2,17,0,1,8,3,30,14,2,0
3.24,79.61004,43,0,73C,73,C,2,2,88,2,405,14,1JCML7711J,1,55,0,C,55,1,66,1,1,1,30,0,0,0,0,0,0,90,180,1,24,-24,4,353,2,2,17,0,1,8,4,25,30,1,0
3.24,79.61004,43,0,73C,73,C,2,3,83,12,473,31,1FTCF10Y9D,0,55,0,C,55,1,98,1,1,0,33,0,0,0,0,0,0,90,270,5,U,U,U,U,0,2,17,N,N,8,N,25,30,N,0
30.5,749.4155,43,0,74F,74,F,2,1,69,12,U,31,35YNE90000,0,30,0,C,55,U,72,1,1,0,U,0,0,0,0,0,0,150,180,6,U,U,U,U,0,0,10,N,N,8,N,N,N,N,U
30.5,749.4155,43,0,74F,74,F,2,2,74,49,31,2,RT11402200,1,30,0,C,55,U,73,1,1,1,23,0,1,0,4,0,0,997,997,5,U,U,U,U,0,2,10,0,1,1,U,998,98,1,U
85,2088.535,43,0,75G,75,G,2,1,87,U,U,68,1CYLCM286H,0,5,0,C,55,98,68,,,,,,,,,,,,,,,,,,,,17,N,N,8,N,N,N,N,
85,2088.535,43,0,75G,75,G,2,2,86,20,477,31,1GCEK14H9G,1,55,0,C,55,9,69,1,1,1,36,0,1,0,0,0,0,265,120,4,U,U,U,U,0,1,17,0,0,8,0,N,68,0,0
85,2088.535,43,0,76G,76,G,2,1,88,20,32,4,1Y1SK5140J,0,0,0,C,35,1,98,1,1,0,22,0,0,0,0,0,0,90,310,6,U,U,U,U,0,0,17,N,N,2,N,N,N,N,U
85,2088.535,43,1,76G,76,G,2,2,90,48,34,6,JF1BJ6322L,0,35,0,C,35,3,86,1,1,1,30,0,0,0,0,0,0,180,270,6,U,U,U,U,0,2,17,0,0,1,0,33,4,0,0
85,2088.535,43,0,76G,76,G,2,3,89,42,31,4,WDBEA30D8K,1,10,0,C,35,U,87,1,5,5,33,0,0,0,0,0,0,270,180,6,U,U,U,U,0,2,17,0,0,1,0,30,6,0,U
4.93,121.13503,43,0,77D,77,D,2,1,79,20,10,2,1Z37HP9000,1,60,1,D,35,3,2,1,1,1,32,0,1,7,0,0,0,998,998,5,U,U,U,U,0,0,12,0,1,1,4,N,N,1,0
23.5,577.4185,43,0,78E,78,E,2,1,86,21,17,4,1G3AJ19RXG,1,35,0,C,35,1,2,1,1,1,27,0,1,1,0,0,0,998,998,1,16,-11,11,274,2,1,17,0,1,2,4,998,98,1,0
121,2973.091,43,0,79H,79,H,2,1,80,37,32,2,SMH2046000,1,10,0,C,45,1,86,1,1,1,22,0,0,0,0,0,0,5,95,6,U,U,U,U,0,1,10,0,0,2,0,U,31,0,U
121,2973.091,43,0,79H,79,H,2,2,77,20,U,31,CCS367B100,0,25,0,C,45,1,87,1,1,0,U,0,0,0,0,0,0,95,5,6,U,U,U,U,0,0,13,N,N,8,N,N,N,N,U
3.24,79.61004,43,0,80C,80,C,2,1,85,22,18,2,1G2NV27U5F,1,90,1,C,55,U,7,1,1,1,25,0,1,0,4,0,0,997,997,5,U,U,U,U,0,2,17,0,1,2,U,998,98,7,0
30.5,749.4155,43,0,81F,81,F,2,1,80,12,9,2,OT10A21500,1,10,1,U,55,1,83,1,1,1,25,0,0,0,0,0,0,85,173,6,U,U,U,U,0,0,11,0,1,1,0,N,N,1,0
30.5,749.4155,43,0,81F,81,F,2,2,83,49,477,30,JT4RN4459D,1,50,0,C,55,U,82,1,1,1,26,0,0,0,2,0,0,173,85,6,U,U,U,U,0,2,17,0,1,8,U,25,2,7,3
1.4,34.3994,43,0,82B,82,B,2,1,81,34,35,4,WBACJ7103B,1,0,8,E,35,97,98,0,1,1,32,0,1,0,0,0,0,998,998,5,U,U,U,U,0,1,17,1,1,1,1,998,98,4,0
85,2088.535,43,1,83G,83,G,2,1,89,14,4,2,1MEPM6042K,1,40,0,C,45,1,21,1,1,1,36,0,0,0,0,0,0,200,190,5,U,U,U,U,0,1,17,0,1,1,6,37,6,1,1
85,2088.535,43,0,83G,83,G,2,2,88,20,2,6,1G1BN81Y4J,1,42,0,C,55,8,20,1,1,1,37,0,0,0,0,0,0,200,205,5,U,U,U,U,0,1,17,0,0,1,0,36,2,0,0
23.5,577.4185,43,0,84E,84,E,2,1,85,47,31,3,YS3AH35J9F,1,30,0,C,35,9,68,1,1,1,26,0,0,0,0,0,0,205,336,6,U,U,U,U,0,0,17,0,1,2,4,N,N,1,U
23.5,577.4185,43,0,84E,84,E,2,2,86,20,17,4,1G1AW19RXG,0,20,0,C,35,U,69,1,1,0,28,0,0,0,0,0,0,336,205,6,U,U,U,U,0,0,17,N,N,2,N,N,N,N,U
1.4,34.3994,43,0,85B,85,B,2,1,76,20,473,31,CCD196F400,1,40,0,C,45,U,86,1,3,3,U,0,0,0,0,0,0,100,156,6,U,U,U,U,0,0,13,1,3,8,1,N,N,3,U
1.4,34.3994,43,0,85B,85,B,2,2,89,7,472,20,1B4FK5438K,1,40,0,C,45,U,87,1,1,1,33,0,1,0,0,0,0,156,100,6,U,U,U,U,0,1,17,0,1,8,U,U,31,7,U
1.4,34.3994,43,0,85B,85,B,2,3,85,35,44,2,JN1MN24S3F,0,45,0,C,45,1,98,1,1,0,20,0,0,0,0,0,0,336,142,6,U,U,U,U,0,2,17,N,N,2,N,U,31,N,0
1.62,113.3271,44,,1C,1,C,2,1,88,49,477,30,JT4RN63A2J,1,50,0,C,55,9,7,1,1,1,32,0,1,0,0,0,0,350,180,1,19,-19,-2,338,1,2,17,0,1,8,U,998,98,7,0
2.5,174.8875,44,,2D,2,D,2,1,78,35,33,3,HLB2102400,1,50,0,C,55,1,7,1,2,2,20,0,1,0,2,0,0,997,997,5,U,U,U,U,0,1,12,0,2,1,4,998,98,1,0
17.6,1231.208,44,,3F,3,F,2,1,79,12,474,21,E24BHBK300,1,60,1,30,55,1,2,1,1,1,43,0,1,1,5,0,0,998,998,5,U,U,U,U,0,1,11,0,1,8,4,998,98,1,1
40,2798.2,44,0,4G,4,G,2,1,88,37,32,4,1HGCA5537J,1,55,0,C,55,1,98,1,3,3,25,0,0,0,0,0,0,998,998,5,U,U,U,U,0,1,17,0,2,2,4,998,98,1,0
17.6,1231.208,44,,5F,5,F,2,1,77,12,6,4,7U63S11700,1,35,0,C,35,1,20,1,2,2,44,0,0,0,0,0,0,0,0,4,U,U,U,U,0,1,11,0,2,1,4,N,62,1,0
17.6,1231.208,44,,5F,5,F,2,2,88,12,881,62,1FDYK84A2J,0,0,0,C,35,97,21,,,,,,,,,,,,,,,,,,,,17,N,N,8,N,N,N,N,
13.4,937.397,44,,6E,6,E,2,1,80,9,34,3,1H24KA7800,1,55,1,0,55,9,88,1,2,2,19,0,1,0,0,0,0,0,270,1,14,-7,-12,497,1,1,13,0,2,2,4,19,4,1,0
13.4,937.397,44,,6E,6,E,2,2,86,20,31,4,J81RF6977G,1,0,0,C,55,1,89,1,1,1,19,0,1,0,0,0,0,270,0,1,16,-8,14,160,1,1,17,0,1,2,3,19,3,2,0
2.5,174.8875,44,,7D,7,D,2,1,79,12,473,31,F15GNFE400,1,70,0,C,55,1,6,1,1,1,38,0,1,0,2,0,0,997,997,5,U,U,U,U,0,1,11,0,1,8,3,998,98,7,0
1.62,113.3271,44,,8C,8,C,2,1,88,7,34,4,JB3BA26K5J,1,40,0,C,45,6,1,1,2,2,21,0,1,0,1,0,0,998,998,1,19,-19,-2,276,1,2,17,0,2,2,3,998,98,2,0
1.62,113.3271,44,,9C,9,C,2,1,88,35,477,30,1N6ND11S4J,1,80,U,C,55,1,1,1,3,3,27,0,1,2,1,0,0,998,998,5,U,U,U,U,0,1,17,0,3,8,3,998,98,2,0
3.325,232.600375,44,,10D,10,D,2,1,80,20,7,10,1W80HAD400,1,90,1,5,35,8,2,1,1,1,32,0,1,1,0,0,0,998,998,5,U,U,U,U,0,1,13,0,1,1,4,998,98,2,0
53.2,3721.606,44,,11G,11,G,2,1,85,7,8,5,1B3BZ48C8F,1,5,0,C,45,1,82,1,1,1,22,0,0,0,0,0,0,135,270,1,16,-14,7,267,1,1,17,0,1,2,0,24,4,1,0
53.2,3721.606,44,,11G,11,G,2,2,86,20,16,4,1G1JD69P0G,1,35,0,C,45,3,83,1,1,1,24,0,0,0,0,0,0,270,135,1,15,-13,-7,260,1,2,17,0,1,2,6,22,5,1,0
79.8,5582.409,44,,12H,12,H,2,1,80,21,1,2,3K47FAD400,1,40,0,C,55,U,6,1,3,3,33,0,1,1,0,0,0,998,998,1,10,-5,-8,153,1,1,13,0,3,1,U,998,98,7,0
17.6,1231.208,44,,13F,13,F,2,1,77,20,2,2,1N4707J100,1,35,0,C,35,1,86,1,2,2,38,0,0,0,0,0,0,340,270,1,8,-8,0,242,1,1,13,0,0,1,0,27,30,0,0
17.6,1231.208,44,,13F,13,F,2,2,73,12,3,2,3F05F25900,1,35,0,C,35,1,87,1,2,2,32,0,0,1,0,0,0,998,998,5,U,U,U,U,0,1,12,0,2,1,4,998,98,1,0
17.6,1231.208,44,,13F,13,F,2,3,86,41,477,30,JM2UF2116G,1,35,0,C,35,1,98,1,1,1,27,0,0,0,0,0,0,270,340,1,12,2,12,119,3,2,17,0,1,8,4,38,2,1,0
2.5,174.8875,44,,14D,14,D,2,1,83,18,7,4,1G4AH19RXD,1,10,0,C,35,1,88,1,1,1,28,0,1,0,0,0,0,225,0,1,20,-20,3,575,1,1,17,0,1,2,4,998,98,1,0
2.5,174.8875,44,,14D,14,D,2,2,78,49,33,3,RA42504600,0,10,0,C,35,4,89,1,1,0,24,0,1,0,0,0,0,190,260,1,19,3,19,19,1,2,10,N,N,1,N,28,4,N,0
13.4,937.397,44,,15E,15,E,2,1,89,12,474,21,1FTDE14Y3K,0,0,0,C,45,1,98,1,1,0,44,0,0,0,0,0,0,0,0,6,U,U,U,U,0,0,17,N,N,8,N,N,N,N,0
