PSUWGT,NATWGT,PSU,AOPSVEH,CASEID,CASENO,STRATIF,VERSION,VEHNO,MODELYR,MAKE,MODEL,BODYTYPE,VIN,TOWPAR,TRAVELSP,DRINKDRG,ALCTEST,SPLIMIT,MANEUVER,ACCTYPE,DRPRES,OCUPANTS,OCCFORMS,CURBWGT,TOWHITCH,DOCTRAJ,CONDTREE,ROLLOVER,FOVERIDE,ROVERIDE,ANGTHIS,ANGOTHER,DVBASIS,DVTOTAL,DVLONG,DVLAT,ENERGY,DVCONFID,INSPTYPE,VINLNGTH,VINJSER,VINJURED,DRIVE,VTREAT,OTVEHWGT,OTBDYTYP,VAIS,CARGOWGT
1.6,173.1008,76,,18F,18,F,2,1,79,49,33,2,RA42252200,1,30,7,C,25,8,86,1,2,2,25,0,0,0,0,0,0,96,180,3,18,-16,6,297,4,1,11,0,2,1,4,41,31,1,0
1.6,173.1008,76,,18F,18,F,2,2,73,20,473,31,CCY243F300,0,30,0,C,25,1,87,1,2,0,41,0,0,0,0,0,0,180,96,3,11,-3,-10,265,4,2,13,N,N,8,N,25,2,N,0
4,432.752,76,,19G,19,G,2,1,82,20,473,31,1GCGC24M9C,1,40,0,C,0,U,64,1,1,1,40,0,0,0,0,0,0,30,267,6,U,U,U,U,0,2,17,0,0,8,0,51,31,0,3
4,432.752,76,,19G,19,G,2,2,86,12,473,31,1FTHX26H6G,1,25,0,C,0,9,65,1,2,2,51,0,0,0,0,0,0,267,30,6,U,U,U,U,0,2,17,0,2,8,4,40,31,1,10
1,108.188,76,,20C,20,C,2,1,89,38,477,30,JAACL16E5K,1,40,0,C,25,9,3,1,2,2,24,0,0,0,4,0,0,997,997,5,U,U,U,U,0,1,17,0,2,8,4,998,98,2,0
1,108.188,76,,21D,21,D,2,1,84,7,473,31,1B7GD14T2E,1,70,0,C,55,1,3,1,1,1,34,0,0,0,2,0,0,998,998,1,24,-23,-8,71,2,1,17,0,1,8,3,998,98,1,0
1,108.188,76,0,22D,22,D,2,1,74,9,471,14,AA0AE4X000,1,40,1,19,35,U,86,1,1,1,40,0,1,0,0,0,0,280,0,3,17,-16,-3,1142,4,0,13,0,1,8,6,N,N,1,U
1,108.188,76,0,22D,22,D,2,2,73,39,32,4,VD1L74610,1,50,0,C,55,U,87,1,6,6,37,0,1,0,0,0,0,0,280,6,U,U,U,U,0,1,9,0,5,1,4,40,14,1,U
6,649.128,76,,23H,23,H,2,1,83,12,6,6,1FABP403XD,1,U,1,C,45,U,1,1,2,2,31,0,0,U,0,0,0,998,998,6,U,U,U,U,0,0,17,0,1,1,U,N,N,7,U
6,649.128,76,,24H,24,H,2,1,74,20,474,21,CGV154U100,1,55,1,13,55,1,1,1,1,1,41,0,1,0,2,0,0,997,997,5,U,U,U,U,0,1,13,0,1,8,0,998,98,1,3
1,108.188,76,0,25C,25,C,2,1,86,12,3,2,1FABP26A9G,1,U,1,U,55,9,6,1,1,1,27,0,0,0,U,0,0,997,997,5,U,U,U,U,0,1,17,0,1,1,4,998,98,1,0
1,108.188,76,,26D,26,D,2,1,66,12,473,31,F10YD87400,1,U,U,C,55,U,98,1,1,1,30,0,1,0,3,0,0,997,997,5,U,U,U,U,0,1,11,1,1,8,3,998,98,5,3
1.6,173.1008,76,,27F,27,F,2,1,80,12,3,2,F0F02B2800,1,40,0,C,45,3,28,1,3,3,26,0,1,0,0,0,0,50,25,6,U,U,U,U,0,2,12,0,1,1,4,40,2,1,0
1.6,173.1008,76,,27F,27,F,2,2,78,14,4,2,F8H9155800,0,5,0,C,45,U,29,1,3,0,40,0,1,0,0,U,U,35,50,6,U,U,U,U,0,0,13,N,N,1,N,N,N,N,U
1.6,173.1008,76,,27F,27,F,2,3,78,13,2,2,F8Y89A8700,0,5,1,13,45,U,98,1,1,0,48,0,1,0,0,U,U,80,35,6,U,U,U,U,0,0,13,N,N,1,N,N,N,N,U
4,432.752,76,,28G,28,G,2,1,89,35,477,30,1N6ND1158K,0,0,0,C,30,98,21,1,1,0,27,0,1,0,0,U,U,90,100,6,U,U,U,U,0,0,17,N,N,8,N,N,N,N,0
4,432.752,76,,28G,28,G,2,2,87,7,8,3,1B3BZ44C5H,1,20,0,C,30,3,20,1,1,1,23,0,1,0,0,4,0,100,90,6,U,U,U,U,0,1,17,0,0,2,0,27,30,0,0
1,108.188,76,0,29D,29,D,2,1,81,35,32,2,JN1PS06S0B,1,55,0,C,55,1,1,1,2,2,26,0,1,0,2,0,0,997,997,5,U,U,U,U,0,1,17,0,1,1,3,998,98,1,0
1,108.188,76,,30D,30,D,2,1,81,1,7,4,1AMCA0552B,1,U,0,C,55,2,82,1,2,2,28,0,1,0,0,0,0,290,40,6,U,U,U,U,0,1,17,0,1,1,5,U,2,1,0
1,108.188,76,,30D,30,D,2,2,80,20,398,2,9999999999,1,55,0,C,55,U,83,1,3,3,U,0,1,0,0,0,0,40,290,6,U,U,U,U,0,0,U,0,2,U,4,N,N,1,U
1,108.188,76,,31D,31,D,2,1,73,12,470,13,U15GLS4000,1,55,U,U,55,7,6,1,2,2,34,0,1,0,5,0,0,997,997,5,U,U,U,U,0,0,11,0,2,1,3,N,N,2,U
1.3,140.6444,76,,32E,32,E,2,1,87,7,445,13,JB7FJ43E2H,1,25,0,C,55,6,98,1,2,2,32,0,1,0,4,0,0,997,997,5,U,U,U,U,0,0,17,0,2,U,4,N,N,1,2
6,649.128,76,0,33H,33,H,2,1,70,84,472,31,313105H300,1,45,0,C,55,U,2,1,1,1,U,0,0,0,0,0,0,998,998,6,U,U,U,U,0,0,13,0,1,8,U,N,N,7,U
1.3,140.6444,76,0,34E,34,E,2,1,85,12,477,30,1FTBR10A4F,1,38,0,C,45,U,20,1,1,1,26,0,1,0,0,1,0,30,42,1,13,-13,-2,203,1,1,17,0,1,8,4,25,30,1,U
1.3,140.6444,76,0,34E,34,E,2,2,83,12,477,30,1FTBR10C6D,0,0,0,C,45,1,21,1,2,0,25,0,1,0,0,0,0,42,30,1,12,12,-2,167,1,1,17,N,N,8,N,26,30,N,1
4,432.752,76,,35G,35,G,2,1,86,20,16,2,1G1JF77WXG,1,55,1,D,55,6,1,1,1,1,24,0,1,0,0,0,0,998,998,6,U,U,U,U,0,0,17,0,0,2,0,N,N,0,0
1,108.188,76,,36B,36,B,2,1,83,49,34,3,JT2RA64L7D,1,U,1,21,55,U,1,1,1,1,30,0,1,0,4,0,0,998,998,5,U,U,U,U,0,0,17,1,1,1,1,N,N,7,U
1.3,140.6444,76,0,37E,37,E,2,1,89,12,15,4,2FAPP36X5K,1,45,0,C,55,3,20,1,1,1,26,0,1,0,0,U,0,180,185,3,13,-13,-1,116,4,0,17,0,1,U,4,N,N,1,1
1.3,140.6444,76,0,37E,37,E,2,2,85,12,471,14,1FMDU15H9F,0,0,0,C,55,1,21,1,1,0,45,0,1,0,0,0,0,185,180,3,8,8,1,159,4,2,17,N,N,8,N,26,4,N,0
6,649.128,76,,38H,38,H,2,1,75,14,11,4,5W34H54400,1,35,0,C,25,10,1,1,1,1,34,0,0,0,0,0,0,998,998,5,U,U,U,U,0,1,11,0,0,1,0,998,98,0,0
1,108.188,76,,39D,39,D,2,1,71,30,32,2,1112186400,1,55,0,C,55,9,2,1,1,1,19,0,1,0,1,0,0,998,998,5,U,U,U,U,0,0,10,0,1,1,4,N,N,1,0
1,108.188,76,,40D,40,D,2,1,83,35,42,5,JN1HT13 2D,1,55,0,C,55,3,7,1,2,2,22,0,1,0,0,0,0,998,998,5,U,U,U,U,0,0,17,1,2,2,3,N,N,3,0
1,108.188,76,0,41D,41,D,2,1,78,12,471,14,U15HLBC100,1,43,1,D,40,U,50,1,1,1,36,0,1,0,0,U,0,50,290,6,U,U,U,U,0,0,11,0,1,8,U,N,N,1,U
1,108.188,76,0,41D,41,D,2,2,73,12,8,2,F3K91L1500,1,25,0,C,40,U,51,1,1,1,28,0,1,0,0,0,0,290,50,6,U,U,U,U,0,1,13,0,1,1,3,36,14,2,U
1,108.188,76,,42D,42,D,2,1,79,14,3,3,9R14F62800,1,U,0,C,55,U,1,1,2,2,28,0,1,0,2,0,0,998,998,5,U,U,U,U,0,0,11,0,2,1,U,N,N,1,U
1.6,173.1008,76,0,43F,43,F,2,1,75,35,33,3,HLB2105900,1,45,1,D,45,U,1,1,1,1,20,0,0,0,0,0,0,998,998,5,U,U,U,U,0,1,12,0,1,1,4,998,98,7,U
1,108.188,76,,44C,44,C,2,1,87,30,40,4,WVWGA0164H,1,60,1,16,55,U,2,1,1,1,24,0,0,0,4,0,0,997,997,5,U,U,U,U,0,1,17,0,1,2,3,998,98,1,U
1,108.188,76,,45D,45,D,2,1,79,12,474,21,E24AHDG900,1,55,0,C,55,U,1,1,1,1,43,0,1,0,0,0,0,998,998,5,U,U,U,U,0,1,11,1,1,8,3,998,98,3,1
1,108.188,76,,46D,46,D,2,1,78,12,473,31,F14HRAJ000,1,U,1,C,50,U,1,1,5,5,44,0,1,0,0,0,0,998,998,6,U,U,U,U,0,0,11,0,5,8,3,N,N,2,U
4,432.752,76,,47G,47,G,2,1,87,35,43,2,JN1PB22S1H,1,55,0,C,55,U,20,1,4,4,23,0,0,0,0,U,U,270,270,6,U,U,U,U,0,0,17,0,1,2,U,N,N,7,U
4,432.752,76,,47G,47,G,2,2,77,22,10,2,2H57Z7P100,0,0,0,C,55,U,21,1,4,0,39,0,0,0,0,U,U,270,270,6,U,U,U,U,0,0,13,N,N,1,N,N,N,N,U
1.6,173.1008,76,0,49F,49,F,2,1,82,35,477,30,JN6MD0156C,1,U,0,C,45,8,45,1,1,1,26,0,1,0,0,0,0,20,0,6,U,U,U,U,0,0,17,0,1,8,4,N,N,1,0
1.6,173.1008,76,0,49F,49,F,2,2,86,23,473,14,1G5EK18H7G,0,30,0,C,45,1,46,1,4,0,43,0,0,0,0,0,0,0,20,6,U,U,U,U,0,0,17,N,N,8,N,N,N,N,0
6,649.128,76,,50H,50,H,2,1,73,23,473,31,TCY243Z500,1,U,1,C,25,U,1,1,2,2,48,0,1,0,0,0,0,998,998,5,U,U,U,U,0,0,13,0,0,8,0,N,N,0,U
1,108.188,76,0,51B,51,B,2,1,79,14,12,6,9K36T61000,1,45,0,C,45,U,64,1,2,2,31,0,1,0,0,0,0,170,60,1,35,-6,-34,3114,1,1,11,2,2,1,1,28,4,4,0
1,108.188,76,0,51B,51,B,2,2,88,20,19,4,1G1LT51W5J,1,45,0,C,45,1,65,1,1,1,28,0,1,0,0,0,0,60,170,1,40,-34,-20,564,1,1,17,1,1,2,3,31,6,3,0
1.29,139.56252,76,0,52D,52,D,2,1,74,20,473,31,CCZ244F300,1,U,0,C,25,3,7,1,2,2,37,0,0,0,2,0,0,997,997,5,U,U,U,U,0,0,13,0,2,8,3,N,N,2,0
1.29,139.56252,76,0,53D,53,D,2,1,80,2,402,13,J0M93AC000,1,U,1,14,45,U,1,1,3,3,27,0,1,0,4,0,0,997,997,5,U,U,U,U,0,1,13,1,3,U,3,998,98,3,0
1,108.188,76,0,54C,54,C,2,1,88,12,474,21,1FDJE34M0J,1,30,0,C,35,U,20,1,2,2,48,0,1,0,0,U,U,234,238,6,U,U,U,U,0,0,17,0,1,8,0,N,N,1,U
1,108.188,76,0,54C,54,C,2,2,86,12,473,31,1FTEX1543G,1,0,0,C,35,U,21,1,2,2,38,0,1,0,0,U,U,238,234,6,U,U,U,U,0,0,17,0,2,8,3,N,N,1,U
1,108.188,76,0,54C,54,C,2,3,85,20,471,14,1GBEK18HOF,0,0,0,C,35,U,98,1,1,0,43,0,1,0,0,U,U,30,243,6,U,U,U,U,0,0,17,N,N,8,N,N,N,N,U
1,108.188,76,0,54C,54,C,2,4,75,2,410,31,J505883300,0,0,0,C,35,U,98,1,1,0,U,0,1,0,0,U,U,30,243,6,U,U,U,U,0,0,13,N,N,8,N,N,N,N,U
3.8,411.1144,76,0,55F,55,F,2,1,79,37,32,3,SMHI031200,1,40,0,C,35,U,64,1,2,2,22,0,0,0,0,0,0,47,200,6,U,U,U,U,0,1,10,0,2,2,4,44,2,1,U
3.8,411.1144,76,0,55F,55,F,2,2,77,12,6,2,7P62HI9I00,1,0,0,C,35,U,65,1,2,2,44,0,0,0,0,0,0,200,47,6,U,U,U,U,0,0,11,0,0,1,0,N,N,0,U
9,973.692,76,0,56G,56,G,2,1,87,20,473,31,1GCDR14H4H,0,25,0,C,35,4,51,1,1,0,U,0,0,0,0,U,U,U,U,6,U,U,U,U,0,0,17,N,N,8,N,N,N,N,0
9,973.692,76,0,56G,56,G,2,2,89,7,8,5,1B3BL1803K,1,25,0,C,35,U,50,1,2,2,23,0,0,0,0,U,U,U,U,6,U,U,U,U,0,0,17,0,0,2,0,N,N,0,U
13,1406.444,76,0,57H,57,H,2,1,78,12,4,2,8G87H10700,1,40,1,C,40,U,8,1,1,1,40,0,1,0,0,0,0,998,998,5,U,U,U,U,0,2,11,0,0,1,0,998,98,0,U
3.8,411.1144,76,0,58F,58,F,2,1,75,12,9,3,5X11Z11700,1,U,0,C,45,U,69,1,1,1,26,0,1,0,0,0,0,270,160,6,U,U,U,U,0,0,11,0,1,1,4,N,N,1,U
3.8,411.1144,76,0,58F,58,F,2,2,80,22,15,2,2Z377A6100,1,U,0,U,45,U,68,1,2,2,27,0,1,0,0,0,0,160,270,6,U,U,U,U,0,0,13,0,0,2,0,N,N,0,U
1,108.188,76,0,59C,59,C,2,1,88,49,471,13,JT4RN67P4J,1,U,1,U,45,U,98,1,3,3,U,0,1,0,2,0,0,997,997,5,U,U,U,U,0,0,17,1,2,U,4,N,N,3,U
2.5,270.47,76,0,60E,60,E,2,1,84,20,473,31,1GCEC14C6E,1,50,0,C,55,3,13,1,1,1,U,1,1,0,2,0,0,998,998,5,U,U,U,U,0,0,17,0,1,8,4,N,N,1,U
3.8,411.1144,76,0,61F,61,F,2,1,79,20,2,2,1N47G9C100,1,U,1,36,55,U,24,1,1,1,37,0,0,0,0,U,U,0,180,6,U,U,U,U,0,0,13,0,1,1,4,N,N,1,U
3.8,411.1144,76,0,61F,61,F,2,2,73,7,1,2,LLZ9G3B900,1,25,0,C,55,8,26,1,4,4,36,0,0,0,0,U,U,180,0,6,U,U,U,U,0,0,13,0,4,1,4,N,N,1,0
2.5,270.47,76,0,62E,62,E,2,1,77,12,474,21,E23HH08900,1,25,0,C,35,U,47,1,1,1,24,0,1,0,0,0,0,287,295,6,U,U,U,U,0,0,11,0,0,8,0,N,N,0,U
2.5,270.47,76,0,62E,62,E,2,2,86,20,474,21,1G8DM15Z1G,1,35,0,C,35,U,45,1,5,5,31,0,1,0,0,0,0,295,287,6,U,U,U,U,0,0,17,0,3,8,4,N,N,1,U
3.8,411.1144,76,0,63F,63,F,2,1,82,12,473,31,1FTDF15F00,1,25,1,29,45,U,1,1,1,1,34,0,0,U,0,0,0,998,998,5,U,U,U,U,0,0,16,0,1,8,4,N,N,2,U
9,973.692,76,0,64G,64,G,2,1,78,20,473,31,CCL1488100,0,U,0,C,45,1,22,1,2,0,32,0,1,0,0,0,0,270,280,3,12,12,-1,295,4,2,13,N,N,8,N,24,2,N,0
9,973.692,76,0,64G,64,G,2,2,84,12,15,2,1FABP19R9E,1,U,0,C,45,U,20,1,1,1,24,0,1,0,0,0,0,280,270,3,19,-18,6,187,4,1,17,0,0,2,0,32,31,0,U
1.29,139.56252,76,0,66D,66,D,2,1,79,30,472,20,229209830,1,58,0,D,55,1,98,1,2,2,30,0,1,0,4,0,0,997,997,5,U,U,U,U,0,1,9,2,2,8,3,998,98,3,0
2.5,270.47,76,0,67E,67,E,2,1,85,20,477,31,1GCCS14B4F,1,55,0,C,55,U,6,1,1,1,28,0,1,0,4,0,0,997,997,5,U,U,U,U,0,1,17,0,1,8,4,998,98,1,U
1.29,139.56252,76,0,68D,68,D,2,1,83,20,9,3,1G1AP87H8D,1,25,1,17,15,1,2,1,4,4,29,0,0,0,5,0,0,997,997,5,U,U,U,U,0,1,17,0,3,1,3,998,98,2,0
2.5,270.47,76,0,69E,69,E,2,1,86,48,31,6,JF1AN43BXG,1,U,0,C,45,8,2,1,2,2,25,0,0,0,2,0,0,997,997,5,U,U,U,U,0,1,17,0,0,U,0,998,98,0,0
1,108.188,76,0,70A,70,A,2,1,88,49,40,4,JT2SV24E00,1,65,0,D,55,U,98,1,5,5,28,0,0,0,4,0,0,997,997,5,U,U,U,U,0,1,16,2,5,2,1,998,98,4,U
1.29,139.56252,76,0,71D,71,D,2,1,84,41,477,30,JM2UC1214E,1,40,1,D,45,U,50,1,1,1,25,0,1,0,0,U,U,350,160,4,U,U,U,U,0,0,17,0,1,8,3,N,N,1,U
1.29,139.56252,76,0,71D,71,D,2,2,80,82,U,65,CB113HP100,1,38,0,C,45,9,51,,,,,,,,,,,,,,,,,,,,13,N,N,8,N,N,N,N,
3.8,411.1144,76,0,72F,72,F,2,1,79,41,35,2,FA84US5500,1,U,0,C,35,U,20,1,1,1,20,0,1,0,0,U,U,95,90,6,U,U,U,U,0,0,12,0,1,2,3,N,N,2,U
3.8,411.1144,76,0,72F,72,F,2,2,78,20,2,2,1N47L85100,0,U,0,C,35,1,22,1,2,0,38,0,1,0,0,U,U,90,95,6,U,U,U,U,0,0,13,N,N,1,N,N,N,N,U
1.29,139.56252,76,0,74D,74,D,2,1,89,84,883,65,1HSRK  R0K,1,55,0,C,55,8,73,,,,,,,,,,,,,,,,,,,,17,N,N,8,N,N,N,N,
1.29,139.56252,76,0,74D,74,D,2,2,77,23,473,31,TKR147Z500,1,10,0,C,55,9,72,1,2,2,43,0,1,0,0,0,0,240,286,4,U,U,U,U,0,2,13,0,2,8,3,N,65,2,0
3.8,411.1144,76,0,75F,75,F,2,1,72,9,1,2,VL29C2B200,1,45,2,C,15,U,6,1,4,4,29,0,1,1,0,0,0,998,998,1,17,-16,6,6154,1,1,13,0,2,1,4,998,98,1,U
1.29,139.56252,76,0,76D,76,D,2,1,81,12,473,31,1FTCF10F7B,1,53,1,19,55,8,7,1,1,1,36,0,1,0,4,0,0,997,997,5,U,U,U,U,0,0,17,0,1,8,3,N,N,1,0
1,108.188,76,0,77B,77,B,2,1,87,12,477,30,1FTCR11TXH,1,55,0,C,55,U,98,1,1,1,28,0,1,0,4,0,0,255,235,5,U,U,U,U,0,1,17,1,1,8,3,32,10,3,0
1,108.188,76,0,77B,77,B,2,2,80,20,7,10,1W80KAK400,1,55,0,C,55,U,98,1,1,1,32,0,1,0,0,0,0,235,255,5,U,U,U,U,0,1,13,1,1,1,1,28,30,5,0
2.5,270.47,76,0,78E,78,E,2,1,80,20,473,31,CCL14A4100,1,45,1,U,45,U,6,1,1,1,U,0,1,0,0,0,0,998,998,5,U,U,U,U,0,0,13,0,0,8,4,N,N,0,U
9,973.692,76,0,79G,79,G,2,1,83,7,U,39,9999999999,1,35,1,D,35,U,1,1,4,4,U,0,0,0,0,0,0,998,998,6,U,U,U,U,0,0,U,0,0,8,0,N,N,0,U
3.8,411.1144,76,0,80F,80,F,2,1,88,12,471,14,1FMEU15HXJ,0,0,0,C,35,U,98,1,3,0,44,0,0,0,0,U,U,180,180,6,U,U,U,U,0,0,17,N,N,8,N,N,N,N,U
3.8,411.1144,76,0,80F,80,F,2,2,79,7,U,2,9999999999,0,0,0,C,35,U,21,1,4,0,U,0,0,0,0,U,U,180,180,6,U,U,U,U,0,0,U,N,N,U,N,N,N,N,U
3.8,411.1144,76,0,80F,80,F,2,3,73,35,37,4,PL61003700,1,35,0,C,35,U,20,1,1,1,23,0,0,0,0,0,0,180,180,6,U,U,U,U,0,1,11,0,1,1,4,U,2,1,0
1,108.188,76,0,81A,81,A,2,1,85,20,16,4,1G1JC69P4F,1,50,0,D,55,U,50,1,3,3,24,0,0,0,0,0,0,245,90,6,U,U,U,U,0,1,17,2,3,2,1,51,13,4,0
1,108.188,76,0,81A,81,A,2,2,88,35,470,13,JN8HD16Y9J,1,50,0,C,55,2,51,1,2,2,51,0,0,0,0,0,0,90,245,6,U,U,U,U,0,2,17,1,2,1,3,24,4,3,0
1,108.188,76,0,82C,82,C,2,1,86,2,405,14,1JCHL7829G,1,U,0,C,45,U,2,1,3,3,40,0,0,0,1,0,0,998,998,5,U,U,U,U,0,0,17,0,2,8,4,N,N,2,U
1,108.188,76,0,83C,83,C,2,1,86,20,17,6,2G1AW35W0G,1,U,0,0,25,U,12,1,3,3,31,0,0,0,0,0,0,998,998,6,U,U,U,U,0,0,17,0,3,2,3,N,N,2,3
1,108.188,76,0,84C,84,C,2,1,87,22,10,2,2G2GP11H7H,1,55,1,20,55,1,6,1,1,1,33,0,0,0,5,0,0,998,998,5,U,U,U,U,0,2,17,0,1,1,3,998,98,1,0
1.29,139.56252,76,0,85D,85,D,2,1,78,12,473,31,E26SRCE700,1,55,0,C,55,1,2,1,2,2,42,0,0,0,0,0,0,998,998,5,U,U,U,U,0,0,11,0,2,8,3,N,N,2,U
1.29,139.56252,76,0,86D,86,D,2,1,77,20,10,2,1H57U72500,1,2,1,C,55,U,68,1,3,3,40,0,1,0,0,0,0,130,10,3,10,-8,-7,356,4,1,13,0,0,1,0,26,13,0,0
1.29,139.56252,76,0,86D,86,D,2,2,76,2,402,13,J6F83AA000,1,50,0,C,55,9,69,1,1,1,26,0,1,0,1,0,0,10,130,3,16,-15,6,79,4,0,13,0,1,U,4,N,N,1,0
2.5,270.47,76,0,87E,87,E,2,1,86,35,34,2,JN1HZ1650G,1,35,0,C,25,U,7,1,2,2,31,0,0,0,0,0,0,998,998,6,U,U,U,U,0,0,17,0,2,1,4,N,N,1,U
13,1406.444,76,0,88H,88,H,2,1,71,2,402,13,8305017300,1,25,0,C,25,1,0,1,1,1,24,0,0,0,0,0,0,997,997,5,U,U,U,U,0,0,13,0,0,U,0,N,N,0,U
1.29,139.56252,76,0,89D,89,D,2,1,80,12,473,31,F15FCH0400,1,U,1,D,55,U,2,1,2,2,U,1,0,U,0,0,0,998,998,4,U,U,U,U,0,0,11,0,0,8,U,N,N,0,U
1.29,139.56252,76,0,89D,89,D,2,2,65,12,473,31,F10JD68600,1,45,3,D,55,U,98,1,1,1,U,0,0,0,0,0,0,U,U,6,U,U,U,U,0,0,11,0,1,8,4,N,N,1,U
2.5,270.47,76,0,90E,90,E,2,1,85,20,474,21,2GAGG35J3F,1,45,0,C,55,1,1,1,6,6,50,0,0,0,0,0,0,998,998,5,U,U,U,U,0,0,17,0,3,8,4,N,N,2,U
1,108.188,76,0,91C,91,C,2,1,71,20,474,21,GE21U21600,1,U,1,36,55,U,7,1,1,1,39,0,0,0,2,0,0,997,997,5,U,U,U,U,0,1,11,0,1,8,3,998,98,1,2
1.7157,185.6181516,76,0,92D,92,D,2,1,81,12,471,14,1FMDU15E5B,1,53,1,D,55,U,7,1,1,1,42,0,1,0,4,0,0,997,997,5,U,U,U,U,0,0,17,1,1,8,3,N,N,3,U
3.325,359.7251,76,0,93E,93,E,2,1,88,22,2,4,1G2HY54C8J,1,55,0,C,55,1,1,1,4,4,33,0,0,0,2,0,0,997,997,5,U,U,U,U,0,0,17,0,3,1,4,N,N,1,0
