PSUWGT,NATWGT,RATWGT,PSU,AOPSVEH,CASEID,CASENO,STRATIF,VERSION,VEHNO,MODELYR,MAKE,MODEL,BODYTYPE,VIN,TOWPAR,TRAVELSP,DRINKDRG,ALCTEST,SPLIMIT,MANEUVER,ACCTYPE,DRPRES,OCUPANTS,OCCFORMS,CURBWGT,TOWHITCH,DOCTRAJ,CONDTREE,ROLLOVER,FOVERIDE,ROVERIDE,ANGTHIS,ANGOTHER,DVBASIS,DVTOTAL,DVLONG,DVLAT,ENERGY,DVCONFID,INSPTYPE,VINLNGTH,VINJSER,VINJURED,DRIVE,VTREAT,OTVEHWGT,OTBDYTYP,VAIS,CARGOWGT
16.250,1298.5375,1573.1117795,1,0,67F,67,F,3,1,85,12,4,2,1FABP4630F,1,U,0,C,40,U,82,1,2,2,31,0,1,0,0,0,0,26,185,5,U,U,U,U,0,1,17,0,2,1,4,30,30,2,0
16.250,1298.5375,1573.1117795,1,0,67F,67,F,3,2,87,20,477,30,1GCCT14R0H,1,U,0,C,30,9,83,1,3,3,30,0,1,0,0,0,0,185,26,5,U,U,U,U,0,1,17,0,1,8,0,31,2,1,4
1.000,79.91,108.9694832,1,1,68C,68,C,3,1,89,30,40,4,WVWRB11G9K,1,U,1,4,40,1,1,1,4,4,23,0,1,2,0,0,0,998,998,5,U,U,U,U,0,1,17,1,4,2,3,998,98,3,0
1.000,79.91,108.9694832,1,0,69C,69,C,3,1,88,35,43,2,JN1PB22S3J,1,U,2,C,40,1,52,1,1,1,22,0,1,0,0,0,0,241,317,1,10,2,10,93,1,1,17,0,1,2,4,39,21,1,0
1.000,79.91,108.9694832,1,0,69C,69,C,3,2,89,20,474,21,2GCEG25H5K,1,U,0,C,40,1,52,1,2,2,39,0,1,0,0,0,0,317,241,1,5,-5,0,233,1,1,17,0,1,8,4,22,2,1,0
1.000,79.91,127.73721554,1,0,70D,70,D,3,1,79,20,473,31,9999999999,1,U,1,11,30,6,1,1,2,2,U,0,1,7,0,0,0,998,998,6,U,U,U,U,0,0,U,1,2,8,3,N,N,3,1
3.000,239.73,290.42063622,1,1,71F,71,F,3,1,81,30,40,2,WVWCA9162B,1,U,0,C,55,6,2,1,1,1,19,0,1,3,0,0,0,998,998,5,U,U,U,U,0,1,17,0,1,2,4,998,98,1,0
1.000,79.91,108.9694832,1,1,72C,72,C,3,1,87,42,31,4,WDBEA30D9H,1,U,1,3,55,1,1,1,2,2,33,0,1,0,5,0,0,998,998,5,U,U,U,U,0,1,17,2,2,1,3,998,98,4,U
2.762,220.70380952,293.87367167,1,0,73E,73,E,3,1,88,20,477,30,1GCBS14E1J,1,U,0,C,40,8,69,1,2,2,27,0,0,0,0,0,0,200,330,1,17,-17,0,242,1,1,17,0,2,8,4,37,2,1,0
2.762,220.70380952,293.87367167,1,0,73E,73,E,3,2,80,6,9,2,SH22GAR100,1,U,0,C,40,1,68,1,1,1,37,0,0,0,0,0,0,330,200,1,14,-7,-12,404,1,1,13,0,1,1,4,27,30,1,0
2.762,220.70380952,293.87367167,1,1,74E,74,E,3,1,90,49,40,4,4T1SV24E8L,1,U,0,C,55,1,68,1,1,1,31,0,1,0,0,0,0,230,85,1,17,-13,-11,375,3,1,17,0,1,2,4,46,21,1,U
2.762,220.70380952,293.87367167,1,0,74E,74,E,3,2,89,12,474,21,1FTFE24Y7K,0,U,0,C,55,9,69,1,1,0,46,0,1,0,0,0,0,85,230,1,11,-11,4,204,1,1,17,N,N,8,N,31,4,N,U
9.667,772.46333333,1059.8415376,1,0,75G,75,G,3,1,87,20,477,30,1GCBS14E4H,1,0,0,C,40,1,21,1,1,1,29,0,0,0,0,0,0,297,133,5,U,U,U,U,0,1,17,0,1,8,4,38,13,2,1
9.667,772.46333333,1059.8415376,1,0,75G,75,G,3,2,87,12,473,31,1FTEF14Y1H,0,U,0,C,40,9,20,1,1,0,40,0,0,0,0,0,0,311,306,1,9,-9,1,163,1,2,17,N,N,8,N,29,30,N,U
9.667,772.46333333,1059.8415376,1,0,75G,75,G,3,3,87,35,470,13,JN8HD16Y3H,1,U,0,C,40,7,98,1,1,1,38,0,0,0,0,0,0,133,297,5,U,U,U,U,0,1,17,0,1,1,6,29,30,1,1
1.071,85.617857143,114.00271746,1,0,76E,76,E,3,1,86,12,473,31,2FTDF15Y5G,1,U,1,18,30,1,14,1,1,1,35,0,0,3,0,0,0,998,998,5,U,U,U,U,0,1,17,0,1,8,4,998,98,2,0
1.875,149.83125,181.51289764,1,1,77F,77,F,3,1,88,18,2,2,1G4HP14C9J,1,U,0,C,35,1,82,1,1,1,32,0,0,0,0,0,0,261,34,1,7,-6,5,73,1,2,17,0,0,1,0,22,4,0,0
1.875,149.83125,181.51289764,1,0,77F,77,F,3,2,85,48,31,4,JF1AC43B9F,1,U,0,C,35,1,83,1,1,1,22,0,0,0,0,0,0,34,261,1,11,-11,-1,108,1,1,17,0,1,U,4,32,2,1,U
3.750,299.6625,411.14542408,1,0,78G,78,G,3,1,87,48,36,3,JF2AF53B4H,1,0,0,C,45,1,21,1,1,1,21,0,0,0,0,0,0,317,321,6,U,U,U,U,0,1,17,0,0,U,6,25,4,0,0
3.750,299.6625,411.14542408,1,0,78G,78,G,3,2,88,9,17,4,1P3BS48D4J,0,U,0,C,45,7,20,1,2,0,25,0,0,0,0,0,0,321,317,6,U,U,U,U,0,2,17,N,N,2,N,21,3,N,U
7.500,599.325,839.93602871,1,0,79H,79,H,3,1,81,22,9,2,1G2AS87J00,1,U,0,C,35,3,20,1,1,1,35,0,1,0,0,U,0,34,30,6,U,U,U,U,0,1,16,0,0,1,0,U,4,0,0
7.500,599.325,839.93602871,1,0,79H,79,H,3,2,84,12,U,4,9999999999,0,0,0,C,35,U,21,1,1,0,U,0,0,0,0,U,U,30,34,6,U,U,U,U,0,0,U,N,N,U,N,N,N,N,U
7.500,599.325,839.93602871,1,0,79H,79,H,3,3,87,22,U,2,9999999999,0,0,0,C,35,U,98,1,2,0,U,0,0,0,0,U,U,30,30,6,U,U,U,U,0,0,U,N,N,U,N,N,N,N,U
7.500,599.325,839.93602871,1,0,79H,79,H,3,4,89,13,1,4,9999999999,0,U,0,C,35,1,98,1,4,0,40,0,0,0,0,0,U,30,30,6,U,U,U,U,0,2,U,N,N,1,N,U,2,N,0
1.000,79.91,127.73721554,1,0,80D,80,D,3,1,86,20,10,2,1G1GZ37H6G,1,U,0,C,40,3,69,1,1,1,32,0,0,0,0,0,0,179,283,5,U,U,U,U,0,1,17,0,0,1,0,31,2,0,0
1.000,79.91,127.73721554,1,0,80D,80,D,3,2,78,20,10,2,1Z37A81400,1,U,0,C,40,U,68,1,1,1,31,0,0,0,0,0,0,283,179,5,U,U,U,U,0,1,12,1,1,1,3,32,2,4,0
1.000,79.91,127.73721554,1,0,81D,81,D,3,1,83,19,3,4,1G6AB6988D,1,U,0,C,45,U,1,1,1,1,40,0,1,1,0,0,0,998,998,1,19,-19,-2,655,1,1,17,0,1,1,4,998,98,1,U
3.214,256.85357143,342.00815237,1,0,82E,82,E,3,1,87,22,18,2,1G2NV11U2H,1,U,0,C,40,7,69,1,2,2,25,0,1,0,0,0,0,194,339,1,18,-17,5,450,1,1,17,0,1,2,4,22,5,1,0
3.214,256.85357143,342.00815237,1,0,82E,82,E,3,2,83,9,8,5,1P3BM18C8D,1,U,0,C,40,1,68,1,1,1,22,0,1,0,0,0,0,194,339,1,20,-16,-13,278,1,1,17,0,1,2,4,25,2,1,1
11.250,898.9875,1233.4362722,1,0,83G,83,G,3,1,87,49,38,2,JT2EL31D5H,1,U,0,C,30,6,87,1,1,1,19,0,0,0,0,0,0,316,227,4,U,U,U,U,0,2,17,0,0,2,0,N,62,0,0
11.250,898.9875,1233.4362722,1,1,83G,83,G,3,2,90,41,35,4,JM1BG2241L,0,U,0,C,30,1,86,1,2,2,24,0,0,0,0,0,0,227,316,1,6,-2,6,91,1,2,17,0,0,2,0,19,2,0,U
11.250,898.9875,1233.4362722,1,0,83G,83,G,3,3,90,84,881,62,1HTSCCFN3L,0,0,0,C,30,1,98,,,,,,,,,,,,,,,,,,,,17,N,N,8,N,N,N,N,
1.000,79.91,127.73721554,1,0,84D,84,D,3,1,83,20,13,5,1G1AB68C8D,1,U,0,C,40,1,89,1,1,1,24,0,1,0,0,0,0,192,287,1,14,-13,5,459,1,1,17,0,1,1,4,20,2,2,0
1.000,79.91,127.73721554,1,1,84D,84,D,3,2,90,49,38,2,JT2EL31F3L,1,U,0,C,40,1,88,1,1,1,20,0,0,0,0,0,0,287,192,1,16,-10,-12,367,1,1,17,0,0,2,0,24,5,0,0
2.095,167.43047619,222.93864747,1,0,85E,85,E,3,1,88,21,20,2,1G3WR14W6J,0,0,0,C,30,1,22,1,1,0,30,0,0,0,0,0,4,94,93,1,15,15,0,181,1,2,17,N,N,2,N,42,31,N,0
2.095,167.43047619,222.93864747,1,0,85E,85,E,3,2,88,20,473,31,2GCDC14H2J,1,U,1,7,30,1,20,1,3,3,42,0,0,0,0,1,0,93,94,1,10,-10,-1,290,3,1,17,0,3,8,4,30,2,1,1
2.095,167.43047619,222.93864747,1,0,86E,86,E,3,1,87,7,U,39,9999999999,0,0,0,C,35,1,21,1,1,0,U,0,0,0,0,0,U,284,284,6,U,U,U,U,0,0,U,N,N,8,N,N,N,N,U
2.095,167.43047619,222.93864747,1,0,86E,86,E,3,2,82,12,13,3,1FABP0521C,1,U,0,C,35,1,20,1,1,1,20,0,0,0,0,4,0,284,284,5,U,U,U,U,0,1,17,0,1,2,4,U,39,1,U
7.333,586.00666666,804.0177182,1,1,87G,87,G,3,1,90,55,32,3,KMHVD32J7L,1,U,0,C,40,7,51,1,1,1,20,0,1,0,0,4,0,240,51,5,U,U,U,U,0,1,17,0,1,2,6,22,4,1,0
7.333,586.00666666,804.0177182,1,1,87G,87,G,3,2,88,55,32,4,KMHLF22J3J,1,U,0,C,40,1,50,1,1,1,22,0,0,0,0,1,0,51,240,5,U,U,U,U,0,2,17,0,1,2,0,20,3,1,0
1.000,79.91,87.423074123,1,0,88B,88,B,3,1,82,9,11,4,1P3BP46B0C,1,U,0,C,30,1,15,1,1,1,23,0,0,0,0,0,0,292,115,1,25,-25,0,671,1,1,17,1,1,2,1,29,31,5,U
1.000,79.91,87.423074123,1,0,88B,88,B,3,2,86,2,411,31,1JTHW6613G,1,U,0,C,30,1,98,1,1,1,29,0,0,0,0,0,0,115,292,1,20,-20,4,385,1,1,17,0,1,8,6,23,4,1,0
1.714,136.98857143,182.40434793,1,0,89E,89,E,3,1,87,7,11,4,1B3BD36D0H,1,U,0,C,35,U,82,1,1,1,24,0,0,0,0,0,0,191,323,5,U,U,U,U,0,1,17,0,1,2,4,21,3,1,U
1.714,136.98857143,182.40434793,1,0,89E,89,E,3,2,84,14,13,3,1MEBP5441E,0,U,0,C,35,U,83,1,1,0,21,0,0,0,0,0,0,323,191,5,U,U,U,U,0,2,17,N,N,2,N,24,4,N,U
3.000,239.73,290.42063622,1,0,90F,90,F,3,1,85,7,11,2,1B3BD21C3F,1,U,0,C,35,1,87,1,1,1,24,0,1,0,2,0,0,329,231,5,U,U,U,U,0,1,17,0,1,2,4,37,2,1,U
3.000,239.73,290.42063622,1,0,90F,90,F,3,2,77,22,2,2,2N37Y7P300,0,U,0,C,35,1,86,1,3,0,37,0,0,0,0,0,0,231,329,5,U,U,U,U,0,2,13,N,N,1,N,24,2,N,0
6.000,479.46,657.83267853,1,1,91G,91,G,3,1,90,30,40,2,WVWMA21G2L,1,U,0,C,35,8,69,1,1,1,23,0,1,0,0,0,0,251,48,5,U,U,U,U,0,2,17,0,0,2,5,33,4,0,0
6.000,479.46,657.83267853,1,0,91G,91,G,3,2,87,21,1,4,2G3GM51Y8H,0,U,0,C,35,U,68,1,1,0,33,0,0,0,0,0,0,48,251,5,U,U,U,U,0,2,17,N,N,1,N,23,2,N,U
1.000,79.91,108.9694832,1,0,92C,92,C,3,1,71,20,2,4,166391T100,1,U,0,C,55,U,59,1,1,1,40,0,0,0,0,1,0,113,316,1,17,-16,-1,467,1,1,13,0,0,1,U,26,30,U,U
1.000,79.91,108.9694832,1,0,92C,92,C,3,2,87,49,477,30,JT4RN50R5H,1,U,0,C,55,4,58,1,1,1,26,0,0,0,0,4,0,316,113,1,25,-25,4,524,1,1,17,0,1,8,3,40,4,2,1
1.429,114.15714286,152.00362328,1,0,93E,93,E,3,1,86,7,472,20,2B4FK41G8G,1,U,0,C,55,3,7,1,1,1,28,0,1,2,0,0,0,998,998,5,U,U,U,U,0,1,17,0,1,8,4,998,98,2,0
5.000,399.55,548.19389877,1,0,94G,94,G,3,1,87,21,2,6,1G3BP81Y2H,0,0,0,C,45,U,21,1,1,0,41,0,0,0,0,0,0,139,139,1,12,12,0,359,1,2,17,N,N,1,N,22,4,N,1
5.000,399.55,548.19389877,1,0,94G,94,G,3,2,85,48,31,4,JF1AC43B2F,1,U,0,C,45,3,20,1,1,1,22,0,0,0,0,0,0,139,139,1,21,-21,0,215,1,2,17,0,0,U,0,41,6,0,0
10.000,799.1,1119.914705,1,0,95H,95,H,3,1,84,37,U,9,9999999999,1,U,0,C,55,U,12,1,1,1,U,0,1,0,0,0,0,998,998,5,U,U,U,U,0,0,U,0,0,U,0,N,N,0,U
1.000,79.91,87.423074123,1,0,96B,96,B,3,1,76,20,471,14,CKL186F100,1,U,0,C,45,8,7,1,1,1,43,0,1,0,4,0,0,997,997,5,U,U,U,U,0,1,13,1,1,8,1,998,98,4,1
2.476,197.87238095,263.47294701,1,0,97E,97,E,3,1,86,30,40,4,WVWGA0163G,1,U,0,C,35,6,83,1,4,4,23,0,1,0,0,0,0,129,12,1,16,-14,-8,265,1,1,17,0,2,2,4,43,6,1,0
2.476,197.87238095,263.47294701,1,0,97E,97,E,3,2,78,21,1,6,3Q35K8X100,0,U,0,C,35,U,82,1,1,0,43,0,0,0,0,0,0,12,129,1,9,-8,4,154,1,2,13,N,N,1,N,23,4,N,0
4.333,346.27666666,419.49647454,1,0,98F,98,F,3,1,85,20,471,14,1G8EK18H2F,1,0,8,E,55,97,52,0,0,0,48,0,0,0,0,0,0,106,287,5,U,U,U,U,0,2,17,N,N,8,N,26,3,N,U
4.333,346.27666666,419.49647454,1,0,98F,98,F,3,2,77,49,33,3,RA29091800,1,U,1,D,55,1,52,1,3,3,26,0,1,0,0,0,0,287,106,5,U,U,U,U,0,1,10,0,1,1,3,48,14,2,0
8.667,692.55333333,950.20275787,1,0,99G,99,G,3,1,88,37,398,4,1HGCA5621J,1,U,0,C,55,1,29,1,1,1,25,0,0,0,0,0,0,297,297,1,18,18,0,375,1,1,17,0,0,U,0,37,4,0,0
8.667,692.55333333,950.20275787,1,0,99G,99,G,3,2,79,20,2,4,1L69G91100,0,U,0,C,55,U,28,1,1,0,37,0,0,0,0,0,0,297,297,1,12,-12,0,98,1,2,13,N,N,1,N,25,4,N,0
1.000,79.91,108.9694832,1,0,100C,100,C,3,1,87,22,18,2,1G2NV11U7H,1,U,1,22,30,1,6,1,2,2,25,0,0,1,0,0,0,998,998,1,17,-17,0,372,1,1,17,0,2,2,4,998,98,2,0
2.952,235.9247619,314.14082144,1,0,101E,101,E,3,1,84,14,6,2,1MEBP93F2E,1,U,0,C,30,9,51,1,2,2,31,0,1,0,0,0,0,229,40,1,14,-13,2,262,1,1,17,0,2,1,4,38,4,2,0
2.952,235.9247619,314.14082144,1,1,101E,101,E,3,2,90,6,10,4,1C3XY66R2L,1,U,0,C,30,3,50,1,1,1,38,0,0,0,0,0,0,40,229,1,13,-13,2,244,1,1,17,0,1,1,4,31,2,1,0
10.333,825.73666666,1132.9340575,1,0,103G,103,G,3,1,89,20,16,4,1G1JC5113K,1,U,0,C,30,1,68,1,1,1,24,0,0,0,0,U,0,110,320,1,17,-15,-9,401,1,1,17,0,1,2,6,31,30,1,0
10.333,825.73666666,1132.9340575,1,0,103G,103,G,3,2,85,21,U,9,9999999999,0,U,0,C,30,U,98,1,1,0,U,0,0,0,0,U,0,204,320,6,U,U,U,U,0,0,U,N,N,U,N,N,N,N,U
10.333,825.73666666,1132.9340575,1,0,103G,103,G,3,3,91,20,477,30,1GCCS14AXM,1,U,0,C,30,3,69,1,2,2,31,0,1,0,0,U,0,320,110,1,13,-13,1,222,1,1,17,0,1,8,6,24,4,1,0
1.000,79.91,134.40310906,1,0,104A,104,A,3,1,87,21,2,6,1G3BP81Y9H,1,U,0,C,40,U,64,1,1,1,41,0,1,0,0,0,0,281,5,5,U,U,U,U,0,1,17,1,1,1,1,25,2,5,U
1.000,79.91,134.40310906,1,0,104A,104,A,3,2,88,12,16,4,2FABP73F9J,1,U,0,C,40,9,65,1,1,1,38,0,0,0,0,0,0,10,188,6,U,U,U,U,0,2,17,0,0,1,0,41,6,0,0
1.000,79.91,134.40310906,1,1,104A,104,A,3,3,90,22,16,2,1G2JB14K5L,1,U,0,C,40,1,98,1,1,1,25,0,0,0,0,0,0,5,281,5,U,U,U,U,0,1,17,1,1,2,3,41,6,4,U
2.381,190.26190476,253.33937213,1,0,105E,105,E,3,1,86,12,13,3,1FABP33JXG,1,U,0,C,30,1,2,1,3,3,22,0,1,0,4,0,0,997,997,5,U,U,U,U,0,1,17,0,2,2,3,998,98,2,0
2.381,190.26190476,253.33937213,1,0,106E,106,E,3,1,85,7,14,4,1B3BE46DXF,1,U,0,C,30,1,87,1,1,1,24,0,1,0,0,0,0,41,310,6,U,U,U,U,0,1,17,0,1,2,4,23,4,1,0
2.381,190.26190476,253.33937213,1,0,106E,106,E,3,2,86,22,16,4,1G2JB6900G,1,U,0,C,30,1,86,1,2,2,23,0,0,0,0,0,0,310,41,6,U,U,U,U,0,2,17,0,0,2,U,24,4,U,U
8.333,665.91666666,913.65649796,1,0,107G,107,G,3,1,89,35,44,3,JN1GN34S3K,1,U,0,C,40,1,1,1,1,1,24,0,1,0,0,0,0,998,998,5,U,U,U,U,0,1,17,0,0,2,0,998,98,0,U
1.179,94.179642857,125.4029892,1,0,108E,108,E,3,1,89,12,477,30,1FTCR10A2K,1,U,0,C,35,1,82,1,1,1,29,0,0,0,0,0,0,145,240,1,12,-2,12,182,1,1,17,0,1,8,4,28,2,2,0
1.179,94.179642857,125.4029892,1,0,108E,108,E,3,2,82,21,17,2,1G3AM27E7C,1,U,0,C,35,1,83,1,1,1,28,0,0,0,0,4,0,240,145,1,12,-12,-1,293,1,1,17,0,1,2,4,29,30,1,0
1.179,94.179642857,125.4029892,1,0,109E,109,E,3,1,88,18,3,4,1G4CW51C2J,1,U,0,C,30,3,86,1,1,1,33,0,0,0,0,0,0,335,63,1,13,-10,8,435,1,1,17,0,0,1,0,23,4,0,0
1.179,94.179642857,125.4029892,1,0,109E,109,E,3,2,87,20,16,4,1G1JD5116H,1,U,0,C,30,1,87,1,1,1,23,0,1,0,0,0,0,63,335,1,18,-12,-14,137,1,1,17,0,1,2,4,33,4,1,U
1.179,94.179642857,125.4029892,1,0,110E,110,E,3,1,85,49,U,9,9999999999,0,U,0,C,35,1,68,1,1,0,U,0,0,0,0,U,0,154,348,6,U,U,U,U,0,0,U,N,N,U,N,N,N,N,U
1.179,94.179642857,125.4029892,1,0,110E,110,E,3,2,86,12,17,4,1FABP29U2G,1,U,0,C,35,1,69,1,2,2,28,0,0,0,0,4,0,348,154,6,U,U,U,U,0,1,17,0,2,2,3,U,9,2,0
4.125,329.62875,452.25996649,1,0,111G,111,G,3,1,88,35,43,2,1N4PB22S2J,1,U,0,C,35,1,69,1,1,1,22,0,0,0,0,U,0,147,279,6,U,U,U,U,0,2,17,0,0,2,0,U,4,0,0
4.125,329.62875,452.25996649,1,0,111G,111,G,3,2,84,13,U,4,9999999999,0,U,0,C,35,U,68,1,1,0,U,0,0,0,0,U,0,279,147,6,U,U,U,U,0,0,U,N,N,U,N,N,N,N,U
2.750,219.7525,292.60697481,1,1,112E,112,E,3,1,81,30,36,5,1VWGG9179B,1,U,0,C,40,3,20,1,1,1,22,0,0,0,0,4,0,102,102,6,U,U,U,U,0,1,17,0,1,2,0,U,4,1,0
2.750,219.7525,292.60697481,1,0,112E,112,E,3,2,89,7,U,4,9999999999,1,0,0,C,40,1,21,1,1,1,U,0,0,0,0,0,U,102,102,6,U,U,U,U,0,0,U,0,1,U,4,N,N,1,U
2.750,219.7525,292.60697481,1,1,113E,113,E,3,1,90,22,2,4,1G2HX54CXL,1,U,0,C,35,1,69,1,1,1,33,0,0,0,0,0,0,170,326,6,U,U,U,U,0,2,17,0,1,1,4,28,4,1,0
2.750,219.7525,292.60697481,1,0,113E,113,E,3,2,89,20,17,4,1G1AW51WXK,1,U,0,C,35,1,68,1,1,1,28,0,0,0,0,0,0,236,170,6,U,U,U,U,0,1,17,0,1,2,0,33,4,1,0
2.750,219.7525,292.60697481,1,0,114E,114,E,3,1,75,2,U,13,9999999999,0,U,0,C,40,U,28,1,1,0,U,0,0,0,0,U,0,11,11,6,U,U,U,U,0,0,U,N,N,U,N,N,N,N,U
2.750,219.7525,292.60697481,1,0,114E,114,E,3,2,86,12,13,5,1FABP3691G,1,U,0,C,40,1,29,1,2,2,22,0,0,0,0,0,4,11,11,6,U,U,U,U,0,1,17,0,1,2,4,U,13,1,0
9.625,769.13375,1055.2732551,1,0,115G,115,G,3,1,89,20,U,9,9999999999,0,U,0,C,35,U,20,1,1,0,U,0,0,0,0,U,0,346,346,6,U,U,U,U,0,0,U,N,N,U,N,N,N,N,U
9.625,769.13375,1055.2732551,1,1,115G,115,G,3,2,90,20,34,3,2C1MR2462L,1,0,0,C,35,1,21,1,1,1,16,0,0,0,0,0,U,346,346,6,U,U,U,U,0,1,17,0,1,2,0,U,9,2,0
9.625,769.13375,1055.2732551,1,0,115G,115,G,3,3,90,7,473,21,2B6HB21Y0L,0,0,0,C,35,1,98,1,2,0,39,0,0,0,0,0,0,346,346,1,7,8,0,177,1,2,17,N,N,8,N,16,3,N,0
1.000,79.91,127.73721554,1,0,116D,116,D,3,1,90,84,883,65,2HSFEG2RXL,0,0,0,C,55,1,68,,,,,,,,,,,,,,,,,,,,17,N,N,8,N,N,N,N,
1.000,79.91,127.73721554,1,0,116D,116,D,3,2,84,20,16,4,1G1AC69P8E,1,U,0,C,55,8,69,1,1,1,24,0,1,0,0,0,0,167,257,4,U,U,U,U,0,2,17,1,1,2,3,N,65,3,0
3.667,293.00333333,402.0088591,1,0,117G,117,G,3,1,87,35,43,4,JN1PB21S0H,1,U,0,C,30,1,1,1,1,1,22,0,0,1,0,0,0,998,998,5,U,U,U,U,0,2,17,0,0,2,0,998,98,0,U
3.667,293.00333333,402.0088591,1,0,118G,118,G,3,1,84,9,11,6,1P3BP49C6E,1,U,0,C,45,1,13,1,2,2,25,0,0,0,0,0,0,998,998,5,U,U,U,U,0,2,17,0,0,2,0,998,98,0,0
7.333,586.00666666,821.27078363,1,0,119H,119,H,3,1,85,7,11,6,1B3BD49D6F,1,U,0,C,45,U,13,1,1,1,25,0,0,0,0,0,0,998,998,5,U,U,U,U,0,1,17,0,0,2,0,998,98,0,U
1.000,79.91,134.40310906,1,0,120A,120,A,3,1,88,20,31,4,9999999999,1,U,0,C,55,1,52,1,6,6,20,0,1,0,0,0,0,249,72,1,54,-54,-5,2892,2,1,U,6,6,2,1,25,2,6,U
1.000,79.91,134.40310906,1,1,120A,120,A,3,2,90,21,1,2,1G3NF14A7L,1,U,1,11,55,1,52,1,1,1,25,0,1,0,2,0,0,72,249,1,47,-47,0,1371,2,1,17,1,1,1,1,20,4,4,U
1.000,79.91,134.40310906,1,0,120A,120,A,3,3,88,20,U,14,9999999999,0,U,0,C,55,U,98,1,1,0,U,0,0,0,0,0,0,259,232,6,U,U,U,U,0,0,U,N,N,8,N,N,N,N,U
1.000,79.91,108.9694832,1,0,121C,121,C,3,1,87,9,8,3,1P3BM44C7H,1,U,1,24,30,1,7,1,1,1,23,0,1,1,0,0,0,998,998,1,25,-25,5,603,1,1,17,0,1,2,4,998,98,2,0
7.875,629.29125,762.35417008,1,0,122F,122,F,3,1,72,18,1,2,9999999999,1,U,1,5,40,U,2,1,6,6,36,0,1,0,U,0,0,997,997,5,U,U,U,U,0,1,U,0,6,1,4,998,98,1,U
31.500,2517.165,3527.7313206,1,0,123H,123,H,3,1,85,22,16,2,1G2JB2707F,1,0,1,6,30,1,1,1,1,1,23,0,0,0,2,0,0,997,997,5,U,U,U,U,0,2,17,0,1,2,0,998,98,1,0
1.000,79.91,108.9694832,1,0,124C,124,C,3,1,86,51,34,4,YV1AX8846G,1,U,0,C,40,1,89,1,3,3,29,0,0,0,0,0,0,80,8,1,15,-11,9,702,1,2,17,1,2,1,3,26,4,3,1
1.000,79.91,108.9694832,1,1,124C,124,C,3,2,91,14,15,4,2MEPM36X0M,1,U,0,C,40,1,88,1,1,1,26,0,0,0,0,0,0,8,80,1,18,-10,-15,296,1,1,17,0,1,U,3,29,4,2,0
3.381,270.17190476,359.74190842,1,0,125E,125,E,3,1,88,6,U,2,9999999999,1,0,0,C,35,1,21,1,2,2,U,0,0,0,0,0,U,338,333,6,U,U,U,U,0,0,U,0,2,U,4,N,N,1,U
3.381,270.17190476,359.74190842,1,0,125E,125,E,3,2,90,12,477,30,1FTCR14T7L,1,U,0,C,35,8,20,1,1,1,35,0,0,0,0,U,0,333,338,6,U,U,U,U,0,2,17,0,0,8,0,U,2,0,0
3.381,270.17190476,359.74190842,1,0,126E,126,E,3,1,86,20,17,4,1G1AW19X7G,1,0,0,C,45,1,21,1,1,1,27,0,0,0,0,0,0,303,308,6,U,U,U,U,0,2,17,0,0,2,4,25,2,0,0
3.381,270.17190476,359.74190842,1,0,126E,126,E,3,2,88,12,15,2,1FAPP31X9J,0,U,0,C,45,U,20,1,1,0,25,0,0,0,0,0,0,308,303,6,U,U,U,U,0,2,17,N,N,U,N,27,4,N,U
11.833,945.60166667,1297.3922271,1,0,127G,127,G,3,1,85,18,12,2,1G4JS2703F,1,U,0,C,40,U,52,1,1,1,24,0,0,0,0,0,0,346,168,5,U,U,U,U,0,1,17,0,0,2,0,U,4,0,U
11.833,945.60166667,1297.3922271,1,0,127G,127,G,3,2,90,49,U,4,9999999999,1,0,8,E,40,97,52,0,0,0,U,0,0,0,0,U,0,168,346,5,U,U,U,U,0,0,U,N,N,U,N,N,N,N,U
1.643,131.28071429,174.80416677,1,0,128E,128,E,3,1,89,18,12,2,1G4JS111XK,1,U,0,C,30,U,2,1,2,2,25,0,0,1,0,0,0,998,998,1,13,0,13,148,1,1,17,0,2,2,4,998,98,1,U
2.875,229.74125,278.31977637,1,0,129F,129,F,3,1,88,53,470,13,JS4JC51C5J,0,U,0,C,40,9,88,1,1,0,20,0,0,0,0,0,0,43,177,1,14,-14,-2,157,1,2,17,N,N,U,N,35,31,N,0
2.875,229.74125,278.31977637,1,0,129F,129,F,3,2,81,12,473,31,1FTDF14E3B,1,U,0,C,40,7,89,1,1,1,35,0,0,0,0,0,0,177,43,1,8,-7,4,76,1,1,17,0,1,8,0,20,13,1,1
5.750,459.4825,630.42298359,1,0,130G,130,G,3,1,85,20,U,39,9999999999,1,U,0,C,45,7,3,1,1,1,U,0,1,0,U,0,0,997,997,5,U,U,U,U,0,0,U,0,0,8,0,N,N,0,U
11.500,918.965,1287.9019107,1,0,131H,131,H,3,1,84,20,13,5,1G1AJ68D6E,1,U,0,C,55,1,2,1,2,2,23,0,0,0,0,0,0,998,998,5,U,U,U,U,0,2,17,0,0,1,0,998,98,0,0
1.000,79.91,127.73721554,1,0,132D,132,D,3,1,88,23,U,39,9999999999,0,U,0,C,45,U,88,1,1,0,U,0,0,0,0,0,0,116,22,6,U,U,U,U,0,0,U,N,N,8,N,N,N,N,U
