CASEID,CASENO,FAILLF,FAILLR,FAILRF,FAILRR,FAILTG,GLIMPBL,GLIMPLF,GLIMPLR,GLIMPOTH,GLIMPRF,GLIMPRR,GLIMPRUF,GLIMPWS,GLOCCBL,GLOCCLF,GLOCCLR,GLOCCOTH,GLOCCRF,GLOCCRR,GLOCCRUF,GLOCCWS,GLPREBL,GLPRELF,GLPRELR,GLPREOTH,GLPRERF,GLPRERR,GLPRERUF,GLPREWS,GLTYPBL,GLTYPLF,GLTYPLR,GLTYPOTH,GLTYPRF,GLTYPRR,GLTYPRUF,GLTYPWS,OPENLF,OPENLR,OPENRF,OPENRR,OPENTG,PASINTEG,PSU,STRATIF,VEHNO,VERSION,ADAPTEQ,BOLSTDEF,COLUMTYP,GLOVOPEN,CDRIR1,INLOC1,INCOMP1,INMAG1,CDRIR2,INLOC2,INCOMP2,INMAG2,CDRIR3,INLOC3,INCOMP3,INMAG3,CDRIR4,INLOC4,INCOMP4,INMAG4,CDRIR5,INLOC5,INCOMP5,INMAG5,CDRIR6,INLOC6,INCOMP6,INMAG6,CDRIR7,INLOC7,INCOMP7,INMAG7,CDRIR8,INLOC8,INCOMP8,INMAG8,CDRIR9,INLOC9,INCOMP9,INMAG9,CDRIR10,INLOC10,INCOMP10,INMAG10,ODOMETER,PANELDAM,RATWGT,RDEFLOC,RIMDEF,COLMTELE,COLMTILT,BOLSTYPE
"  1B",1,0,0,0,0,0,1,1,1,1,6,1,0,2,1,1,1,1,1,1,0,1,1,2,2,2,2,2,0,1,2,2,2,2,2,2,0,1,3,1,3,1,0,6,5,B,1,8,0,0,1,1,2,13,4,1,3,13,10,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160,1,18.223300761,0,0,0,0,0
"  1B",1,0,0,0,0,0,1,1,0,1,1,0,0,1,1,1,0,1,1,0,0,1,1,2,0,1,2,0,0,1,3,2,0,2,2,0,0,1,1,0,1,0,0,0,5,B,2,8,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U,0,18.223300761,0,0,0,0,0
"  2E",2,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,2,2,2,2,2,0,1,2,2,2,2,2,2,0,1,1,1,1,1,0,0,5,E,2,8,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,0,1069.5807949,0,0,0,0,2
"  3E",3,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,2,2,1,2,2,0,1,2,2,2,2,2,2,0,1,1,1,1,1,1,0,5,E,1,8,0,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,0,366.10186622,0,0,0,1,2
"  4G",4,0,0,0,0,0,1,1,1,0,1,1,0,1,1,1,1,0,1,1,0,1,1,2,1,0,2,1,0,1,2,2,2,0,2,2,0,1,1,0,1,0,1,0,5,G,1,8,0,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,0,1025.5871083,7,5,0,2,2
"  5H",5,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,2,2,1,2,2,0,1,2,2,2,2,2,2,0,1,1,1,1,1,0,0,5,H,1,8,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154,0,1367.9070033,0,0,0,0,0
"  6C",6,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,2,2,1,2,2,0,1,2,2,2,2,2,2,0,1,1,1,1,1,0,0,5,C,1,8,0,0,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165,0,78.627064701,0,0,0,3,0
"  6C",6,0,0,0,0,0,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,2,1,2,2,1,1,2,2,2,2,2,2,3,1,1,1,1,1,0,0,5,C,2,8,0,0,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73,1,78.627064701,5,2,0,5,0
"  7F",7,0,0,0,0,0,1,1,1,0,1,1,1,2,1,1,1,0,1,1,1,1,1,2,1,0,2,1,1,1,2,2,2,0,2,2,3,1,1,0,1,0,0,0,5,F,1,8,0,0,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,0,696.02887671,0,0,0,2,0
"  7F",7,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,3,2,1,2,2,0,1,2,2,2,2,2,2,0,1,1,1,1,1,0,0,5,F,2,8,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,177,1,696.02887671,0,0,0,0,0
"  8F",8,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,2,2,1,2,2,0,1,2,2,2,2,2,2,0,1,1,1,1,1,0,0,5,F,1,8,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U,0,696.02887671,0,0,0,0,0
"  8F",8,0,0,0,0,0,6,1,1,6,1,6,0,1,1,1,1,1,1,1,0,1,1,2,2,1,2,2,0,1,2,2,2,2,2,2,0,1,1,1,3,3,3,11,5,F,2,8,0,0,1,U,2,23,25,3,2,98,26,3,2,22,25,3,2,21,25,3,,,,,,,,,,,,,,,,,,,,,,,,,126,1,696.02887671,7,2,0,0,0
"  9H",9,0,0,0,0,0,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,2,2,2,0,2,2,2,1,2,2,2,0,2,2,2,1,1,0,1,0,0,0,5,H,1,8,0,0,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,194,0,2296.0422755,0,0,0,1,0
" 11K",11,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,2,2,2,2,2,0,1,2,2,2,2,2,2,0,1,1,0,1,1,1,0,5,K,1,8,0,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U,0,20.124445611,0,0,0,1,0
" 11K",11,0,0,0,0,0,6,1,1,1,6,6,0,2,1,1,1,1,1,1,0,1,1,2,2,1,2,2,0,1,2,2,2,2,2,2,0,1,1,3,3,3,0,11,5,K,2,8,0,0,2,2,3,23,11,4,3,11,7,4,3,23,8,3,3,11,11,3,3,11,14,3,3,11,6,2,3,23,14,2,,,,,,,,,,,,,29,1,20.124445611,0,0,0,2,0
" 12E",12,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,3,1,2,1,1,2,1,0,1,1,2,2,2,2,2,0,1,1,0,1,0,0,0,5,E,2,8,0,0,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,1,261.17755132,7,4,0,5,0
" 13F",13,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,2,2,1,2,2,0,1,2,2,4,4,2,4,0,1,1,0,1,1,1,0,5,F,1,8,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,210,0,295.82703032,0,0,0,0,0
" 13F",13,0,0,0,0,0,1,1,0,1,1,0,0,1,1,1,0,1,1,0,0,3,1,2,0,2,2,0,0,1,8,2,0,2,2,0,0,1,1,0,1,0,0,0,5,F,2,8,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151,0,295.82703032,0,0,0,0,0
" 14G",14,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,2,2,1,2,2,0,1,2,2,2,2,2,2,0,1,1,1,1,1,1,0,5,G,1,8,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104,0,731.65518761,0,0,0,0,0
" 14G",14,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,2,2,1,2,2,0,1,2,2,2,2,2,2,0,1,1,1,1,1,0,0,5,G,2,8,0,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,0,731.65518761,0,0,0,3,2
" 15H",15,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,3,1,1,1,1,1,0,0,5,H,1,8,0,0,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160,0,975.86664947,0,0,0,3,0
" 16F",16,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,3,1,2,1,1,2,1,0,1,2,2,2,2,2,2,0,1,3,0,1,0,1,0,5,F,2,8,0,0,1,1,3,21,11,2,3,11,6,1,3,11,11,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,196,0,286.61203686,0,0,0,0,0
" 17G",17,0,0,0,0,0,1,1,1,0,1,1,0,1,1,1,1,0,1,1,0,1,1,2,2,0,2,2,0,1,2,2,2,0,2,2,0,1,1,1,1,1,0,0,5,G,2,8,0,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,0,708.86417435,0,0,0,1,2
" 18G",18,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,2,2,2,2,2,0,1,2,2,2,2,2,2,0,1,1,0,1,1,1,0,5,G,2,8,0,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,0,708.86417435,0,0,0,1,2
" 20J",20,0,0,0,0,0,1,U,0,0,U,0,0,1,1,U,0,0,U,0,0,1,1,2,0,0,2,0,0,1,2,2,0,0,2,0,0,1,U,0,U,0,0,0,5,J,1,8,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U,0,103.21490968,0,0,0,0,1
" 23G",23,0,0,0,0,0,1,1,1,0,1,1,0,2,1,1,1,0,1,1,0,1,1,4,1,0,4,1,0,1,2,2,2,0,2,2,0,1,1,0,1,0,0,0,5,G,2,8,0,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1693.0369982,0,0,0,1,2
" 24E",24,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,2,2,1,2,2,0,1,2,2,2,2,2,2,0,1,1,1,1,1,0,0,5,E,2,8,0,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,0,293.52022595,0,0,0,4,1
" 26G",26,0,0,0,0,0,1,1,1,1,1,1,0,2,1,1,1,1,1,1,0,1,1,2,2,1,2,2,0,1,2,2,2,2,2,2,0,1,1,1,1,1,0,0,5,G,2,8,0,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U,0,822.25901461,0,0,0,1,2
" 27H",27,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,2,2,1,2,2,0,1,2,2,2,2,2,2,0,1,1,1,1,1,0,0,5,H,1,8,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151,0,1096.7121715,0,0,0,0,0
" 28E",28,0,0,0,0,0,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,2,1,0,2,1,1,1,2,2,2,0,2,2,3,1,1,0,1,0,0,0,5,E,1,8,0,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142,0,1071.7139449,0,0,0,3,0
" 28E",28,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,3,1,2,2,1,2,2,0,1,2,2,2,2,2,2,0,1,1,1,1,1,0,0,5,E,2,8,0,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69,0,1071.7139449,4,5,0,2,0
" 29E",29,0,0,0,0,0,1,1,1,0,1,1,0,1,1,1,1,0,1,1,0,3,1,2,1,0,2,1,0,1,2,2,2,0,2,2,0,1,1,0,1,0,0,0,5,E,1,8,0,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,0,1071.7139449,4,2,0,3,0
" 29E",29,0,0,0,0,0,1,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,2,1,3,2,3,3,2,3,3,1,1,0,3,3,1,6,5,E,2,8,0,1,2,U,3,23,11,3,3,13,11,3,3,13,14,3,3,13,7,3,3,13,10,2,3,11,25,1,3,23,14,1,3,13,6,1,,,,,,,,,14,0,1071.7139449,0,0,0,3,1
" 31B",31,0,0,0,0,0,1,6,1,1,6,1,0,2,1,1,1,1,1,1,0,3,1,2,1,1,2,1,0,1,U,U,3,3,U,3,0,1,1,0,3,3,1,6,5,B,1,8,0,0,2,0,2,13,5,4,2,13,4,4,2,12,5,4,1,13,18,4,2,12,3,3,1,12,18,3,1,11,18,3,2,11,5,2,2,11,2,2,,,,,22,1,18.223300761,6,2,0,3,0
" 34J",34,0,0,0,0,0,1,1,1,6,U,U,0,2,1,1,1,1,U,U,0,1,1,2,2,1,2,2,0,1,2,2,2,2,2,2,0,1,1,U,3,3,U,U,5,J,1,8,0,0,1,0,3,23,11,6,3,13,11,5,3,13,7,5,3,13,14,3,3,23,14,3,3,23,8,3,3,13,6,3,3,21,8,1,,,,,,,,,68,1,78.627064701,0,0,0,0,0
" 34J",34,0,0,0,0,0,1,1,1,1,1,1,0,2,1,1,1,1,1,1,0,1,1,2,2,1,2,2,0,1,2,2,2,2,2,2,0,1,1,1,1,1,0,0,5,J,2,8,0,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103,1,78.627064701,5,4,0,2,2
" 35E",35,0,0,0,0,0,1,1,0,0,1,0,0,1,1,1,0,0,1,0,0,1,1,2,0,0,2,0,0,1,2,2,0,0,2,0,0,1,1,0,3,0,0,0,5,E,1,8,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,161,0,765.58874172,7,3,0,0,0
" 35E",35,0,0,0,0,0,1,1,1,0,1,1,0,1,1,1,1,0,1,1,0,3,1,2,1,0,2,1,0,1,2,2,2,0,2,2,0,1,1,0,1,0,0,0,5,E,2,8,0,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71,0,765.58874172,7,6,0,3,0
" 36F",36,0,0,0,0,0,1,1,1,0,1,1,0,1,1,1,1,0,1,1,0,1,1,2,2,0,2,2,0,1,2,2,2,0,2,2,0,1,1,0,1,0,1,0,5,F,2,8,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128,0,867.15662494,0,0,0,0,0
" 37E",37,0,0,0,0,0,1,6,1,1,6,1,0,1,1,1,1,1,1,1,0,3,1,2,2,1,2,2,0,1,2,2,2,2,2,2,0,1,1,1,1,1,0,6,5,E,1,8,0,1,2,1,1,13,15,2,1,11,13,2,1,11,15,2,1,12,15,2,1,12,13,1,,,,,,,,,,,,,,,,,,,,,14,0,315.14866998,7,2,0,U,2
" 40C",40,0,0,0,0,0,1,1,1,1,1,1,U,2,1,1,1,1,1,1,U,1,1,2,2,1,2,2,U,1,2,2,2,2,2,2,U,1,1,1,1,1,0,0,5,C,1,8,0,1,1,1,3,11,11,2,3,11,10,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,0,87.723666688,0,0,0,0,1
" 40C",40,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,2,2,1,2,2,0,1,2,2,2,2,2,2,0,1,1,1,1,1,0,0,5,C,2,8,0,U,2,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,U,87.723666688,U,U,0,U,U
" 41F",41,0,0,0,0,0,1,1,1,0,1,1,0,1,1,1,1,0,1,1,0,3,1,2,2,0,2,2,0,1,2,2,2,0,2,2,0,1,1,1,1,1,0,0,5,F,1,8,0,0,1,0,2,13,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201,1,1002.8383946,0,0,0,0,0
" 41F",41,0,0,0,0,0,1,1,1,0,1,1,0,1,1,1,1,0,1,1,0,1,1,2,1,0,2,1,0,1,2,2,2,0,2,2,0,1,1,0,1,0,0,0,5,F,2,8,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98,0,1002.8383946,0,0,0,0,0
" 42G",42,0,0,0,0,0,1,1,1,0,1,1,0,1,1,1,1,0,1,1,0,1,1,2,2,0,2,2,0,1,2,2,2,0,2,2,0,1,1,0,1,0,0,0,5,G,1,8,0,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,0,948.87009608,5,3,0,1,2
" 44F",44,0,0,0,0,0,1,1,1,1,1,1,0,2,1,1,1,1,1,1,0,1,2,2,2,2,2,2,0,1,2,2,2,2,2,2,0,1,1,1,1,1,1,0,5,F,1,8,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134,1,588.93589497,0,0,0,0,0
" 45G",45,0,0,0,0,0,1,1,1,0,1,1,0,1,1,1,1,0,1,1,0,1,1,2,2,0,2,2,0,1,2,2,2,0,2,2,0,1,1,1,1,1,0,0,5,G,1,8,0,1,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,0,1456.5876629,0,0,0,2,2
" 46E",46,0,0,0,0,0,1,1,1,0,1,1,0,1,1,1,1,0,1,1,0,1,1,2,1,0,2,1,0,1,2,2,2,0,2,2,0,1,1,0,1,0,1,0,5,E,1,8,0,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119,1,926.32038109,0,0,0,2,0
" 47F",47,0,0,0,0,0,1,1,0,1,1,0,0,2,1,1,0,1,1,0,0,1,1,2,0,2,2,0,0,1,2,2,0,2,2,0,0,1,1,0,1,0,0,0,5,F,2,8,0,0,1,0,2,11,5,1,1,11,18,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,1,1049.2119483,0,0,0,0,0
" 48J",48,0,0,0,0,0,1,1,0,0,6,0,0,2,1,1,0,0,1,0,0,1,1,2,0,0,2,0,0,1,2,2,0,0,2,0,0,1,1,0,3,0,1,98,5,J,1,8,0,1,1,2,2,13,6,4,2,13,4,4,2,12,3,3,1,11,15,3,,,,,,,,,,,,,,,,,,,,,,,,,6,0,109.69961604,0,0,0,0,2
" 50B",50,0,0,0,0,0,1,1,1,0,1,1,0,1,1,1,1,0,1,1,0,1,1,2,1,0,2,1,0,1,1,2,2,0,2,2,0,1,3,0,1,0,0,0,5,B,1,8,0,0,1,0,3,11,18,3,2,11,5,2,3,11,10,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96,0,96.417115299,0,0,0,0,0
" 50B",50,0,0,0,0,0,6,1,1,6,6,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,1,1,1,1,1,98,5,B,2,8,0,1,2,1,3,98,9,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,0,96.417115299,0,0,0,2,1
" 50B",50,0,0,0,0,0,6,6,6,0,1,1,6,2,1,1,1,0,1,1,1,1,1,2,1,0,2,1,1,1,2,2,2,0,2,2,2,1,3,0,1,0,1,98,5,B,3,8,0,0,2,0,3,21,11,4,1,11,15,4,3,21,7,3,3,11,11,3,2,11,6,3,1,12,15,3,1,11,13,2,1,11,14,2,3,21,8,2,3,21,14,1,60,1,96.417115299,0,0,0,3,0
" 51K",51,0,0,0,0,0,1,U,U,0,U,U,0,U,1,U,U,0,U,U,0,U,1,2,1,0,2,1,0,1,2,2,2,0,2,2,0,1,3,0,1,0,0,6,5,K,1,8,0,0,2,0,1,11,18,2,2,11,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105,1,129.7014673,U,U,0,3,0
" 52F",52,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,2,2,1,2,2,0,1,2,2,2,2,2,2,0,1,1,1,1,1,0,0,5,F,1,8,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103,0,1169.9438068,0,0,0,0,0
" 53H",53,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,2,2,1,2,2,0,1,2,2,2,2,2,2,0,1,1,1,1,1,0,0,5,H,1,8,0,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,181,0,3859.3807385,0,0,0,5,0
" 54B",54,0,0,0,0,0,1,1,0,0,1,0,0,1,1,1,0,0,1,0,0,1,2,4,0,0,2,0,0,1,2,2,0,0,2,0,0,1,1,0,1,0,0,0,5,B,1,8,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,0,69.613008908,0,0,0,0,0
" 54B",54,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,3,1,4,2,1,2,2,0,1,1,2,2,2,2,2,0,1,1,1,1,1,0,0,5,B,2,8,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119,0,69.613008908,7,3,0,0,0
" 55K",55,0,0,0,0,0,1,6,1,0,1,1,0,1,1,1,1,0,1,1,0,3,1,2,1,0,2,1,0,1,2,2,2,0,2,2,0,1,1,0,1,0,1,6,5,K,1,8,0,1,2,1,2,11,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,1,45.851857723,0,0,0,3,2
" 55K",55,0,0,0,0,0,1,1,1,0,1,1,0,2,1,1,1,0,1,1,0,3,1,2,1,0,2,1,0,1,2,2,2,0,2,2,0,1,3,0,3,0,0,0,5,K,2,8,0,0,1,0,2,12,5,2,2,11,2,2,2,11,5,2,2,13,5,1,,,,,,,,,,,,,,,,,,,,,,,,,144,1,45.851857723,8,12,0,0,0
" 56K",56,0,0,0,0,0,1,1,1,1,1,1,0,2,1,1,1,1,1,1,0,1,1,2,2,1,2,2,0,1,2,2,2,2,2,2,0,1,1,1,1,1,0,0,5,K,1,8,0,0,1,1,2,13,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169,1,79.622135073,5,5,0,0,0
" 56K",56,0,0,0,0,0,1,1,0,0,1,0,0,1,1,1,0,0,1,0,0,1,1,2,0,0,2,0,0,1,1,2,0,0,2,0,0,1,1,0,1,0,1,0,5,K,2,8,0,0,2,0,1,13,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133,0,79.622135073,0,0,0,3,0
" 57J",57,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,2,2,1,2,2,0,1,3,3,3,3,3,3,0,1,3,1,3,1,1,0,5,J,1,8,0,2,2,1,2,11,18,3,2,11,2,3,3,11,10,3,1,11,5,3,2,12,3,2,3,11,6,2,,,,,,,,,,,,,,,,,1,1,55.631350237,1,3,0,3,2
" 58J",58,0,0,0,0,0,1,1,1,0,1,1,0,2,1,1,1,0,1,1,0,1,1,2,1,0,2,1,0,1,2,2,2,0,2,2,0,1,1,0,1,0,0,0,5,J,1,8,0,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,1,261.05367589,5,4,0,0,2
" 58J",58,0,0,0,0,0,1,1,1,0,1,1,0,2,1,1,1,0,1,1,0,3,1,4,1,0,2,1,0,1,2,2,2,0,2,2,0,1,1,0,1,0,0,0,5,J,2,8,0,0,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66,1,261.05367589,5,6,0,1,0
" 59K",59,0,0,0,0,0,6,U,U,0,U,U,0,2,1,U,U,0,U,U,0,3,1,2,2,0,2,2,0,1,2,2,2,0,2,2,0,1,3,0,1,0,3,7,5,K,1,8,0,0,1,0,3,11,11,2,3,11,10,2,3,21,11,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,1,189.47788326,U,U,0,0,0
" 59K",59,0,0,0,0,0,1,1,1,0,1,1,0,1,1,1,1,0,1,1,0,1,1,2,1,0,2,1,0,1,2,2,2,0,2,2,0,1,1,0,1,0,0,0,5,K,2,8,0,0,2,0,3,21,11,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128,0,189.47788326,0,0,0,3,0
" 60K",60,0,0,0,0,0,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,2,1,0,2,1,2,1,2,2,2,0,2,2,3,1,1,0,1,0,0,0,5,K,1,8,0,1,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U,0,109.03918005,0,0,3,3,1
" 60K",60,0,0,0,0,0,1,1,1,0,1,1,0,2,1,1,1,0,1,1,0,3,1,4,2,0,2,2,0,1,2,2,2,0,2,2,0,1,1,0,1,0,1,0,5,K,2,8,0,0,1,0,2,13,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166,1,109.03918005,5,4,0,0,0
" 62K",62,0,0,0,0,0,1,1,1,0,1,1,0,1,1,1,1,0,1,1,0,3,1,2,1,0,2,1,0,1,2,2,2,0,2,2,0,1,1,0,3,0,0,0,5,K,1,8,0,0,1,0,2,12,5,3,2,11,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,1,74.915407876,0,0,0,0,0
" 63K",63,0,0,0,0,0,1,1,1,1,6,1,0,1,1,1,1,1,1,1,0,1,1,2,2,1,2,2,0,1,2,2,2,2,2,2,0,1,1,1,1,1,0,6,5,K,2,8,0,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,179,0,43.660778156,0,0,0,4,0
" 64F",64,0,0,0,0,0,1,1,1,1,6,1,0,2,1,1,1,1,1,1,0,1,1,2,2,1,2,2,0,1,2,2,2,2,2,2,0,1,1,1,3,1,0,6,5,F,1,8,0,0,1,0,3,13,10,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110,1,985.52038454,0,0,0,0,0
" 65G",65,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,3,1,2,2,2,2,2,0,1,2,2,2,2,2,2,0,1,1,0,1,1,1,0,5,G,1,8,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115,0,2437.441572,0,0,0,0,0
" 65G",65,0,0,0,0,0,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,2,1,0,2,1,2,1,2,2,2,0,2,2,2,1,1,0,1,0,0,0,5,G,2,8,0,0,1,0,2,22,21,3,2,23,21,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,0,2437.441572,0,0,0,0,0
" 66B",66,0,0,0,0,0,6,1,1,0,1,1,0,1,1,U,1,0,8,1,0,3,1,3,1,0,3,1,0,1,2,2,2,0,2,2,0,1,3,0,1,0,1,11,5,B,1,8,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,0,24.779862142,0,0,0,0,0
" 67E",67,0,0,0,0,0,1,1,1,0,1,1,0,1,1,1,1,0,1,1,0,1,1,2,1,0,2,1,0,1,2,2,2,0,2,2,0,1,1,0,1,0,0,0,5,E,1,8,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,0,2472.1329702,0,0,0,0,0
