PSU,CASENO,RATWGT,CASEID,STRATIF,VERSION,VEHNO,PASINTEG,OPENLF,OPENRF,OPENLR,OPENRR,OPENTG,FAILLF,FAILRF,FAILLR,FAILRR,FAILTG,GLIMPWS,GLIMPLF,GLIMPRF,GLIMPLR,GLIMPRR,GLIMPBL,GLIMPRUF,GLIMPOTH,GLOCCWS,GLOCCLF,GLOCCRF,GLOCCLR,GLOCCRR,GLOCCBL,GLOCCRUF,GLOCCOTH,GLTYPWS,GLTYPLF,GLTYPRF,GLTYPLR,GLTYPRR,GLTYPBL,GLTYPRUF,GLTYPOTH,GLPREWS,GLPRELF,GLPRERF,GLPRELR,GLPRERR,GLPREBL,GLPRERUF,GLPREOTH,INLOC1,INCOMP1,INMAG1,CDRIR1,INLOC2,INCOMP2,INMAG2,CDRIR2,INLOC3,INCOMP3,INMAG3,CDRIR3,INLOC4,INCOMP4,INMAG4,CDRIR4,INLOC5,INCOMP5,INMAG5,CDRIR5,INLOC6,INCOMP6,INMAG6,CDRIR6,INLOC7,INCOMP7,INMAG7,CDRIR7,INLOC8,INCOMP8,INMAG8,CDRIR8,INLOC9,INCOMP9,INMAG9,CDRIR9,INLOC10,INCOMP10,INMAG10,CDRIR10,COLUMTYP,RIMDEF,RDEFLOC,ODOMETER,PANELDAM,BOLSTDEF,GLOVOPEN
81,71,33.192654911," 71D",D,7,1,11,1,1,0,0,1,0,0,0,0,0,2,0,6,6,0,6,0,8,0,0,0,0,0,0,0,0,1,0,2,2,0,2,0,0,1,0,2,1,0,1,0,0,11,14,1,1,12,14,1,1,13,14,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,166,1,8,0
81,72,296.1350292," 72F",F,7,1,0,1,3,0,3,1,0,0,0,0,0,2,0,0,0,0,0,8,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,98,28,2,3,21,28,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,U,0,8,8
81,72,296.1350292," 72F",F,7,2,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,146,0,8,0
81,73,1973.8942359," 73H",H,7,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,8,8,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,145,0,8,0
81,73,1973.8942359," 73H",H,7,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,204,0,8,0
81,73,1973.8942359," 73H",H,7,3,6,1,3,0,0,0,0,0,0,0,0,2,0,6,0,0,0,8,8,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,1,0,2,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,262,0,8,0
81,74,22.553657525," 74J",J,7,1,11,3,3,0,0,1,0,0,0,0,0,2,6,6,6,6,6,0,8,0,0,0,0,0,0,0,0,1,2,2,2,2,2,0,0,1,2,2,1,1,1,0,0,11,10,4,3,21,26,4,3,21,7,4,3,12,24,4,3,12,10,2,3,13,12,1,1,13,15,1,1,13,14,1,1,12,12,1,1,12,15,1,1,2,0,0,94,0,8,0
81,74,22.553657525," 74J",J,7,2,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,8,8,8,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,5,85,1,8,0
81,75,304.77687254," 75E",E,7,1,12,1,3,1,3,0,0,0,0,0,0,4,0,6,0,6,0,8,0,0,0,0,0,0,0,0,0,1,0,2,0,2,0,0,0,1,0,2,0,2,0,0,0,13,15,3,1,13,12,3,1,23,12,3,1,23,13,2,1,13,6,2,1,13,13,2,1,13,7,2,1,,,,,,,,,,,,,2,0,0,166,0,8,0
81,76,459.10121751," 76G",G,7,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,40,0,0,0
81,77,2146.8843361," 77H",H,7,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,U,0,8,0
81,78,22.553657525," 78J",J,7,1,1,1,1,0,0,1,0,0,0,0,0,3,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,13,14,3,1,11,14,2,1,11,15,2,1,13,6,1,1,13,15,1,1,11,6,1,1,11,12,1,1,,,,,,,,,,,,,2,0,0,98,0,8,0
81,79,35.600347174," 79D",D,7,2,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,179,0,8,0
81,80,317.61574596," 80F",F,7,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,268,0,8,0
81,80,317.61574596," 80F",F,7,2,0,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,176,0,8,0
81,81,2117.0744031," 81H",H,7,1,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,U,0,8,0
81,82,15.163974878," 82K",K,7,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,300,0,8,0
81,82,15.163974878," 82K",K,7,2,6,3,1,0,0,0,0,0,0,0,0,2,6,0,6,0,0,8,8,0,0,0,0,0,0,0,0,1,2,0,2,0,0,0,0,1,2,0,2,0,0,0,0,11,10,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,232,0,8,0
81,83,57.349734258," 83D",D,7,2,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,132,0,8,0
81,84,511.65733126," 84F",F,7,1,6,3,3,3,3,0,0,0,0,0,0,2,6,0,0,0,0,8,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,2,0,0,0,0,0,0,11,14,4,1,11,15,4,1,11,6,3,1,11,12,3,1,11,13,3,1,,,,,,,,,,,,,,,,,,,,,1,0,0,188,0,8,0
81,85,3410.4626517," 85H",H,7,1,6,8,1,0,0,0,8,0,0,0,0,0,6,0,0,0,0,8,6,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,2,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,155,0,8,0
81,87,27.834717121," 87D",D,7,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,243,0,8,0
81,88,248.33309627," 88F",F,7,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,188,0,8,0
81,89,1655.2694513," 89H",H,7,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U,0,0,U,U,8,0
81,90,17.9455324," 90K",K,7,1,6,1,1,0,0,0,0,0,0,0,0,0,6,0,8,8,0,0,8,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,U,0,0,0
81,90,17.9455324," 90K",K,7,2,6,3,1,1,1,1,0,0,0,0,0,2,6,0,0,0,0,8,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,2,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,161,0,8,0
81,91,8.9727661998," 91K",K,7,1,2,2,3,0,0,0,8,0,0,0,0,2,0,0,0,0,0,8,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,2,13,12,2,1,11,15,1,1,13,15,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,8,253,1,8,1
81,92,53.448409392," 92C",C,7,1,0,1,1,1,1,0,0,0,0,0,0,2,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,235,0,8,0
81,92,53.448409392," 92C",C,7,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,129,0,8,0
81,93,811.23577658," 93G",G,7,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,69,0,8,0
81,94,19.945505813," 94B",B,7,1,98,3,3,3,2,1,0,0,0,2,0,3,6,6,0,0,0,8,0,2,0,0,0,0,0,0,0,1,2,2,0,0,0,0,0,1,2,2,0,0,0,0,0,13,4,6,2,12,3,6,2,13,6,5,2,13,14,4,2,13,30,4,2,12,30,4,2,11,2,3,2,11,30,3,2,11,5,2,2,13,15,2,2,1,10,9,184,1,8,1
81,94,19.945505813," 94B",B,7,2,U,1,3,0,0,1,0,0,0,0,0,U,0,0,8,0,0,8,0,U,0,0,0,0,0,0,0,U,0,0,0,0,0,0,0,U,0,0,0,0,0,0,0,13,17,2,1,13,5,2,1,13,10,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,7,275,U,8,8
81,95,296.96959117," 95E",E,7,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,111,0,8,0
81,97,2091.8889228," 97H",H,7,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,203,0,8,0
81,98,25.948903608," 98B",B,7,1,98,3,3,2,3,2,0,0,5,0,8,2,6,0,6,0,6,8,6,0,0,0,0,0,0,0,0,1,2,0,2,0,2,0,2,1,2,0,2,0,2,0,1,11,14,4,1,11,12,4,1,11,6,3,1,11,15,3,1,11,13,3,1,11,7,2,1,12,15,2,1,12,14,2,1,12,12,2,1,13,15,2,1,2,0,0,U,0,8,1
81,99,29.183697746," 99K",K,7,1,0,1,1,0,0,1,0,0,0,0,0,2,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,6,169,1,8,1
81,100,19.945505813,100B,B,7,1,7,1,1,1,1,U,0,0,0,0,0,0,0,0,0,0,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,103,0,8,0
81,100,19.945505813,100B,B,7,2,6,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,21,17,3,1,22,17,2,1,98,25,2,2,23,17,1,1,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,161,0,8,0
81,101,17.9455324,101K,K,7,1,6,3,1,0,0,0,0,0,0,0,0,0,6,0,8,8,0,8,8,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,153,0,8,0
81,102,60.178420797,102C,C,7,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,U,0,8,0
81,102,60.178420797,102C,C,7,2,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,4,0,0,0
81,103,640.79513099,103F,F,7,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,U,0,8,0
81,104,17.9455324,104K,K,7,1,0,1,1,1,1,0,0,0,0,0,0,2,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,2,215,0,8,0
81,104,17.9455324,104K,K,7,2,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,205,0,8,8
81,105,17.9455324,105K,K,7,1,2,3,2,0,0,0,0,4,0,0,0,U,0,0,8,8,0,0,0,U,0,0,0,0,0,0,0,U,0,0,0,0,0,0,0,U,0,0,0,0,0,0,0,13,4,5,2,12,3,5,2,11,2,4,2,11,5,4,2,U,U,U,U,,,,,,,,,,,,,,,,,,,,,1,0,0,U,U,8,1
81,106,56.152468155,106D,D,7,2,6,3,1,0,0,0,0,0,0,0,0,0,0,0,8,8,0,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,117,0,8,0
81,107,714.08602763,107G,G,7,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,122,0,8,0
81,109,142.37936016,109E,E,7,2,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,4,0,0,0
81,110,214.47341805,110G,G,7,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,152,0,8,0
81,111,1002.9370522,111H,H,7,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,8,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,166,0,8,0
81,111,1002.9370522,111H,H,7,2,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,155,0,8,0
81,113,28.095862004,113K,K,7,2,U,3,1,U,1,0,0,0,0,0,0,U,U,0,0,0,0,8,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,U,0,0,0,0,0,0,11,2,3,2,11,17,3,3,11,27,3,3,11,5,1,2,U,U,U,U,,,,,,,,,,,,,,,,,,,,,1,2,6,337,0,8,U
81,114,17.9455324,114K,K,7,1,6,3,3,0,0,1,0,0,0,0,0,2,6,6,0,6,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,2,0,0,0,1,2,2,0,2,0,0,0,11,12,1,1,11,6,1,1,11,14,1,1,12,14,1,1,11,16,1,1,,,,,,,,,,,,,,,,,,,,,1,5,5,189,0,8,0
81,115,113.55035626,115D,D,7,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,136,0,8,0
81,115,113.55035626,115D,D,7,2,7,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,165,0,8,0
81,116,33.489055288,116D,D,7,1,98,3,3,3,3,0,0,0,0,0,0,2,6,6,0,6,6,8,0,0,0,0,0,0,0,0,0,1,2,2,0,2,2,0,0,1,2,2,0,2,2,0,0,13,12,3,1,13,15,3,1,13,6,3,1,12,12,3,1,12,15,3,1,11,12,2,1,11,15,1,1,13,7,1,1,11,6,1,1,23,12,1,1,2,0,0,296,1,8,1
81,117,33.489055288,117D,D,7,1,98,3,1,0,0,2,0,0,0,0,2,2,6,0,U,U,U,8,0,0,0,0,0,0,0,0,0,1,2,0,U,U,U,0,0,1,2,0,U,U,U,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,241,0,8,0
81,118,298.77942551,118F,F,7,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,123,0,8,0
81,118,298.77942551,118F,F,7,2,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,8,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,187,0,8,0
81,119,425.87738785,119G,G,7,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,8,8,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,192,0,8,0
81,119,425.87738785,119G,G,7,2,6,1,1,0,0,1,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,2,0,1,0,0,0,23,10,2,2,23,7,2,2,13,10,2,2,13,13,1,2,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,21,0,0,0
81,120,22.553657525,120J,J,7,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,24,0,8,0
81,120,22.553657525,120J,J,7,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,138,0,8,0
81,121,11.847497483,121B,B,7,1,98,3,3,0,0,0,0,0,0,0,0,2,6,6,8,8,6,8,8,U,0,0,0,0,0,0,0,1,2,2,0,0,2,0,0,1,4,2,0,0,1,0,0,13,5,6,2,12,5,6,2,13,4,5,2,13,14,5,2,13,6,4,3,13,10,4,3,13,13,4,3,12,3,4,2,11,14,3,2,11,5,3,2,1,0,0,U,U,8,1
81,121,11.847497483,121B,B,7,2,6,3,3,0,1,1,0,0,0,0,0,2,6,0,6,0,0,8,0,0,0,0,0,0,0,0,0,1,2,0,2,0,0,0,0,1,2,0,2,0,0,0,0,11,14,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,9,2,U,1,8,0
81,122,951.01137042,122F,F,7,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,171,0,8,0
81,122,951.01137042,122F,F,7,2,0,3,3,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,77,0,8,0
81,123,16.745902765,123J,J,7,1,0,3,1,1,1,0,0,0,0,0,0,2,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,132,0,8,0
81,123,16.745902765,123J,J,7,2,6,3,1,3,1,0,0,0,0,0,0,2,6,0,6,0,0,8,8,0,0,0,0,0,0,0,0,1,2,0,2,0,0,0,0,1,2,0,2,0,0,0,0,21,10,4,3,11,7,3,3,11,24,3,3,11,10,3,3,11,6,2,3,,,,,,,,,,,,,,,,,,,,,2,0,0,U,0,0,0
81,124,22.553657525,124J,J,7,1,0,1,1,1,1,0,0,0,0,0,0,2,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,8,6,78,1,8,0
81,126,19.945505813,126B,B,7,1,98,1,1,1,3,0,0,0,0,0,0,2,6,0,6,0,0,8,0,0,0,0,0,0,0,0,0,1,2,0,2,0,0,0,0,1,2,0,2,0,0,0,0,11,13,2,1,21,12,2,1,21,13,1,1,11,12,1,1,11,6,1,1,11,7,1,1,11,15,1,1,11,14,1,1,22,12,1,1,,,,,1,0,0,174,0,8,0
81,127,2235.5092142,127G,G,7,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,26,0,8,0
81,127,2235.5092142,127G,G,7,2,6,1,3,0,0,1,0,0,0,0,0,0,0,0,0,6,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,13,10,1,3,23,28,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,255,0,8,0
81,128,21.973781012,128K,K,7,1,98,1,3,0,0,0,0,0,0,0,0,4,6,6,6,6,6,6,8,0,0,0,0,0,0,0,0,1,2,2,2,2,2,2,0,1,2,2,1,1,1,2,0,13,16,3,3,13,10,3,3,13,7,3,3,23,26,3,3,21,26,1,3,11,15,1,1,13,6,1,1,,,,,,,,,,,,,1,0,0,259,0,8,0
81,129,21.973781012,129K,K,7,1,1,1,1,0,0,1,0,0,0,0,0,2,0,0,0,0,0,8,8,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,11,14,3,2,11,5,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,6,183,1,8,1
81,129,21.973781012,129K,K,7,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,8,8,0,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,U,0,8,0
81,130,22.553657525,130J,J,7,1,0,1,1,1,1,0,0,0,0,0,0,2,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,11,2,1,2,11,5,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,9,6,1,0,0
81,131,17.9455324,131K,K,7,1,12,1,3,0,0,1,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,1,0,2,0,0,0,0,0,13,12,2,1,13,13,2,1,13,15,1,1,13,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,216,0,8,0
81,132,82.82222113,132D,D,7,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,8,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,194,0,8,0
81,132,82.82222113,132D,D,7,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,200,0,8,0
