PSU,CASENO,RATWGT,AOPSVEH,CASEID,STRATIF,VERSION,VEHNO,MODELYR,MAKE,MODEL,BODYTYPE,VIN,TOWPAR,TRAVELSP,DRINKING,ALCTEST,SPLIMIT,MANEUVER,ACCTYPE,DRPRES,OCUPANTS,OCCFORMS,CURBWGT,CARGOWGT,TOWHITCH,DOCTRAJ,CONDTREE,ROLLOVER,FOVERIDE,ROVERIDE,ANGTHIS,ANGOTHER,DVBASIS,DVTOTAL,DVLONG,DVLAT,ENERGY,DVCONFID,INSPTYPE,VINLNGTH,VINJSER,VINJURED,DRIVE,VTREAT,OTVEHWGT,OTBDYTYP,VAIS,DRUGS,EVALCLAS,SPECTEST,OBSNARC,SPECNARC,OBSDEPR,SPECDEPR,OBSSTIM,SPECSTIM,OBSHLUC,SPECHLUC,OBSCNAB,SPECCNAB,OBSPCP,SPECPCP,OBSINHL,SPECINHL,OBSOTH,SPECOTH,DRZIP,DRRACE,VEHUSE,ROLINTYP,ROLINLOC,ROLLOBJ,TRIPLOC,ROLINDIR,PREMOVE,PREEVENT,PRESTAB,CONSEQ
43,67,136.30128499,0," 67D",D,7,1,88,12,401,14,1FMCU14T8J,1,64,0,28,72,1,6,1,3,3,150,0,0,0,1,1,0,0,998,998,1,15,-15,0,240,4,1,17,0,1,8,4,998,98,1,U,0,2,0,1,0,2,0,1,0,0,0,1,0,0,0,0,0,1,27526,1,0,6,4,42,3,1,1,12,0,0
43,68,1543.8800232,1," 68G",G,7,1,94,7,34,2,JB3EA21A4R,1,89,0,C,105,1,25,1,7,7,95,0,0,0,0,0,0,0,280,280,1,28,28,2,470,1,1,17,0,0,2,0,136,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22060,U,0,0,0,0,0,0,1,52,0,0
43,68,1543.8800232,0," 68G",G,7,2,88,20,19,2,1G1LV11W6J,1,105,1,D,105,1,24,1,1,1,136,0,0,0,0,0,0,0,280,280,1,25,-25,-2,258,1,1,17,0,0,2,0,95,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27545,1,0,0,0,0,0,0,1,8,0,0
43,69,40.797603061,0," 69A",A,7,1,93,41,471,30,JM2UF1139P,1,89,0,0,89,U,89,1,1,1,121,U,0,1,0,0,0,0,20,110,6,U,U,U,U,0,0,17,1,1,8,1,N,N,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27502,U,0,0,0,0,0,0,1,66,U,U
43,69,40.797603061,1," 69A",A,7,2,88,55,32,4,KMHLF22J0J,1,105,1,D,89,8,88,1,3,3,98,0,0,1,0,0,0,0,110,20,6,U,U,U,U,0,0,17,2,3,2,3,N,N,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27502,3,0,0,0,0,0,0,1,17,2,1
43,70,1592.4169241,1," 70F",F,7,1,89,37,32,2,1HGCA6181K,1,89,0,C,72,U,7,1,1,1,113,0,0,1,0,0,0,0,998,998,5,U,U,U,U,0,1,17,0,1,2,4,998,98,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27513,1,0,0,0,0,0,0,1,65,U,U
43,71,8631.5971677,1," 71G",G,7,1,90,52,35,4,JA3CU26X9L,0,64,1,C,72,1,98,1,4,0,103,0,0,0,0,0,0,U,30,30,3,13,13,0,119,4,0,17,N,N,2,N,N,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27607,1,0,0,0,0,0,0,2,52,0,0
43,71,8631.5971677,1," 71G",G,7,2,91,55,33,4,2HMBF22S9M,0,64,0,C,72,1,29,1,2,0,124,0,0,0,0,0,U,U,30,30,3,19,19,0,166,4,2,17,N,N,2,N,107,4,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27514,1,0,0,0,0,0,0,1,52,0,0
43,71,8631.5971677,1," 71G",G,7,3,93,12,13,4,3FAPP13J4P,1,64,7,U,72,U,28,1,4,4,107,0,0,0,0,0,U,0,30,30,3,18,-18,0,190,4,0,17,0,0,2,0,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27612,U,0,0,0,0,0,0,1,50,U,U
43,72,95.254955676,0," 72K",K,7,1,83,20,471,30,1GCDT14B8D,1,80,0,C,56,1,1,1,2,2,133,2,0,1,1,0,0,0,998,998,1,41,-41,0,964,1,1,17,1,2,8,3,998,98,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27545,1,0,0,0,0,0,0,13,8,0,0
43,73,38.719755977,0," 73K",K,7,1,89,12,421,15,1FMEU15N1K,1,72,0,C,72,8,50,1,1,1,202,0,0,0,0,0,0,0,310,130,1,24,-24,-4,596,1,1,17,0,1,8,4,104,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27604,1,0,0,0,0,0,0,13,10,2,3
43,73,38.719755977,0," 73K",K,7,2,87,20,16,2,1G1JE1119H,1,72,0,C,72,U,51,1,1,1,104,0,0,1,0,0,0,0,130,310,1,46,-46,-8,937,1,1,17,1,1,2,3,202,15,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27587,1,0,0,0,0,0,0,1,62,U,U
43,74,170.62505801,1," 74D",D,7,1,93,12,441,20,1FMDA31X8P,0,16,0,C,72,1,98,1,1,0,161,0,0,0,0,0,0,0,10,10,1,10,10,0,85,1,2,17,N,N,8,N,141,4,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27613,1,0,0,0,0,0,0,1,52,0,0
43,74,170.62505801,0," 74D",D,7,2,88,14,17,4,1MEBM50U8J,0,24,0,C,72,1,98,1,1,0,141,0,0,0,0,0,0,0,10,10,3,16,16,0,141,4,2,17,N,N,2,N,81,3,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27613,1,0,0,0,0,0,0,1,52,0,0
43,74,170.62505801,0," 74D",D,7,3,80,9,34,3,1M24JA4900,1,16,0,C,72,1,29,1,1,1,81,0,0,0,0,0,0,0,10,10,3,26,-26,0,180,4,2,13,0,1,2,4,141,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27526,2,0,0,0,0,0,0,1,52,0,0
43,74,170.62505801,0," 74D",D,7,4,89,51,39,4,YV1FX8848K,1,48,0,C,72,4,28,1,1,1,133,0,0,0,0,0,0,0,10,10,6,U,U,U,U,0,2,17,0,0,1,0,81,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27613,1,0,0,0,0,0,0,1,6,2,1
43,76,2626.2554406,0," 76H",H,7,1,88,20,19,4,1G1LT51WXJ,1,64,0,C,72,1,77,1,3,3,127,0,0,0,0,0,0,0,270,0,5,U,U,U,U,0,1,17,0,3,2,6,118,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27615,1,0,0,0,0,0,0,1,65,0,0
43,76,2626.2554406,1," 76H",H,7,2,90,22,18,4,1G2NE54U0L,0,32,0,C,72,1,76,1,2,0,118,0,0,0,0,0,0,0,0,270,5,U,U,U,U,0,0,17,N,N,2,N,N,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27615,U,0,0,0,0,0,0,10,15,0,0
43,77,514.19835937,0," 77D",D,7,1,72,12,3,2,2F01F15100,1,89,U,C,40,U,7,1,2,2,146,0,0,1,0,0,0,0,998,998,5,U,U,U,U,0,1,11,1,1,1,4,998,98,3,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,U,U,0,0,0,0,0,0,13,9,U,U
43,78,57.964381392,1," 78J",J,7,1,93,49,32,4,1NXAE09E5P,1,8,0,C,72,1,89,1,1,1,105,0,0,0,0,0,0,0,310,40,6,U,U,U,U,0,1,17,1,1,2,3,105,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27513,1,0,0,0,0,0,0,1,17,0,0
43,78,57.964381392,1," 78J",J,7,2,93,12,13,3,1FAPP11JXP,1,72,0,C,72,1,88,1,1,1,105,0,0,0,0,0,0,0,40,310,6,U,U,U,U,0,2,17,0,1,2,4,105,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27540,2,0,0,0,0,0,0,1,66,0,0
43,79,308.22036031,0," 79C",C,7,1,91,12,401,14,1FMDU32X8M,1,89,0,C,89,1,83,1,4,4,174,U,0,0,0,0,0,0,180,85,6,U,U,U,U,0,0,17,0,4,8,4,N,N,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27604,U,0,0,0,0,0,0,1,17,0,0
43,79,308.22036031,0," 79C",C,7,2,94,12,481,31,1FTEF15N4R,1,16,0,C,89,1,82,1,1,1,177,0,0,0,0,2,0,0,85,180,6,U,U,U,U,0,0,17,0,1,8,4,N,N,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27604,1,0,1,1,61,1,1,10,66,0,0
43,80,2904.1539148,1," 80F",F,7,1,92,49,32,4,1NXAE94A8N,1,40,0,C,72,2,71,1,1,1,105,0,0,0,0,0,0,0,170,240,6,U,U,U,U,0,2,17,0,1,2,0,96,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27571,1,0,0,0,0,0,0,1,60,1,1
43,80,2904.1539148,0," 80F",F,7,2,85,49,32,5,JT2AE82L8F,1,40,0,C,72,1,70,1,1,1,96,0,0,0,0,0,0,0,240,170,6,U,U,U,U,0,0,17,0,1,1,0,N,N,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34974,1,0,0,0,0,0,0,9,16,0,0
43,81,64.082890131,0," 81K",K,7,1,79,20,10,2,1Z37J9B400,1,89,0,C,89,U,6,1,1,1,142,0,0,1,1,0,0,0,998,998,1,63,-63,0,2315,4,1,13,1,1,1,3,998,98,3,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28445,U,0,0,0,0,0,0,1,12,U,U
43,82,64.082890131,0," 82K",K,7,1,72,20,1,2,1D37H2B600,1,89,0,C,72,1,50,1,1,1,156,0,0,1,0,0,0,0,270,90,1,58,-58,-5,2211,2,1,13,0,1,1,3,143,30,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27603,1,0,0,0,0,0,0,13,5,0,0
43,82,64.082890131,0," 82K",K,7,2,94,20,471,30,1GCCS1941R,1,64,0,C,72,9,51,1,1,1,143,0,0,0,0,0,0,0,90,270,1,64,-63,-6,2283,2,1,17,0,1,8,U,156,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27513,U,0,0,0,0,0,0,1,62,2,1
43,83,309.37085026,0," 83D",D,7,1,87,47,31,3,YS3AT35L1H,1,48,0,C,56,8,87,1,1,1,125,0,0,0,0,0,0,0,180,90,1,22,-11,-19,129,3,1,17,0,1,2,4,190,31,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27604,1,0,0,0,0,0,0,1,66,1,1
43,83,309.37085026,0," 83D",D,7,2,88,12,481,31,1FTHF25M2J,1,32,0,C,56,1,86,1,1,1,190,136,0,0,0,0,0,0,90,180,1,9,-8,4,364,1,1,17,0,1,8,0,125,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27520,1,0,0,0,0,0,0,1,17,0,0
43,84,4761.8262414,," 84H",H,7,1,80,86,881,68,80RWSK7000,0,72,0,C,72,1,45,,,,,,,,,,,,,,,,,,,,,13,N,N,8,N,N,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27549,U,0,,,,,,1,61,0,0
43,84,4761.8262414,0," 84H",H,7,2,88,12,3,3,1FABP42E5J,1,64,0,C,72,3,47,1,1,1,128,0,0,1,0,0,0,0,265,270,4,U,U,U,U,0,1,17,0,0,1,0,N,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27609,1,0,0,0,0,0,0,15,10,2,1
43,85,49.532777852,0," 85B",B,7,1,67,12,481,31,F10YNB1300,1,129,U,0,89,U,2,1,1,1,159,23,0,1,1,0,0,0,998,998,6,U,U,U,U,0,2,11,1,1,8,1,998,98,4,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27501,U,0,0,0,0,0,0,10,6,U,U
43,86,282.63106463,1," 86C",C,7,1,92,20,35,6,J81RF4364N,1,56,0,C,56,1,3,1,1,1,104,0,0,1,0,0,0,0,998,998,1,21,-21,0,209,4,1,17,0,1,2,4,998,98,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27610,2,0,0,0,0,0,0,1,62,0,0
43,87,7235.7707859,0," 87H",H,7,1,87,35,42,4,JN1HT21S7H,1,16,0,C,72,1,68,1,1,1,126,0,0,0,0,0,0,0,270,180,6,U,U,U,U,0,1,17,0,0,2,0,163,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27606,1,0,0,0,0,0,0,10,15,0,0
43,87,7235.7707859,0," 87H",H,7,2,82,12,6,4,2FABP33F9C,0,48,0,C,72,U,69,1,1,0,163,U,0,0,0,0,0,0,180,270,6,U,U,U,U,0,0,17,N,N,1,N,N,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27604,U,0,0,0,0,0,0,1,66,U,U
43,88,58.762553661,1," 88K",K,7,1,90,22,20,2,1G2WJ14T7L,1,40,0,C,72,1,29,1,1,1,144,0,0,0,0,0,0,U,180,180,3,26,26,0,471,4,1,17,0,0,2,0,107,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27609,1,0,0,0,0,0,0,2,52,0,0
43,88,58.762553661,0," 88K",K,7,2,88,20,16,2,1G1JC111XJ,1,72,0,C,72,1,28,1,2,2,107,0,0,0,0,0,U,0,180,180,3,35,-35,0,541,4,0,17,0,1,2,3,N,N,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27614,1,0,0,0,0,0,0,1,6,0,0
43,89,10556.644775,1," 89G",G,7,1,88,55,32,4,KMHLF22J9J,1,80,0,C,89,4,86,1,1,1,98,0,0,0,0,0,0,0,270,0,6,U,U,U,U,0,0,17,0,1,2,0,N,N,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27576,1,0,0,0,0,0,0,1,17,2,1
43,89,10556.644775,1," 89G",G,7,2,94,12,15,4,2FAPP36XXR,1,48,0,C,89,U,87,1,1,1,117,0,0,0,0,0,0,0,0,270,6,U,U,U,U,0,0,17,0,0,U,0,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27106,U,0,0,0,0,0,0,1,66,U,U
43,90,116.49903379,1," 90K",K,7,1,89,21,20,2,1G3WH14T1K,1,89,0,C,89,1,51,1,1,1,134,0,0,0,0,0,U,0,150,320,6,U,U,U,U,0,0,17,0,1,2,4,N,N,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27501,1,0,0,0,0,0,0,1,62,0,0
43,90,116.49903379,0," 90K",K,7,2,88,7,482,31,1B7FD14Y6J,1,16,0,C,89,1,50,1,1,1,116,U,0,0,0,0,U,0,320,150,6,U,U,U,U,0,0,17,1,1,8,3,N,N,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27540,U,0,0,0,0,0,0,10,15,0,0
43,91,274.65213573,0," 91D",D,7,1,86,12,13,3,1FABP3195G,1,72,0,C,72,U,2,1,2,2,98,U,0,1,1,0,0,0,998,998,6,U,U,U,U,0,0,17,0,2,2,4,N,N,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28303,U,0,0,0,0,0,0,13,9,U,U
43,92,34.331516966,0," 92K",K,7,1,86,49,441,20,JT3YR26W7G,1,72,U,0,72,1,6,1,1,1,133,0,0,1,1,1,0,0,998,998,5,U,U,U,U,0,1,17,1,1,8,3,998,98,3,0,0,2,0,2,0,1,0,1,0,0,0,1,0,0,0,0,0,0,27502,1,0,6,4,42,3,2,13,12,0,0
43,93,34.331516966,0," 93K",K,7,1,86,20,2,2,1G1BN47H4G,1,72,0,C,72,8,83,1,3,3,160,1,0,1,0,0,0,0,30,300,1,18,-18,3,294,1,1,17,0,3,1,4,100,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27526,1,0,0,0,0,0,0,13,72,2,1
43,93,34.331516966,0," 93K",K,7,2,78,49,32,2,TE51635900,1,8,0,C,72,1,82,1,2,2,100,0,0,1,0,0,0,0,300,30,1,32,6,32,432,1,1,10,0,2,1,3,160,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27592,1,0,0,0,0,0,0,10,15,0,0
43,94,34.331516966,0," 94K",K,7,1,90,12,481,40,2FDHF37Y2L,1,72,0,C,72,3,83,1,1,1,U,90,0,0,0,0,0,0,270,170,6,U,U,U,U,0,2,17,0,0,8,0,94,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27609,2,0,0,0,0,0,0,1,17,2,1
43,94,34.331516966,0," 94K",K,7,2,88,7,34,6,JB4EA31P8J,1,8,0,C,72,1,82,1,1,1,94,0,0,0,0,0,0,0,170,270,4,U,U,U,U,0,1,17,1,1,2,3,U,40,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27613,1,0,0,0,0,0,0,10,66,0,0
43,95,41.574185435,1," 95A",A,7,1,92,20,34,3,2C1MR2461N,1,U,0,11,89,U,90,1,1,1,73,0,0,1,0,0,0,0,105,10,6,U,U,U,U,0,1,17,1,1,2,1,U,30,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27591,1,0,0,0,0,0,0,13,10,U,U
43,95,41.574185435,0," 95A",A,7,2,89,49,471,30,JT4VN02D4K,1,U,0,C,89,9,90,1,1,1,U,0,0,1,0,0,0,0,10,105,6,U,U,U,U,0,0,17,0,1,8,0,N,N,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27591,1,0,0,0,0,0,0,1,62,2,4
43,96,41.574185435,0," 96B",B,7,1,84,7,471,30,JB7FP24DXE,1,32,0,C,72,1,6,1,1,1,110,5,0,1,1,0,0,0,998,998,1,34,-34,0,554,4,1,17,1,1,8,1,998,98,1,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27545,1,0,0,0,0,0,0,1,12,0,0
43,97,4074.5272179,1," 97E",E,7,1,93,6,441,20,1C4GH54R2P,1,32,0,C,72,1,68,1,2,2,178,0,0,1,0,0,0,0,270,200,4,U,U,U,U,0,1,17,0,2,8,3,N,68,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27609,1,0,0,0,0,0,0,10,15,0,0
43,97,4074.5272179,," 97E",E,7,2,93,82,884,68,2FUYDDYB0P,0,80,0,C,72,9,69,,,,,,,,,,,,,,,,,,,,,17,N,N,8,N,N,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28326,U,0,,,,,,1,66,2,2
43,97,4074.5272179,1," 97E",E,7,3,92,18,18,4,1G4NM54N8N,0,72,0,C,72,10,98,1,1,0,129,0,0,0,0,0,0,0,95,95,1,2,0,-2,7,4,2,17,N,N,2,N,178,20,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27610,1,0,0,0,0,0,0,4,61,1,1
43,98,49.320983165,0," 98K",K,7,1,86,49,471,30,JT4RN67P9G,1,89,0,C,89,U,7,1,1,1,U,U,0,1,0,4,0,0,997,997,5,U,U,U,U,0,0,17,1,1,8,3,N,N,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27526,U,0,1,1,61,1,1,1,12,U,U
43,99,219.05647604,1," 99C",C,7,1,93,55,35,4,KMHJF22M2P,1,89,0,C,89,6,7,1,5,5,111,0,0,0,0,2,0,0,997,997,5,U,U,U,U,0,1,17,0,4,1,4,998,98,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27603,2,0,1,4,61,1,1,1,9,U,4
43,100,4127.0568169,0,100G,G,7,1,92,12,471,30,1FTCR10A4N,1,40,0,C,72,9,28,1,1,1,130,0,0,0,0,0,0,0,5,0,6,U,U,U,U,0,2,17,0,0,8,0,189,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27265,1,0,0,0,0,0,0,1,6,2,1
43,100,4127.0568169,0,100G,G,7,2,79,20,461,21,CGL2590100,0,40,1,D,72,1,29,1,2,0,189,23,0,0,0,0,0,0,0,5,6,U,U,U,U,0,2,13,N,N,8,N,130,30,N,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27603,U,0,0,0,0,0,0,2,52,0,0
43,101,41.073089257,0,101J,J,7,1,88,20,441,20,1GBDM15Z1J,1,56,0,C,56,1,88,1,1,1,163,0,0,0,0,0,0,0,270,180,1,23,-23,4,392,1,1,17,0,1,8,4,142,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27607,2,0,0,0,0,0,0,1,66,0,0
43,101,41.073089257,1,101J,J,7,2,93,14,17,4,1MELM5045P,1,56,0,C,56,1,89,1,1,1,142,0,0,0,0,0,0,0,180,270,1,27,5,27,482,1,1,17,1,1,2,3,163,20,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28325,1,0,0,0,0,0,0,13,17,0,0
43,102,45.544596965,1,102K,K,7,1,89,37,31,3,JHMED8452K,1,72,0,C,72,1,87,1,1,1,87,0,0,1,0,0,0,0,300,210,1,43,-8,-43,771,1,1,17,1,1,U,3,153,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27604,U,0,0,0,0,0,0,1,17,0,0
43,102,45.544596965,1,102K,K,7,2,94,59,31,4,JT8GK13T0R,1,89,0,C,64,1,86,1,3,3,153,0,0,1,0,0,0,0,210,300,1,23,-23,4,338,1,1,17,0,1,2,4,87,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27615,U,0,0,0,0,0,0,13,66,0,0
43,103,40.797603061,0,103B,B,7,1,84,22,9,3,1G2AW87H1E,1,137,1,C,89,U,2,1,2,2,131,0,0,1,0,4,0,0,997,997,5,U,U,U,U,0,1,17,1,2,1,1,998,98,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27545,3,0,1,4,61,1,2,13,6,U,U
43,104,34.918302043,1,104J,J,7,1,93,7,442,20,2B4GH2537P,1,105,0,C,105,1,11,1,1,1,141,0,0,1,0,2,0,0,90,90,1,61,-61,0,1408,2,1,17,0,1,8,3,998,98,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27524,1,0,1,2,61,1,2,1,13,0,0
43,105,185.08043357,0,105D,D,7,1,77,7,6,4,NL41D7F200,1,40,0,C,72,1,89,1,1,1,156,0,0,0,0,0,0,0,310,40,1,15,-1,15,111,1,1,13,0,1,1,4,176,31,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27604,6,0,0,0,0,0,0,1,66,0,0
43,105,185.08043357,0,105D,D,7,2,90,12,481,31,1FTDF15YXL,1,72,0,C,72,U,88,1,1,1,176,U,0,0,0,0,0,0,40,310,1,14,-14,-1,435,1,1,17,0,0,8,0,156,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27604,U,0,0,0,0,0,0,1,17,U,U
43,106,2096.3997816,1,106G,G,7,1,93,12,17,4,1FALP5249P,1,56,0,C,56,1,1,1,1,1,140,0,0,0,0,0,0,0,998,998,5,U,U,U,U,0,2,17,0,0,2,0,998,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27410,1,0,0,0,0,0,0,13,62,0,0
43,107,52.588110345,0,107B,B,7,1,84,19,3,2,1G6AM4788E,1,56,U,0,56,1,89,1,1,1,179,0,0,1,0,0,0,0,60,150,1,32,-11,30,1478,1,1,17,1,1,1,1,115,30,5,U,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,27603,U,0,0,0,0,0,0,1,17,0,0
43,107,52.588110345,0,107B,B,7,2,84,12,471,30,1FTBR10C1E,1,72,0,C,72,1,88,1,1,1,115,0,0,1,0,0,0,0,150,60,1,49,-46,-17,776,1,1,17,1,1,8,4,179,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27513,1,0,0,0,0,0,0,1,66,0,0
43,108,7682.0951504,0,108H,H,7,1,84,37,33,2,JHMAB7220E,1,48,0,C,56,1,15,1,1,1,103,0,0,0,0,0,0,0,998,998,5,U,U,U,U,0,2,17,0,0,2,0,998,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27609,1,0,0,0,0,0,0,1,3,0,0
43,109,62.387206818,1,109K,K,7,1,93,52,37,3,4A3CF44B5P,1,64,0,C,72,1,86,1,2,2,115,0,0,0,0,0,0,0,280,10,1,34,-33,-6,463,1,1,17,0,2,U,4,175,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27606,1,0,0,0,0,0,0,1,17,0,0
43,109,62.387206818,1,109K,K,7,2,87,42,36,4,WDBCA35DXH,1,40,0,C,72,1,87,1,2,2,175,0,0,0,0,0,0,0,10,280,1,23,4,-22,516,1,1,17,0,2,1,4,115,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27511,1,0,0,0,0,0,0,3,66,0,0
43,110,62.387206818,0,110K,K,7,1,80,49,32,3,TE72046700,1,64,7,U,72,7,51,1,1,1,99,0,0,0,0,0,4,0,280,100,3,44,-44,-8,668,4,1,11,1,1,1,3,116,2,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27610,U,0,0,0,0,0,0,1,62,1,2
43,110,62.387206818,1,110K,K,7,2,89,22,18,2,1G2NE14U0K,1,U,0,C,72,1,50,1,1,1,116,0,0,0,0,0,U,0,100,280,3,38,-37,7,826,4,0,17,0,1,2,0,N,N,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27610,2,0,0,0,0,0,0,13,10,0,0
43,111,663.79692184,1,111C,C,7,1,93,12,461,21,1FTEE14Y7P,1,89,U,C,72,8,2,1,1,1,202,1,0,1,0,0,0,0,998,998,5,U,U,U,U,0,1,17,0,1,8,4,998,98,1,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27597,2,0,0,0,0,0,0,13,13,2,4
43,112,56.927887374,0,112B,B,7,1,86,37,31,3,JHMAF533XG,1,113,0,C,89,1,98,1,2,2,78,1,0,1,0,0,0,0,330,30,1,47,16,44,676,1,1,17,2,2,U,1,185,4,3,0,0,1,0,1,0,7,0,1,0,7,0,7,0,7,0,7,0,7,27613,U,0,0,0,0,0,0,5,10,0,0
43,112,56.927887374,1,112B,B,7,2,92,18,4,4,1G4BN5378N,1,89,0,C,89,7,98,1,2,2,185,0,0,1,0,0,0,0,30,330,1,22,-20,7,863,1,1,17,0,2,1,3,78,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27509,1,0,0,0,0,0,0,1,53,1,2
