PSUWGT,NATWGT,PSU,CASEID,CASENO,STRATIF,VERSION,VEHNO,MODELYR,MAKE,MODEL,BODYTYPE,VIN,TOWPAR,TRAVELSP,DRINKDRG,ALCTEST,SPLIMIT,MANEUVER,ACCTYPE,DRPRES,OCUPANTS,OCCFORMS,CURBWGT,CARGOWGT,TOWHITCH,DOCTRAJ,CONDTREE,ROLLOVER,FOVERIDE,ROVERIDE,ANGTHIS,ANGOTHER,DVBASIS,DVTOTAL,DVLONG,DVLAT,ENERGY,DVCONFID,INSPTYPE,VINLNGTH,VINJSER,VINJURED,DRIVE,VTREAT,OTVEHWGT,OTBDYTYP,VAIS
2,159.82,1,80E,80,E,1,1,88,22,9,3,1G2FW2189J,1,U,0,C,40,1,6,1,2,2,33,0,0,1,1,0,0,0,998,998,5,U,U,U,U,0,1,17,0,2,1,4,998,98,1
4.1,327.631,1,81F,81,F,1,1,86,14,17,4,1MEBP87U7G,1,U,0,C,40,U,83,1,1,1,29,0,0,0,0,0,0,0,284,137,6,U,U,U,U,0,1,17,0,0,2,0,26,3,0
4.1,327.631,1,81F,81,F,1,2,79,14,3,3,9F14Y61300,1,U,0,C,40,1,82,1,2,2,26,0,0,0,0,0,0,0,137,284,6,U,U,U,U,0,1,11,0,2,1,3,29,4,1
17,1358.47,1,82H,82,H,1,1,80,22,U,2,9999999999,0,0,0,C,35,1,22,1,1,0,U,U,0,0,0,0,0,U,315,315,6,U,U,U,U,0,0,U,N,N,U,N,N,N,N
17,1358.47,1,82H,82,H,1,2,83,48,U,6,9999999999,1,U,0,C,35,U,20,1,1,1,U,U,0,0,0,0,U,U,315,315,6,U,U,U,U,0,0,U,0,0,U,U,N,N,U
17,1358.47,1,82H,82,H,1,3,82,22,U,2,9999999999,0,U,0,C,35,U,98,1,1,0,U,U,0,0,0,0,U,0,315,315,6,U,U,U,U,0,0,U,N,N,U,N,N,N,N
4.1,327.631,1,83F,83,F,1,1,83,12,13,3,2FABP0445D,1,U,0,C,55,9,7,1,1,1,20,0,0,1,0,0,0,0,998,998,5,U,U,U,U,0,1,17,0,1,2,4,998,98,2
1,79.91,1,84C,84,C,1,1,83,9,U,9,9999999999,1,U,0,C,40,1,68,1,3,3,U,0,0,0,0,0,U,0,355,206,6,U,U,U,U,0,0,U,0,3,U,4,N,N,2
1,79.91,1,84C,84,C,1,2,88,49,477,30,JT4RN67SXJ,1,U,0,C,40,2,69,1,2,2,32,0,0,0,0,0,0,0,206,355,6,U,U,U,U,0,1,17,0,2,8,4,U,9,1
3,239.73,1,85E,85,E,1,1,85,47,31,3,YS3AM35JXF,1,U,0,C,40,U,2,1,2,2,26,0,0,0,1,0,0,0,998,998,1,11,11,0,134,1,1,17,0,1,2,4,998,98,1
12,958.92,1,86G,86,G,1,1,85,38,477,30,9999999999,0,0,0,C,40,U,21,1,1,0,U,U,0,0,0,0,0,U,193,193,6,U,U,U,U,0,0,U,N,N,8,N,N,N,N
12,958.92,1,86G,86,G,1,2,85,48,U,4,9999999999,1,U,0,C,40,U,20,1,2,2,U,U,0,1,0,0,U,0,193,193,6,U,U,U,U,0,0,U,0,0,U,0,N,N,0
17,1358.47,1,87H,87,H,1,1,73,7,1,2,LL23C3R200,1,U,0,C,45,6,2,1,1,1,30,0,0,1,0,0,0,0,998,998,5,U,U,U,U,0,2,13,0,1,1,0,998,98,1
1.11,88.7001,1,88D,88,D,1,1,79,14,3,3,9R14Y61500,1,U,0,C,35,U,8,1,1,1,25,0,0,1,1,0,0,0,998,998,1,21,-21,0,388,1,1,11,0,1,1,4,998,98,1
1.11,88.7001,1,89D,89,D,1,1,82,20,13,5,1G2AL68C9C,1,U,0,C,45,U,2,1,1,1,21,0,0,0,1,0,0,0,998,998,1,5,0,5,24,3,1,17,0,1,1,4,998,98,2
3,239.73,1,90E,90,E,1,1,86,35,44,2,JN1MN24S2G,1,U,0,C,30,1,89,1,2,2,18,0,0,0,0,0,0,0,18,18,6,U,U,U,U,0,2,17,0,2,2,4,33,2,1
3,239.73,1,90E,90,E,1,2,81,21,1,2,1G3AR47F1B,1,0,0,C,30,U,88,1,1,1,33,0,0,0,0,0,0,0,118,18,6,U,U,U,U,0,2,17,0,0,1,0,18,2,0
3,239.73,1,90E,90,E,1,3,78,18,U,2,9999999999,0,U,0,C,30,U,98,1,2,0,U,U,0,0,0,0,0,0,298,113,6,U,U,U,U,0,0,U,N,N,U,N,N,N,N
1,79.91,1,91A,91,A,1,1,87,7,477,31,1B7FR14M5H,1,U,U,D,40,U,1,1,1,1,36,0,0,1,1,0,0,0,998,998,2,41,-41,0,2095,1,2,17,1,1,8,1,998,98,6
1,79.91,1,92B,92,B,1,1,83,12,3,3,1FABP28A9D,1,U,0,C,55,1,50,1,1,1,27,0,0,1,0,0,0,0,255,87,1,54,-52,-13,3867,1,1,17,1,1,1,1,29,30,5
1,79.91,1,92B,92,B,1,2,87,12,477,30,1FTCR11T2H,1,U,0,C,55,U,51,1,1,1,29,0,0,1,0,0,0,0,87,255,1,50,-50,0,1574,1,1,17,1,1,8,3,27,3,3
4.1,327.631,1,93F,93,F,1,1,83,18,U,2,9999999999,1,U,0,C,40,3,3,1,1,1,U,U,0,1,1,0,0,0,998,998,6,U,U,U,U,0,0,U,0,1,U,4,N,N,1
1,79.91,1,94C,94,C,1,1,75,6,U,2,9999999999,0,U,0,C,45,U,25,1,1,0,U,U,0,0,0,0,0,0,119,94,6,U,U,U,U,0,0,U,N,N,U,N,N,N,N
1,79.91,1,94C,94,C,1,2,88,23,477,30,1GTBS14E8J,1,U,0,C,45,U,24,1,1,1,26,0,0,0,0,0,0,0,47,303,1,34,-5,-34,1508,1,1,17,1,1,8,3,34,6,3
1,79.91,1,94C,94,C,1,3,78,20,1,6,1W35U8K500,1,U,0,C,45,1,98,1,1,1,34,0,0,0,0,0,0,0,303,47,1,26,-26,5,626,1,1,13,0,1,1,4,26,30,1
1.11,88.7001,1,95D,95,D,1,1,69,22,9,2,223379N100,1,U,0,C,40,U,50,1,1,1,34,0,0,0,0,0,0,0,349,166,1,24,-24,0,816,1,1,13,0,1,1,4,28,4,2
1.11,88.7001,1,95D,95,D,1,2,86,18,7,4,1G4AL19X5G,1,U,0,C,40,4,51,1,1,1,28,0,0,0,0,0,0,0,166,349,1,29,-29,0,768,1,1,17,0,1,2,4,34,2,2
12,958.92,1,96G,96,G,1,1,86,20,32,5,1Y1SK1945G,1,U,0,C,35,3,7,1,1,1,22,0,0,1,0,0,0,0,998,998,5,U,U,U,U,0,2,17,0,1,2,6,998,98,1
3,239.73,1,97E,97,E,1,1,87,22,9,3,9999999999,1,U,0,C,55,U,68,1,1,1,31,0,0,1,0,0,0,0,309,187,6,U,U,U,U,0,2,U,0,1,1,4,U,48,1
3,239.73,1,97E,97,E,1,2,87,2,U,48,9999999999,1,U,0,C,55,3,69,1,2,2,U,U,0,1,0,0,0,0,187,309,6,U,U,U,U,0,0,U,0,0,8,0,N,N,0
17,1358.47,1,98H,98,H,1,1,78,20,10,2,1Z37U81400,1,0,0,C,55,3,7,1,3,3,31,0,0,1,2,0,0,0,998,998,5,U,U,U,U,0,2,13,0,0,1,0,998,98,0
3,239.73,1,99E,99,E,1,1,87,41,35,6,JM1BW622XH,1,U,0,C,40,1,73,1,1,1,22,0,0,0,0,0,0,0,341,269,6,U,U,U,U,0,1,17,0,1,2,4,U,2,1
3,239.73,1,99E,99,E,1,2,76,20,U,2,9999999999,0,U,0,C,40,1,72,1,2,0,U,U,0,0,0,0,0,0,269,341,6,U,U,U,U,0,0,U,N,N,U,N,N,N,N
3,239.73,1,100E,100,E,1,1,80,22,U,4,9999999999,0,0,0,C,35,1,21,1,2,0,U,U,0,0,0,0,0,0,45,52,6,U,U,U,U,0,0,U,N,N,U,N,N,N,N
3,239.73,1,100E,100,E,1,2,85,36,32,2,ZFRAS00B7F,1,U,0,C,35,3,20,1,1,1,24,0,0,1,0,0,0,0,52,45,6,U,U,U,U,0,2,17,0,1,1,4,U,4,1
1,79.91,1,102C,102,C,1,1,84,49,38,6,JT2AL32V2E,0,U,0,C,45,1,98,1,1,0,23,0,0,0,0,0,0,0,91,91,6,U,U,U,U,0,2,17,N,N,2,N,U,2,N
1,79.91,1,102C,102,C,1,2,77,19,U,2,9999999999,1,U,0,C,45,U,98,1,1,1,U,U,0,0,0,0,U,U,91,91,6,U,U,U,U,0,0,U,0,1,U,U,N,N,7
1,79.91,1,102C,102,C,1,3,86,7,472,20,2B4FK51G0G,1,U,0,C,45,1,21,1,2,2,31,0,0,0,0,0,0,0,91,91,1,10,10,0,60,1,2,17,0,1,8,4,26,1,1
1,79.91,1,102C,102,C,1,4,85,22,16,1,1G2JC670XF,1,U,0,C,45,U,20,1,1,1,26,0,0,0,0,0,0,0,91,91,1,12,-12,0,176,1,1,17,0,1,2,4,31,20,1
1,79.91,1,103C,103,C,1,1,87,6,U,4,9999999999,1,U,0,C,35,1,6,1,1,1,U,U,0,1,0,0,0,0,998,998,6,U,U,U,U,0,0,U,0,0,U,3,N,N,0
12,958.92,1,104G,104,G,1,1,86,12,13,6,1FABP3495G,1,U,0,C,55,1,1,1,1,1,22,0,0,0,0,0,0,0,998,998,5,U,U,U,U,0,2,17,0,1,2,0,998,98,1
1,79.91,1,105C,105,C,1,1,82,12,473,31,2FTEF14E3C,1,U,0,C,35,3,83,1,1,1,39,0,0,1,0,0,0,0,132,37,1,13,-12,2,368,3,1,17,0,1,8,0,32,4,1
1,79.91,1,105C,105,C,1,2,84,22,2,4,1G2AN69A3E,1,U,0,C,35,U,82,1,1,1,32,0,0,1,0,0,0,0,37,132,1,16,3,15,170,1,2,17,0,1,1,3,39,31,2
4.1,327.631,1,106F,106,F,1,1,77,23,473,31,9999999999,0,U,0,C,35,3,20,1,2,0,U,U,0,1,0,0,U,0,300,300,6,U,U,U,U,0,0,U,N,N,8,N,N,N,N
4.1,327.631,1,106F,106,F,1,2,81,12,12,4,1FABP21B4B,1,0,0,C,35,1,21,1,1,1,28,0,0,0,0,0,5,0,300,300,6,U,U,U,U,0,1,17,0,1,1,4,U,31,1
4.1,327.631,1,106F,106,F,1,3,69,20,8,2,11429W3800,0,0,0,C,35,1,98,1,1,0,32,0,0,0,0,0,0,1,300,300,6,U,U,U,U,0,2,12,N,N,1,N,28,4,N
3,239.73,1,107E,107,E,1,1,88,21,1,2,1G3NF14D4J,1,U,0,C,40,3,69,1,4,4,25,0,0,1,0,0,0,0,9,126,1,13,-13,4,271,1,2,17,0,3,1,4,32,2,1
3,239.73,1,107E,107,E,1,2,83,18,10,2,1G4AM47A4D,1,U,0,C,40,1,68,1,1,1,32,0,0,1,0,0,0,0,126,9,1,12,-4,-11,211,1,2,17,0,1,1,0,25,2,1
17,1358.47,1,108H,108,H,1,1,75,22,U,2,9999999999,1,U,0,C,40,U,50,1,1,1,U,U,0,0,0,0,U,0,21,232,6,U,U,U,U,0,0,U,0,0,U,0,N,N,0
17,1358.47,1,108H,108,H,1,2,78,20,4,2,1Z87L85400,1,U,0,C,40,9,51,1,1,1,36,0,0,1,0,0,0,0,232,21,6,U,U,U,U,0,2,13,0,0,1,0,U,2,0
12,958.92,1,109G,109,G,1,1,87,20,16,4,1G1JC5118H,1,U,0,C,30,U,1,1,2,2,23,0,0,0,0,0,0,0,998,998,5,U,U,U,U,0,2,17,0,0,2,0,998,98,0
3,239.73,1,110E,110,E,1,1,86,30,42,5,1VWFA0173G,1,U,0,C,35,1,21,1,1,1,22,0,0,0,0,0,0,0,232,232,1,12,12,0,122,1,1,17,0,1,2,4,23,3,1
3,239.73,1,110E,110,E,1,2,87,7,8,3,1B3BZ44C6H,1,U,0,C,35,2,20,1,1,1,23,0,0,0,0,0,0,0,232,232,1,12,-12,0,96,1,1,17,0,1,2,4,22,5,1
1,79.91,1,111C,111,C,1,1,86,46,39,5,1XMAW9936G,1,U,0,C,45,U,87,1,1,1,20,0,0,0,0,0,0,0,348,91,1,20,0,20,309,1,1,17,1,1,2,3,32,30,3
1,79.91,1,111C,111,C,1,2,84,18,7,6,1G4AH35E2E,0,U,0,C,45,1,86,1,1,0,29,0,0,0,0,0,0,0,160,271,6,U,U,U,U,0,2,17,N,N,2,N,20,5,N
1,79.91,1,111C,111,C,1,3,87,35,477,30,1N6HD16Y6H,0,U,0,C,45,U,98,1,1,0,32,0,0,0,0,0,0,0,91,348,1,13,-13,0,248,1,2,17,N,N,8,N,20,5,N
3,239.73,1,112E,112,E,1,1,80,18,7,2,4H87AAH100,1,U,0,C,35,U,69,1,1,1,32,0,0,0,0,0,0,0,200,0,1,9,-8,5,141,1,1,13,0,1,1,4,21,4,1
3,239.73,1,112E,112,E,1,2,86,49,32,4,JT2AE82E9G,1,U,0,C,35,U,68,1,2,2,21,0,0,0,0,0,0,0,0,200,1,13,-9,-9,254,1,1,17,0,2,2,4,32,2,1
4.1,327.631,1,113F,113,F,1,1,75,7,U,31,9999999999,1,U,0,C,30,U,69,1,1,1,U,0,0,0,0,0,0,0,56,197,6,U,U,U,U,0,0,U,0,0,8,0,N,N,0
4.1,327.631,1,113F,113,F,1,2,81,12,3,2,1FABP10A7B,1,U,0,C,30,1,68,1,1,1,26,0,0,0,0,0,0,0,197,56,6,U,U,U,U,0,1,17,0,1,1,4,U,31,1
12,958.92,1,114G,114,G,1,1,77,20,474,21,CGU157U200,0,U,0,C,35,1,21,1,1,0,39,0,0,0,0,0,0,1,27,27,1,9,9,0,61,1,2,13,N,N,8,N,24,30,N
12,958.92,1,114G,114,G,1,2,84,35,477,30,1N6ND01S1E,1,U,0,C,35,3,20,1,1,1,24,1,0,1,0,0,4,0,27,27,1,14,-14,0,217,1,1,17,0,0,8,0,39,21,0
1.11,88.7001,1,115D,115,D,1,1,77,12,5,2,7H30H19000,1,U,2,D,55,9,7,1,4,4,40,0,0,1,0,0,0,0,998,998,5,U,U,U,U,0,2,11,0,4,1,4,998,98,2
1.11,88.7001,1,116D,116,D,1,1,75,20,4,2,1Z37J5S400,1,U,1,D,55,3,14,1,2,2,35,0,0,0,1,0,0,0,998,998,1,21,-21,0,565,1,1,13,0,2,1,U,998,98,7
3,239.73,1,117E,117,E,1,1,80,22,U,2,9999999999,1,U,0,C,30,3,83,1,1,1,U,U,0,1,0,0,0,0,51,287,6,U,U,U,U,0,0,U,0,1,U,4,N,N,1
3,239.73,1,117E,117,E,1,2,86,21,1,6,1G3AJ35X4G,1,U,0,C,30,U,82,1,4,4,27,0,0,1,0,0,0,0,287,51,6,U,U,U,U,0,1,17,0,1,1,U,U,2,7
1,79.91,1,118A,118,A,1,1,87,9,11,4,1P3BP36D3H,1,U,0,D,55,U,83,1,1,1,24,0,0,0,0,0,0,0,134,33,1,30,-28,-10,1143,2,1,17,1,1,2,1,39,2,4
1,79.91,1,118A,118,A,1,2,84,21,5,2,1G3AZ57Y6E,1,U,0,C,35,U,82,1,1,1,39,0,0,0,0,0,0,0,33,134,1,19,-9,16,378,1,1,17,0,1,2,4,24,4,1
1.11,88.7001,1,119D,119,D,1,1,76,20,8,2,1Y27Q6T100,1,U,0,C,40,1,1,1,1,1,34,0,0,0,2,0,0,0,998,998,5,U,U,U,U,0,1,14,0,1,1,3,998,98,2
3,239.73,1,120E,120,E,1,1,84,20,15,5,1G1AX68R4E,1,U,0,C,40,U,98,1,2,2,26,0,0,0,0,0,0,0,138,138,6,U,U,U,U,0,1,17,0,2,2,4,U,2,1
3,239.73,1,120E,120,E,1,2,77,21,U,2,9999999999,0,U,0,C,40,U,98,1,3,0,U,U,0,0,0,0,0,0,138,138,6,U,U,U,U,0,0,U,N,N,U,N,N,N,N
12,958.92,1,121G,121,G,1,1,88,20,U,2,9999999999,0,U,0,C,35,U,83,1,1,0,U,U,0,0,0,0,0,0,0,257,6,U,U,U,U,0,0,U,N,N,U,N,N,N,N
12,958.92,1,121G,121,G,1,2,85,12,13,5,1FABP3693F,1,U,0,C,30,U,82,1,1,1,22,0,0,0,0,0,0,0,257,0,6,U,U,U,U,0,2,17,0,0,2,0,U,2,0
17,1358.47,1,122H,122,H,1,1,67,20,1,4,135697G100,1,U,0,C,55,U,3,1,1,1,31,0,0,1,1,0,0,0,998,998,5,U,U,U,U,0,1,13,0,0,1,0,998,98,0
1,79.91,1,123A,123,A,1,1,88,21,17,2,9999999999,1,U,1,D,55,U,10,1,2,2,25,0,0,0,0,0,0,0,998,998,5,U,U,U,U,0,2,U,1,2,2,1,998,98,4
1,79.91,1,124C,124,C,1,1,80,20,1,4,1W19HA1400,1,U,0,C,55,U,83,1,2,2,32,0,0,0,0,0,0,0,342,254,1,15,-14,-4,126,1,2,13,0,2,1,4,22,5,1
1,79.91,1,124C,124,C,1,2,85,9,8,5,1P3BM18C0F,1,U,0,C,55,U,82,1,1,1,22,0,0,0,0,0,0,0,254,342,1,23,-4,23,633,1,2,17,1,1,2,3,32,4,3
4.1,327.631,1,125F,125,F,1,1,79,35,U,2,9999999999,1,U,1,D,55,U,2,1,1,1,U,U,0,1,2,0,0,0,998,998,5,U,U,U,U,0,0,U,0,1,U,4,N,N,1
1,79.91,1,126C,126,C,1,1,88,49,477,30,JT4RN67S3J,1,U,0,C,30,1,87,1,2,2,35,0,0,1,0,4,0,0,997,997,5,U,U,U,U,0,2,17,0,0,8,0,998,98,0
1,79.91,1,126C,126,C,1,2,87,9,8,5,1P3BM18CXH,1,U,0,C,30,1,86,1,2,2,21,0,0,1,0,0,0,0,139,231,6,U,U,U,U,0,1,17,0,2,2,3,35,30,2
3,239.73,1,127E,127,E,1,1,85,49,U,4,9999999999,0,U,0,C,45,1,98,1,1,0,U,U,0,0,0,0,0,U,78,78,6,U,U,U,U,0,0,U,N,N,U,N,N,N,N
3,239.73,1,127E,127,E,1,2,80,12,3,2,0F02A25800,1,U,0,C,45,1,25,1,1,1,26,0,0,0,0,0,1,0,78,78,6,U,U,U,U,0,1,11,0,1,1,4,U,4,1
3,239.73,1,127E,127,E,1,3,85,9,444,6,JP3BG49D2F,1,U,0,C,45,4,24,1,1,1,25,0,0,0,0,0,0,0,78,78,1,13,-13,0,109,1,1,17,0,1,U,4,26,2,1
12,958.92,1,128G,128,G,1,1,86,37,31,3,JHMAF5331G,1,U,0,C,40,1,45,1,2,2,18,0,0,0,0,0,0,0,23,12,6,U,U,U,U,0,1,17,0,0,U,0,U,29,0
12,958.92,1,128G,128,G,1,2,85,9,U,29,9999999999,1,U,1,C,40,U,47,1,1,1,U,0,0,0,0,0,0,0,12,23,6,U,U,U,U,0,0,U,0,0,8,0,N,N,0
3,239.73,1,129E,129,E,1,1,85,7,U,4,9999999999,1,U,0,C,55,U,7,1,2,2,U,U,0,1,0,2,0,0,997,997,5,U,U,U,U,0,0,U,0,1,U,4,N,N,1
1.11,88.7001,1,130D,130,D,1,1,83,18,10,4,1G4AJ69A6D,1,U,0,C,30,1,6,1,1,1,33,0,0,1,0,0,0,0,998,998,5,U,U,U,U,0,1,17,0,1,1,3,998,98,1
1.11,88.7001,1,131D,131,D,1,1,74,30,34,6,4642028600,1,U,U,U,55,U,7,1,1,1,24,0,0,1,0,4,0,0,997,997,5,U,U,U,U,0,1,10,0,1,1,4,998,98,2
3,239.73,1,132E,132,E,1,1,84,14,6,4,1MEBP95F0E,1,U,0,C,40,U,68,1,1,1,38,0,0,0,0,0,0,0,135,340,1,11,-11,-2,201,1,1,17,0,0,1,0,22,5,U
3,239.73,1,132E,132,E,1,2,86,20,32,5,1Y1SK6846G,1,U,0,C,40,1,69,1,1,1,22,0,0,1,0,0,0,0,340,135,1,18,-18,3,327,2,1,17,0,1,2,4,38,4,1
4.1,327.631,1,133F,133,F,1,1,83,7,473,31,1B7FD14M6D,1,U,1,D,40,6,2,1,2,2,33,0,1,1,2,0,0,0,998,998,5,U,U,U,U,0,1,17,0,1,8,4,998,98,1
12,958.92,1,134G,134,G,1,1,85,9,U,4,9999999999,1,U,0,C,55,U,7,1,1,1,U,0,0,0,0,0,0,0,998,998,5,U,U,U,U,0,0,U,0,0,U,0,N,N,0
2.43,194.1813,1,135D,135,D,1,1,76,20,9,2,1Q87D6N500,1,U,1,U,35,U,64,1,2,2,36,0,0,0,0,0,0,0,259,123,1,23,-20,-11,681,1,1,13,0,2,1,4,34,4,1
2.43,194.1813,1,135D,135,D,1,2,80,12,11,4,0W82F13200,1,U,0,C,35,U,65,1,2,2,34,0,0,0,0,0,0,0,123,259,1,22,-22,4,700,1,1,11,0,2,1,4,36,2,2
8.3,663.253,1,136F,136,F,1,1,87,34,U,9,9999999999,0,U,0,C,40,U,46,1,1,0,U,U,0,0,0,0,U,0,270,277,6,U,U,U,U,0,0,U,N,N,U,N,N,N,N
8.3,663.253,1,136F,136,F,1,2,81,21,U,9,9999999999,1,U,0,C,40,U,45,1,1,1,U,U,0,0,1,0,0,U,998,998,6,U,U,U,U,0,0,U,0,1,U,4,N,N,1
6.1,487.451,1,137E,137,E,1,1,88,22,9,3,1G2FS21S3J,1,U,0,C,30,7,7,1,1,1,31,0,0,1,1,0,0,0,998,998,1,22,-22,4,566,1,1,17,0,1,1,4,998,98,1
1,79.91,1,138B,138,B,1,1,80,12,9,3,0X11A15200,1,U,1,D,30,U,7,1,1,1,25,0,0,1,1,0,0,0,998,998,1,24,-4,24,518,1,2,11,1,1,1,1,998,98,5
1.5,119.865,1,139C,139,C,1,1,81,20,U,39,9999999999,1,U,0,C,35,U,51,1,1,1,U,U,0,0,0,0,U,0,126,308,6,U,U,U,U,0,0,U,0,1,8,4,N,N,2
1.5,119.865,1,139C,139,C,1,2,86,12,U,2,9999999999,1,U,0,C,35,U,50,1,1,1,U,U,0,0,0,0,U,0,308,126,6,U,U,U,U,0,0,U,0,1,U,4,N,N,1
6.1,487.451,1,140E,140,E,1,1,80,20,U,4,9999999999,0,0,0,C,35,U,98,1,3,0,U,U,0,0,0,0,0,U,302,302,6,U,U,U,U,0,0,U,N,N,U,N,N,N,N
6.1,487.451,1,140E,140,E,1,2,88,22,U,4,9999999999,1,U,0,C,35,U,29,1,1,1,U,U,0,0,0,0,U,U,302,302,6,U,U,U,U,0,0,U,0,1,U,4,N,N,1
6.1,487.451,1,140E,140,E,1,3,87,23,U,49,9999999999,0,U,0,C,35,U,28,1,1,0,U,U,0,0,0,0,U,0,302,302,6,U,U,U,U,0,0,U,N,N,8,N,N,N,N
27,2157.57,1,141G,141,G,1,1,85,35,U,2,9999999999,1,U,1,C,30,U,3,1,1,1,U,U,0,1,7,0,0,0,998,998,5,U,U,U,U,0,0,U,0,0,U,0,N,N,0
6.1,487.451,1,142E,142,E,1,1,87,19,3,2,1G6CD1188H,1,U,0,C,30,1,86,1,2,2,33,0,0,0,0,0,0,0,167,289,5,U,U,U,U,0,1,17,0,1,2,4,36,2,1
6.1,487.451,1,142E,142,E,1,2,71,22,1,2,237371G100,1,U,0,C,40,U,87,1,1,1,36,U,0,0,0,0,0,0,289,167,5,U,U,U,U,0,1,12,0,1,1,4,33,2,1
12.45,994.8795,1,143F,143,F,1,1,U,U,U,U,9999999999,0,U,1,U,55,U,47,,,,,,,,,,,,,,,,,,,,,U,N,N,8,N,N,N,N
12.45,994.8795,1,143F,143,F,1,2,83,20,13,5,1G1AB68C5D,1,U,0,C,55,U,45,1,2,2,23,0,0,0,0,0,0,0,319,319,5,U,U,U,U,0,1,17,0,2,1,4,N,U,7
52.5,4195.275,1,144H,144,H,1,1,72,12,U,39,9999999999,1,U,0,C,40,U,2,1,2,2,U,U,0,0,7,0,0,0,998,998,5,U,U,U,U,0,0,U,0,0,8,0,N,N,0
1.5,119.865,1,145C,145,C,1,1,78,20,U,9,9999999999,1,U,0,C,40,U,50,1,2,2,U,U,0,0,0,0,U,0,80,265,5,U,U,U,U,0,0,U,0,0,U,0,N,N,0
1.5,119.865,1,145C,145,C,1,2,84,18,7,4,1G4AL19EXE,1,U,0,C,40,9,51,1,1,1,28,0,0,0,0,0,0,0,265,80,5,U,U,U,U,0,2,17,0,1,2,4,U,9,1
27,2157.57,1,146G,146,G,1,1,88,12,U,2,9999999999,1,U,0,C,35,U,2,1,1,1,U,U,0,0,0,0,0,0,998,998,5,U,U,U,U,0,0,U,0,0,U,0,N,N,0
1.5,119.865,1,147C,147,C,1,1,87,41,477,30,9999999999,1,U,0,C,55,U,50,1,1,1,U,U,0,0,0,0,U,U,153,310,6,U,U,U,U,0,0,U,0,1,8,3,N,N,1
1.5,119.865,1,147C,147,C,1,2,77,9,U,6,9999999999,1,U,0,C,55,U,51,1,5,5,U,U,0,0,0,0,U,U,310,153,6,U,U,U,U,0,0,U,1,4,U,3,N,N,3
6.1,487.451,1,148E,148,E,1,1,88,9,U,29,9999999999,1,U,0,C,35,U,51,1,1,1,U,U,0,0,0,0,U,0,213,20,6,U,U,U,U,0,0,U,0,1,8,4,N,N,1
6.1,487.451,1,148E,148,E,1,2,82,35,U,4,9999999999,1,U,0,C,35,U,50,1,1,1,U,U,0,0,0,0,U,0,20,215,6,U,U,U,U,0,0,U,0,1,U,4,N,N,1
8.3,663.253,1,149F,149,F,1,1,78,20,U,6,9999999999,1,U,0,C,35,U,2,1,1,1,U,U,0,0,1,0,0,0,998,998,6,U,U,U,U,0,0,U,0,1,U,4,N,N,1
2.25,179.7975,1,150C,150,C,1,1,77,20,U,2,9999999999,1,U,0,C,45,U,64,1,2,2,U,U,0,0,0,0,0,0,340,97,6,U,U,U,U,0,0,U,0,1,U,4,N,N,1
2.25,179.7975,1,150C,150,C,1,2,84,39,U,2,9999999999,1,U,0,C,45,U,65,1,1,1,U,U,0,0,0,0,0,0,97,340,6,U,U,U,U,0,0,U,0,1,U,4,N,N,1
3.645,291.27195,1,151D,151,D,1,1,83,12,3,3,1FABP28F0D,1,U,0,C,55,8,2,1,4,4,28,0,0,1,0,0,0,0,998,998,5,U,U,U,U,0,1,17,0,3,1,4,998,98,2
27,2157.57,1,152G,152,G,1,1,84,35,42,5,JN1HT13S0E,1,U,0,C,35,8,2,1,1,1,22,0,0,1,1,0,0,0,998,998,5,U,U,U,U,0,2,17,0,1,2,0,998,98,1
6.1,487.451,1,153E,153,E,1,1,85,7,35,3,9999999999,1,U,0,C,40,6,7,1,1,1,28,1,0,1,1,0,0,0,998,998,6,U,U,U,U,0,0,U,0,1,1,3,N,N,2
35,2796.85,1,154H,154,H,1,1,80,12,U,2,9999999999,1,U,0,C,55,U,7,1,1,1,U,U,0,0,0,0,0,0,998,998,5,U,U,U,U,0,0,U,0,0,U,0,N,N,0
43,1054.36,2,1G,1,G,1,1,87,23,473,31,1GTEV14H9H,1,U,1,18,55,1,7,1,1,1,U,U,0,0,2,0,0,0,998,998,4,U,U,U,U,0,0,17,0,0,8,0,N,N,0
2.96,72.5792,2,2C,2,C,1,1,88,12,3,3,1FABP42E8J,1,U,1,10,40,7,50,1,2,2,29,0,0,0,0,0,0,0,220,70,1,17,-16,-4,360,1,1,17,0,2,1,4,25,4,2
2.96,72.5792,2,2C,2,C,1,2,86,9,7,4,1P3BJ46DXG,1,U,0,C,40,7,51,1,1,1,25,0,0,0,0,0,0,0,70,220,1,20,-17,10,522,1,1,17,0,1,2,4,29,3,1
2.96,72.5792,2,3C,3,C,1,1,85,12,4,2,9999999999,1,U,0,C,55,1,1,1,1,1,31,0,0,0,1,0,0,0,998,998,4,U,U,U,U,0,0,U,0,1,1,4,N,N,2
15.2,372.704,2,4F,4,F,1,1,75,18,1,2,4E37C5G100,1,U,0,C,55,6,8,1,1,1,38,0,0,0,1,0,0,0,998,998,1,26,-26,0,903,1,1,13,0,1,1,4,998,98,1
63,1544.76,2,5H,5,H,1,1,73,42,31,4,1511010300,1,U,0,C,55,3,45,1,1,1,31,0,0,0,0,0,0,0,87,87,5,U,U,U,U,0,1,13,0,0,1,0,U,9,0
