PSUWGT,NATWGT,PSU,CASEID,CASENO,STRATIF,VERSION,VEHNO,MODELYR,MAKE,MODEL,BODYTYPE,VIN,TOWPAR,TRAVELSP,DRINKDRG,ALCTEST,SPLIMIT,MANEUVER,ACCTYPE,DRPRES,OCUPANTS,OCCFORMS,CURBWGT,CARGOWGT,TOWHITCH,DOCTRAJ,CONDTREE,ROLLOVER,FOVERIDE,ROVERIDE,ANGTHIS,ANGOTHER,DVBASIS,DVTOTAL,DVLONG,DVLAT,ENERGY,DVCONFID,INSPTYPE,VINLNGTH,VINJSER,VINJURED,DRIVE,VTREAT,OTVEHWGT,OTBDYTYP,VAIS
12,322.8,71,42F,42,F,1,1,76,18,15,2,4B27CGK100,1,U,1,24,45,2,7,1,1,1,34,0,0,0,0,0,4,0,133,133,1,29,-29,0,370,1,1,13,0,1,1,0,31,6,2
12,322.8,71,42F,42,F,1,2,83,12,6,6,1FABP40X0D,1,U,7,C,45,1,98,1,1,1,31,0,0,0,0,0,0,1,133,133,1,32,32,0,1714,1,1,17,0,1,1,3,34,2,2
34,914.6,71,43G,43,G,1,1,87,7,15,3,1B3BA54E5H,1,U,0,C,30,2,20,1,1,1,27,0,0,0,0,0,4,0,290,290,1,10,-10,0,106,2,1,17,0,0,2,0,31,4,0
34,914.6,71,43G,43,G,1,2,87,14,17,4,1MEBM53U3H,0,0,0,C,30,1,21,1,1,0,31,0,0,0,0,0,0,1,290,290,1,9,9,0,106,2,1,17,N,N,2,N,27,3,N
2.35,63.215,71,44C,44,C,1,1,88,20,17,4,1G1AW51R4J,1,U,0,C,50,1,69,1,1,1,27,1,0,1,0,0,0,0,90,187,1,14,-13,5,401,1,1,17,0,1,2,0,23,3,1
2.35,63.215,71,44C,44,C,1,2,84,7,8,3,1B3BZ44C3E,1,U,0,C,50,1,68,1,1,1,23,0,0,0,0,0,0,0,187,90,1,17,-3,-16,315,1,1,17,0,1,2,4,27,4,1
2.35,63.215,71,45C,45,C,1,1,84,20,9,3,1G1AP8711E,1,U,1,C,40,1,82,1,3,3,30,0,0,0,0,0,0,0,64,180,1,23,-15,18,568,1,1,17,0,3,1,4,37,2,1
2.35,63.215,71,45C,45,C,1,2,76,18,7,2,4E37C6Z100,1,U,1,C,45,4,83,1,3,3,37,0,0,0,0,0,0,0,180,64,1,19,-18,-7,797,1,1,13,0,3,1,4,30,3,2
9.5,255.55,71,46E,46,E,1,1,85,9,8,3,1P3BM44C6F,1,U,7,C,40,9,48,1,2,2,23,0,0,0,0,0,0,0,105,90,1,18,-17,6,408,2,1,17,0,2,2,4,47,21,7
9.5,255.55,71,46E,46,E,1,2,87,20,474,21,1GBEG25K5H,0,0,7,C,40,1,48,1,7,0,47,0,0,0,0,0,0,0,90,105,1,8,8,0,63,1,1,17,N,N,8,N,23,3,N
9.5,255.55,71,47E,47,E,1,1,86,20,16,4,1G1JD69P6G,1,U,1,D,25,1,7,1,1,1,24,0,0,1,1,0,0,0,998,998,2,16,0,-16,294,4,1,17,0,1,2,3,998,98,1
2.35,63.215,71,48C,48,C,1,1,85,18,7,4,1G4AH19E5F,1,U,0,C,45,1,1,1,1,1,28,0,0,1,1,0,0,0,998,998,5,U,U,U,U,0,1,17,1,1,2,3,998,98,3
12,322.8,71,49F,49,F,1,1,73,20,9,2,1S87H3N100,1,U,0,C,25,1,68,1,2,2,34,0,0,0,0,0,0,0,165,0,1,14,-14,-2,320,1,1,13,0,2,1,4,18,30,1
12,322.8,71,49F,49,F,1,2,84,41,477,30,JM2UC1246E,0,U,0,C,25,4,69,1,1,0,18,0,0,0,0,0,0,0,0,165,1,26,-26,5,407,2,1,17,N,N,8,N,34,2,N
50,1345,71,50H,50,H,1,1,83,20,16,6,1G1AC35P1D,1,U,0,C,40,3,20,1,1,1,25,0,0,0,0,0,0,0,270,270,1,11,-11,0,110,1,1,17,0,0,2,0,25,2,0
50,1345,71,50H,50,H,1,2,83,49,33,2,JT2RA64C19,0,0,0,C,40,1,22,1,2,0,25,0,0,0,0,0,0,0,270,270,1,11,11,0,139,1,1,17,N,N,1,N,25,6,N
2.35,63.215,71,51C,51,C,1,1,86,12,15,4,1FABP22X0G,1,U,0,C,35,8,28,1,2,2,24,0,0,0,0,0,0,0,180,180,3,26,-26,0,589,2,2,17,0,2,2,4,32,2,1
2.35,63.215,71,51C,51,C,1,2,80,22,10,2,2J37AAP500,1,U,0,C,35,1,29,1,2,2,32,0,0,0,0,0,0,0,180,180,3,20,20,0,513,2,1,13,0,2,1,6,24,4,1
3.64,97.916,71,52D,52,D,1,1,78,20,13,3,1B08E8Y100,1,U,1,U,25,1,1,1,1,1,20,0,0,1,1,0,0,0,998,998,1,48,-47,-8,1889,1,1,13,0,1,1,3,998,98,2
3.64,97.916,71,53D,53,D,1,1,82,9,11,4,1P3BP46B1C,1,U,7,C,40,2,20,1,6,6,23,0,0,1,0,0,4,0,90,90,1,20,-20,0,266,1,1,17,0,6,2,3,38,2,2
3.64,97.916,71,53D,53,D,1,2,78,9,3,2,RH23G8A100,0,0,7,C,40,1,22,1,2,0,38,0,0,0,0,0,0,1,90,90,1,14,14,0,420,1,1,13,N,N,1,N,23,4,N
9.5,255.55,71,54E,54,E,1,1,86,20,473,31,1GCEC14H4G,1,U,0,C,45,9,20,1,3,3,37,0,0,0,0,0,4,0,270,270,1,14,-14,0,243,1,1,17,0,3,8,4,36,4,1
9.5,255.55,71,54E,54,E,1,2,80,21,2,4,3N69YAX100,1,0,0,C,45,1,22,1,2,2,36,0,0,0,0,0,0,1,270,270,1,15,15,0,369,1,1,13,0,1,1,4,37,31,1
34,914.6,71,55G,55,G,1,1,81,12,12,4,1FABP21B1B,1,U,0,C,35,1,50,1,2,2,27,0,0,0,0,0,1,0,170,0,1,23,-23,0,798,1,1,17,0,1,1,6,32,4,1
34,914.6,71,55G,55,G,1,2,85,21,3,4,1G3CW6930F,1,U,0,C,35,2,51,1,1,1,32,0,0,0,0,0,4,0,0,170,1,22,-21,4,283,1,1,17,0,1,1,6,27,4,1
1,26.9,71,56A,56,A,1,1,85,20,9,3,1G1FP87H1F,1,U,1,19,45,9,7,1,2,2,31,0,0,1,1,0,0,0,998,998,6,U,U,U,U,0,1,17,1,2,1,1,998,98,6
1,26.9,71,57A,57,A,1,1,84,12,3,3,1FABP28M1E,1,U,1,D,55,8,2,1,3,3,28,0,0,0,1,U,0,0,998,998,6,U,U,U,U,0,1,17,3,3,1,1,998,98,6
2.35,63.215,71,58C,58,C,1,1,84,21,1,4,1G3AR69A5E,1,U,0,C,30,1,68,1,1,1,35,0,0,0,0,2,0,0,120,0,1,11,-7,-9,171,1,1,17,0,1,1,4,29,6,1
2.35,63.215,71,58C,58,C,1,2,78,12,12,6,F8X94T1400,1,U,0,C,30,7,69,1,2,2,29,0,0,0,0,0,0,0,0,120,1,13,-12,2,175,1,1,13,0,2,1,4,35,4,1
2.35,63.215,71,59C,59,C,1,1,84,35,44,2,JN1MN2459E,1,U,7,C,45,2,69,1,1,1,19,0,0,0,0,0,0,0,0,116,6,U,U,U,U,0,1,17,0,1,2,4,36,31,1
2.35,63.215,71,59C,59,C,1,2,85,20,473,31,1GCEK14H4F,0,U,7,C,45,1,68,1,1,0,36,0,0,0,0,0,0,0,116,0,6,U,U,U,U,0,2,17,N,N,8,N,19,2,N
3.64,97.916,71,60D,60,D,1,1,80,49,32,3,TE72042800,1,U,7,C,45,1,14,1,1,1,22,0,0,0,0,0,0,0,998,998,5,U,U,U,U,0,1,11,1,1,1,3,998,98,3
3.64,97.916,71,61D,61,D,1,1,80,18,15,2,4B377AW200,1,U,0,C,45,3,88,1,3,3,26,0,0,0,0,0,0,0,0,250,1,14,-13,-2,233,2,1,13,0,3,2,4,32,4,2
3.64,97.916,71,61D,61,D,1,2,81,21,1,4,1G3AR69A7B,1,U,0,C,35,1,89,1,3,3,32,0,0,0,0,0,0,0,250,0,1,10,-3,9,95,1,1,17,0,3,1,4,26,2,1
12,322.8,71,62F,62,F,1,1,81,49,32,3,JT2TE72C1B,1,U,0,C,35,3,69,1,1,1,22,0,0,0,0,0,0,0,133,252,1,10,-10,0,142,1,1,17,0,1,1,4,22,3,1
12,322.8,71,62F,62,F,1,2,80,49,32,3,TE72053100,1,U,0,C,35,1,68,1,2,2,22,0,0,0,0,0,0,0,252,133,1,10,-5,-9,69,1,1,11,0,1,1,4,22,3,1
50,1345,71,63H,63,H,1,1,81,22,13,3,1G2AM0891B,1,U,1,D,25,1,14,1,1,1,21,0,0,0,0,0,0,0,998,998,5,U,U,U,U,0,1,17,0,0,1,0,998,98,0
9.5,255.55,71,64E,64,E,1,1,85,22,16,2,1G2JB2708F,1,U,1,U,45,6,2,1,1,1,23,0,0,1,0,U,0,0,997,997,5,U,U,U,U,0,1,17,0,1,2,3,998,98,2
12,322.8,71,65F,65,F,1,1,83,7,474,21,2B6HB23T3D,1,U,1,D,25,1,2,1,1,1,U,U,0,1,2,0,0,0,998,998,6,U,U,U,U,0,0,17,0,1,8,4,N,N,1
34,914.6,71,66G,66,G,1,1,77,22,2,4,2N69Y7P300,0,U,0,C,65,1,25,1,2,0,37,12,1,0,0,0,0,0,U,U,5,U,U,U,U,0,1,13,N,N,1,N,998,98,N
34,914.6,71,66G,66,G,1,2,88,12,473,31,1FTEF15Y4J,1,U,1,C,65,2,24,1,2,2,37,2,0,0,0,0,0,0,U,U,5,U,U,U,U,0,1,17,0,0,8,0,37,4,0
1,26.9,71,67B,67,B,1,1,77,12,3,2,F7F02Y2000,1,U,0,C,45,8,88,1,2,2,27,0,0,1,0,0,0,0,175,90,1,40,-40,-7,627,2,1,13,0,2,1,4,33,4,2
1,26.9,71,67B,67,B,1,2,80,18,7,4,4L69AAH100,1,U,0,C,45,1,89,1,3,3,33,0,0,0,0,2,0,0,90,175,1,32,-6,32,2550,1,1,13,1,3,1,1,27,2,4
3.64,97.916,71,68D,68,D,1,1,83,14,13,3,1MEBP5422D,1,U,1,17,45,6,98,1,4,4,20,1,0,1,0,4,0,0,997,997,5,U,U,U,U,0,1,17,0,4,2,3,998,98,1
3.64,97.916,71,69D,69,D,1,1,80,49,32,6,TE72502400,1,U,1,C,50,3,20,1,1,1,22,0,0,0,0,0,4,0,0,0,1,21,-21,0,121,1,1,11,0,1,1,4,25,4,1
3.64,97.916,71,69D,69,D,1,2,87,18,12,4,1G4JS51K9H,1,0,7,C,50,1,21,1,1,1,25,0,0,0,0,0,0,1,0,0,1,18,18,0,518,1,1,17,0,0,2,0,22,6,0
50,1345,71,70H,70,H,1,1,81,35,35,3,JN1PN06S0B,1,U,7,C,25,1,6,1,1,1,20,0,0,1,1,0,0,0,998,998,1,17,-17,0,223,1,1,17,0,0,2,0,998,98,0
2.35,63.215,71,71C,71,C,1,1,71,12,6,4,1N54H13100,1,U,0,C,50,1,88,1,1,1,38,0,0,0,0,0,0,0,90,2,1,13,-10,-8,629,1,1,11,0,1,1,0,22,3,1
2.35,63.215,71,71C,71,C,1,2,86,14,13,3,2MEBP5198G,1,U,0,C,50,3,89,1,1,1,22,0,0,0,0,0,0,0,2,90,1,23,-15,18,206,1,1,17,0,1,2,4,38,4,1
3.64,97.916,71,72D,72,D,1,1,78,12,12,2,8E93T16000,1,U,7,C,45,1,50,1,3,3,30,0,0,0,0,0,0,0,175,4,3,11,-10,-2,98,3,1,11,0,3,1,4,41,6,2
3.64,97.916,71,72D,72,D,1,2,81,21,2,6,1G3AP35Y9B,1,U,7,C,45,9,51,1,2,2,41,0,0,0,0,0,0,0,4,175,3,8,-8,0,159,3,1,17,0,2,1,4,30,2,1
34,914.6,71,73G,73,G,1,1,86,9,11,2,1P3BP31K4G,1,U,1,C,30,1,6,1,1,1,24,0,0,1,0,0,0,0,998,998,5,U,U,U,U,0,1,17,0,1,2,0,998,98,1
9.5,255.55,71,74E,74,E,1,1,78,21,1,4,3J09F82400,0,0,0,C,35,1,98,1,1,0,32,0,0,0,0,0,0,1,270,270,1,8,8,0,111,4,1,13,N,N,1,N,33,3,N
9.5,255.55,71,74E,74,E,1,2,79,21,1,3,3687F92400,1,0,0,C,35,1,21,1,1,1,33,0,0,0,0,0,5,1,270,270,1,17,17,0,762,1,1,13,0,1,1,4,22,5,1
9.5,255.55,71,74E,74,E,1,3,87,9,8,5,1P3BM18C7H,1,U,0,C,35,3,20,1,1,1,22,0,0,1,0,0,4,0,272,270,1,25,-25,0,82,1,1,17,0,1,2,4,33,3,1
1.6,43.04,71,75C,75,C,1,1,84,20,17,4,1G1AW19X5E,1,U,0,C,45,1,68,1,2,2,28,0,0,0,0,0,0,0,110,0,1,12,-6,-11,229,1,1,17,0,2,2,4,32,6,1
1.6,43.04,71,75C,75,C,1,2,87,12,17,6,1FABP55U5H,1,U,0,C,45,2,69,1,2,2,32,0,0,0,0,0,0,0,0,110,1,11,-10,2,132,1,1,17,0,1,2,0,28,4,1
1.6,43.04,71,75C,75,C,1,3,85,21,17,4,1G3AJ19R6F,0,0,0,C,45,1,98,1,2,0,28,0,0,0,0,0,0,0,270,90,5,U,U,U,U,0,1,17,N,N,2,N,32,6,N
2.48,66.712,71,76D,76,D,1,1,82,12,13,5,1FABP0621C,1,U,1,21,45,1,1,1,1,1,21,0,0,0,1,0,0,0,998,998,1,23,-23,0,399,2,1,17,1,1,2,3,998,98,3
6.6,177.54,71,77E,77,E,1,1,85,21,18,2,1G3NT27U2F,0,U,1,D,25,1,68,1,2,0,25,0,0,0,0,0,0,0,299,180,1,15,-10,-12,252,1,1,17,N,N,2,N,20,3,N
6.6,177.54,71,77E,77,E,1,2,87,7,34,3,JB3BA24K2H,1,U,0,C,25,2,69,1,2,2,20,0,0,0,0,0,0,0,180,299,1,19,-19,3,29,1,1,17,0,2,2,4,25,2,1
1.6,43.04,71,78C,78,C,1,1,86,41,37,4,JM1GC2213G,1,U,0,C,45,1,68,1,1,1,24,0,0,0,0,0,0,0,296,200,1,8,-3,-8,132,1,1,17,0,1,2,4,20,3,1
1.6,43.04,71,78C,78,C,1,2,88,22,31,3,KL2TX2166J,1,U,0,C,45,9,69,1,1,1,20,0,0,0,0,0,0,0,200,296,1,10,-9,3,57,1,1,17,0,1,2,4,24,4,1
2.48,66.712,71,79D,79,D,1,1,70,20,1,2,126370K200,1,U,0,C,25,6,2,1,2,2,34,0,0,1,1,0,0,0,998,998,6,U,U,U,U,0,0,13,0,2,1,4,N,N,1
26,699.4,71,80G,80,G,1,1,85,21,1,2,1G3GR47A1F,1,U,0,C,25,3,86,1,2,2,32,0,0,1,0,0,0,0,270,0,1,12,-9,7,472,1,1,17,0,0,1,0,25,2,0
26,699.4,71,80G,80,G,1,2,79,7,33,2,2H29K94300,0,U,0,C,25,2,87,1,1,0,25,0,0,1,0,0,0,0,0,270,1,16,-10,-12,60,1,1,13,N,N,1,N,32,2,N
39,1049.1,71,81H,81,H,1,1,83,49,35,4,JT2MX63E3D,1,U,0,C,25,8,79,1,3,3,30,0,0,0,0,0,0,0,78,26,4,U,U,U,U,0,1,17,0,0,1,0,N,68,0
39,1049.1,71,81H,81,H,1,2,84,86,U,68,1M2B126C4E,0,U,0,C,25,1,78,,,,,,,,,,,,,,,,,,,,,17,N,N,8,N,N,N,N
2.48,66.712,71,82D,82,D,1,1,73,22,9,2,2U87N3N100,1,U,1,C,45,1,1,1,1,1,35,0,0,1,0,5,0,0,998,998,6,U,U,U,U,0,1,13,0,1,1,3,998,98,2
9.1,244.79,71,83F,83,F,1,1,79,22,1,6,2F35Y9P600,0,U,0,C,55,3,86,1,3,0,34,0,0,1,0,0,0,0,204,266,3,18,-17,-6,736,2,1,13,N,N,1,N,27,2,N
9.1,244.79,71,83F,83,F,1,2,79,22,12,2,2E27V97500,1,U,0,C,55,1,87,1,2,2,27,0,0,0,0,0,0,0,266,204,3,22,-4,-22,201,2,1,13,0,2,1,4,34,6,1
1.6,43.04,71,84C,84,C,1,1,88,20,19,2,1G1LV11W3J,1,U,0,C,55,8,2,1,1,1,31,0,0,1,0,0,0,0,998,998,5,U,U,U,U,0,1,17,0,1,2,3,998,98,2
1.6,43.04,71,85C,85,C,1,1,87,23,477,30,1GTCT14R7H,1,U,1,19,40,1,86,1,2,2,30,0,0,0,0,0,0,0,80,170,1,15,-15,3,452,1,1,17,0,2,8,4,38,4,2
1.6,43.04,71,85C,85,C,1,2,84,32,35,4,WAUFB0444E,1,U,0,C,45,1,87,1,4,4,38,0,0,0,0,0,0,0,170,80,1,15,-3,-14,179,1,1,17,0,4,2,4,30,30,1
2.48,66.712,71,86D,86,D,1,1,79,12,6,4,9A63F21100,1,U,0,C,35,2,24,1,4,4,36,1,0,0,0,0,0,0,232,240,1,10,-10,0,177,1,1,11,0,1,1,4,32,3,2
2.48,66.712,71,86D,86,D,1,2,84,20,4,3,1G1AY078XE,1,U,0,C,35,1,25,1,1,1,32,0,0,0,0,0,0,0,240,232,1,13,13,0,146,1,1,17,0,1,1,4,36,4,1
1.6,43.04,71,87C,87,C,1,1,86,46,39,3,1XMAC9332G,1,U,1,D,30,1,50,1,1,1,21,0,0,0,0,0,0,0,355,177,1,21,-21,0,348,1,1,17,0,1,2,3,32,3,2
1.6,43.04,71,87C,87,C,1,2,82,22,9,3,1G2AW87H3C,1,U,7,C,30,1,51,1,1,1,32,0,0,0,0,0,0,0,177,355,1,14,-14,0,233,1,1,17,0,1,1,6,21,3,1
6.6,177.54,71,88E,88,E,1,1,86,35,42,6,JN1HM05S1G,1,0,0,C,35,1,83,1,1,1,28,0,0,0,0,0,0,0,0,225,4,U,U,U,U,0,1,17,0,0,2,0,N,65,0
6.6,177.54,71,88E,88,E,1,2,79,12,U,65,R902VEE800,0,U,0,C,35,1,82,,,,,,,,,,,,,,,,,,,,,11,N,N,8,N,N,N,N
1,26.9,71,89A,89,A,1,1,84,12,13,6,1FABP0925E,1,U,0,0,25,1,82,1,1,1,22,0,0,0,0,0,0,0,330,90,1,26,-9,24,538,1,1,17,1,1,2,1,38,31,5
1,26.9,71,89A,89,A,1,2,88,12,473,31,1FTEF14Y2J,1,U,0,C,45,3,83,1,1,1,38,1,0,0,0,0,0,0,90,330,1,15,-15,0,290,1,1,17,0,0,8,0,22,6,0
1.6,43.04,71,90C,90,C,1,1,85,21,17,4,1G3AM19E3F,1,U,0,C,45,1,14,1,1,1,28,0,0,1,0,0,0,0,998,998,5,U,U,U,U,0,1,17,1,1,2,3,998,98,3
2.48,66.712,71,91D,91,D,1,1,83,21,17,4,1G3AJ1942D,1,U,0,C,55,3,7,1,3,3,35,0,0,1,1,0,0,0,998,998,1,10,-2,-10,124,1,1,17,0,3,2,4,998,98,1
9.1,244.79,71,92F,92,F,1,1,81,12,11,4,1FABP27A0B,1,U,0,C,65,1,47,1,1,1,29,0,0,0,0,0,0,0,67,90,4,U,U,U,U,0,1,17,0,1,1,4,N,65,1
9.1,244.79,71,92F,92,F,1,2,87,23,883,65,1GDT9F4C1H,0,U,0,C,65,3,45,,,,,,,,,,,,,,,,,,,,,17,N,N,8,N,N,N,N
1.872,50.3568,71,93C,93,C,1,1,84,46,39,5,1XMDW9962E,1,U,0,C,45,1,1,1,1,1,20,0,0,0,2,0,0,0,998,998,5,U,U,U,U,0,1,17,0,1,2,4,998,98,2
2.9016,78.05304,71,94D,94,D,1,1,81,35,33,3,JN1PB04S1B,1,U,0,C,40,1,31,1,2,2,20,0,0,0,0,4,0,0,997,997,5,U,U,U,U,0,1,17,0,1,1,4,998,98,1
2.9016,78.05304,71,94D,94,D,1,2,84,18,2,4,1G4AP69Y1E,0,U,1,12,40,1,28,1,1,0,37,0,0,0,0,0,0,0,180,180,1,10,-10,0,136,1,1,17,N,N,1,N,20,3,N
2.9016,78.05304,71,95D,95,D,1,1,83,7,8,5,1B3BZ18CXD,1,U,3,D,35,1,1,1,1,1,22,1,0,0,1,0,0,0,998,998,1,72,-72,0,4038,2,1,17,1,1,2,3,998,98,3
2.9016,78.05304,71,96D,96,D,1,1,52,20,498,31,6KPK11830,1,U,0,C,50,9,69,1,2,2,32,0,0,0,0,0,0,0,102,180,1,8,-8,0,329,4,1,9,0,1,8,4,20,3,1
2.9016,78.05304,71,96D,96,D,1,2,82,12,13,3,1FABP0522C,1,U,0,C,50,1,68,1,2,2,20,0,0,1,0,0,0,0,180,102,1,13,0,-13,39,4,1,17,1,2,2,3,32,31,4
7.722,207.7218,71,97E,97,E,1,1,85,12,13,5,1FABP1345F,1,U,7,C,45,1,1,1,3,3,22,0,0,0,0,2,0,0,997,997,5,U,U,U,U,0,1,17,0,3,2,4,998,98,1
45.63,1227.447,71,98H,98,H,1,1,85,6,14,4,1C3BT56E4F,0,U,0,C,30,2,83,1,4,0,28,0,0,0,0,0,0,0,90,347,5,U,U,U,U,0,1,17,N,N,2,N,29,3,N
45.63,1227.447,71,98H,98,H,1,2,83,14,3,3,1MEBP79FXD,1,U,0,C,0,1,82,1,1,1,29,0,0,0,0,0,0,0,347,90,5,U,U,U,U,0,1,17,0,0,1,0,28,4,0
2.48,66.712,71,99D,99,D,1,1,76,12,6,4,6P63H10100,1,U,0,8,45,1,1,1,1,1,41,0,0,1,1,0,0,0,998,998,1,48,-48,0,3338,1,1,11,1,1,1,1,998,98,4
1.6,43.04,71,100C,100,C,1,1,79,18,3,4,4U69K9H400,1,U,0,C,25,2,20,1,1,1,40,0,0,0,0,0,0,0,331,331,1,13,-13,0,120,4,1,13,0,0,1,0,32,4,0
1.6,43.04,71,100C,100,C,1,2,86,18,2,4,1G4HP6930G,1,0,0,C,25,1,22,1,2,2,32,0,0,0,0,0,0,0,331,331,1,16,16,0,408,4,1,17,0,2,1,4,40,4,1
1.6,43.04,71,101C,101,C,1,1,88,12,477,30,1FTCR15T1J,1,U,1,16,55,6,2,1,1,1,32,0,0,0,0,U,0,0,997,997,5,U,U,U,U,0,1,17,0,1,8,4,998,98,1
1.6,43.04,71,102C,102,C,1,1,84,21,1,2,1G3AM47Y8E,1,U,7,C,35,1,1,1,1,1,33,1,0,0,2,0,0,0,998,998,5,U,U,U,U,0,1,17,0,1,1,4,998,98,1
2.48,66.712,71,103D,103,D,1,1,76,20,11,3,1V77B6U200,1,U,0,C,65,7,2,1,2,2,25,0,0,0,0,2,0,0,997,997,5,U,U,U,U,0,1,13,0,1,1,3,998,98,2
9.1,244.79,71,104F,104,F,1,1,78,20,2,2,1L47U8J100,1,U,1,D,45,1,86,1,2,2,38,0,0,0,0,0,0,0,268,353,1,8,-8,2,178,1,1,13,0,2,1,4,27,2,1
9.1,244.79,71,104F,104,F,1,2,88,37,33,2,JHMBA4220J,1,U,0,C,45,8,87,1,2,2,27,0,0,0,0,0,0,0,353,268,1,11,-2,-11,184,1,1,17,0,2,2,4,38,2,1
1.6,43.04,71,105C,105,C,1,1,87,23,882,62,J8DM7A1N4H,0,U,0,C,45,1,88,,,,,,,,,,,,,,,,,,,,,17,N,N,8,N,N,N,N
1.6,43.04,71,105C,105,C,1,2,86,49,32,2,JT2AE86S6G,1,U,0,C,25,2,89,1,1,1,22,0,0,0,0,0,0,0,0,90,4,U,U,U,U,0,1,17,0,1,2,4,N,62,2
6.6,177.54,71,106E,106,E,1,1,80,12,3,3,0F03B17000,0,U,0,C,0,1,82,1,1,0,26,0,0,0,0,0,0,0,333,63,5,U,U,U,U,0,1,11,N,N,1,N,39,21,N
6.6,177.54,71,106E,106,E,1,2,86,20,474,21,1GBEG25H9G,1,U,0,C,45,2,83,1,2,2,39,0,0,0,0,0,0,0,63,0,5,U,U,U,U,0,1,17,0,1,8,4,26,3,1
26,699.4,71,107G,107,G,1,1,86,20,474,21,1GBEG25NXG,0,U,0,C,0,1,92,1,6,0,38,0,0,0,0,0,0,0,180,270,5,U,U,U,U,0,1,17,N,N,8,N,39,21,N
26,699.4,71,107G,107,G,1,2,84,12,474,21,1FDDE14F4E,1,U,0,C,25,1,93,1,3,3,39,0,0,0,0,0,0,0,270,180,5,U,U,U,U,0,1,17,0,0,8,0,38,21,0
2.48,66.712,71,108D,108,D,1,1,77,21,1,4,3J29R7M300,1,U,1,21,25,2,88,1,1,1,39,0,0,0,0,0,0,0,180,90,1,14,-14,0,414,1,1,13,0,1,1,4,32,4,1
2.48,66.712,71,108D,108,D,1,2,81,18,7,4,1G4AL69A1B,1,U,0,C,25,1,89,1,1,1,32,1,0,0,0,0,0,0,90,180,1,16,0,16,339,1,1,17,0,1,1,4,39,4,1
39,1049.1,71,109H,109,H,1,1,83,12,13,6,1FABP0929D,1,U,0,C,30,3,20,1,3,3,21,0,0,0,0,0,0,0,U,U,5,U,U,U,U,0,1,17,0,0,2,0,43,31,0
39,1049.1,71,109H,109,H,1,2,73,20,473,31,CCY243J100,0,0,0,C,30,1,23,1,2,0,43,15,1,0,0,0,0,0,U,U,5,U,U,U,U,0,1,13,N,N,8,N,998,98,N
2.25,60.525,71,110C,110,C,1,1,88,49,477,30,JT4VN67N8J,1,U,0,C,25,3,1,1,1,1,37,0,0,0,0,1,0,0,998,998,1,13,-13,0,210,2,1,17,0,1,8,4,998,98,2
2.25,60.525,71,111C,111,C,1,1,78,20,473,31,CC5248J100,0,U,0,C,25,3,88,1,2,0,U,U,0,0,0,0,0,0,210,119,6,U,U,U,U,0,0,13,N,N,8,N,N,N,N
2.25,60.525,71,111C,111,C,1,2,86,22,17,4,1G2AF19R9G,1,U,0,C,25,3,89,1,1,1,27,0,0,0,0,0,0,0,119,210,6,U,U,U,U,0,2,17,1,1,2,4,U,31,3
10.9,293.21,71,112E,112,E,1,1,87,22,16,2,1G2JD11K3H,1,U,0,C,50,8,88,1,1,1,24,0,0,1,0,2,0,0,997,997,5,U,U,U,U,0,1,17,0,1,2,3,998,98,2
10.9,293.21,71,112E,112,E,1,2,84,22,17,4,2G2AG19X2E,1,U,0,C,55,1,89,1,2,2,28,0,0,1,0,0,0,0,180,265,1,10,-2,10,182,1,1,17,0,0,2,0,24,2,0
3.52,94.688,71,113D,113,D,1,1,72,1,8,3,A2A465H300,1,U,0,C,55,1,2,1,1,1,28,0,0,1,0,2,0,0,997,997,5,U,U,U,U,0,2,13,0,1,1,4,998,98,1
42,1129.8,71,114G,114,G,1,1,84,35,44,2,JN1MN24S2E,1,U,0,C,45,3,6,1,1,1,19,0,0,1,2,0,0,0,998,998,5,U,U,U,U,0,1,17,0,1,2,6,998,98,1
68,1829.2,71,115H,115,H,1,1,79,20,12,3,1R07C97100,1,U,0,C,45,3,2,1,1,1,28,0,0,0,1,0,0,0,998,998,1,10,0,10,214,3,1,13,0,1,1,0,998,98,1
2.25,60.525,71,116C,116,C,1,1,85,35,43,4,JN1PB11S9F,1,U,0,C,45,1,69,1,1,1,19,1,0,0,0,0,0,0,270,0,1,27,-27,5,398,4,1,17,0,1,2,4,26,2,1
2.25,60.525,71,116C,116,C,1,2,80,12,3,2,OFO2A15700,1,U,0,C,45,1,68,1,1,1,26,0,0,0,0,0,0,0,0,270,1,20,-4,-20,555,1,1,11,0,1,1,3,19,4,2
2.25,60.525,71,118C,118,C,1,1,88,55,32,4,KMHLF22J6J,1,U,0,C,65,1,25,1,1,1,22,0,0,1,0,4,0,0,997,997,5,U,U,U,U,0,1,17,0,1,2,4,998,98,1
2.25,60.525,71,118C,118,C,1,2,U,U,U,U,9999999999,0,U,U,C,65,U,24,,,,,,,,,,,,,,,,,,,,,U,N,N,8,N,N,N,N
3.52,94.688,71,119D,119,D,1,1,79,7,34,3,4H24K94300,1,U,1,14,45,3,3,1,2,2,19,0,0,1,0,4,0,0,997,997,5,U,U,U,U,0,1,13,0,2,2,4,998,98,2
14.1,379.29,71,120F,120,F,1,1,80,48,31,3,JF12AF21FA,1,U,0,C,25,3,2,1,2,2,20,0,0,1,0,0,0,0,998,998,5,U,U,U,U,0,1,17,0,2,U,4,998,98,1
