ACCSEQDV,ACCTYPE,ALCTEST,ANGTHIS,ANGOTHER,AOPSVEH,WEATHER,BAGDEPFV,BAGDEPOV,BAREQSP,BODYTYPE,CARGOWGT,CASEID,CASENO,CONDTREE,CURBWGT,DVEST,DOCTRAJ,DRIVDIST,DRINKING,DRIVE,DRPRES,DRRACE,DRZIP,DVBASIS,DVCONFID,DVLAT,DVLONG,DVTOTAL,ENERGY,FOVERIDE,IMPACTSP,INSPTYPE,LANES,LGTCOND,MAKE,MANEUVER,MODEL,MODELYR,RATWGT,OCCFORMS,OCUPANTS,PREEVENT,PREMOVE,PREILOC,PREISTAB,PSU,ALIGNMNT,SURCOND,PROFILE,SURTYPE,RELINTER,ROLINDIR,ROLINLOC,ROLINTYP,ROLLOBJ,ROLLOVER,ROVERIDE,SPECOTH,SPLIMIT,STRATIF,TOWHITCH,TOWPAR,TRAFCONT,TRCTLFCT,TRAVELSP,TRAFFLOW,TRIPLOC,VEHNO,VEHUSE,VERSION,VIN,VINLNGTH,DRUGS,VINO,MCYCLDS,VEHWGT,VINMAKE,VINAMOD,SERTR,VINBT,ROOF1,ROOF2,ROOF3,ANTILOCK,FRTWHLDR,FOURWHDR,RESTYPE,CARBUR,FUELCODE,WGTCDTR,VEHTYPE,WHLDRWHL,DAYRUNLT,VINMODYR,OTVEHWGT,OTBDYTYP,VINJSER,VINJURED,VTREAT,VAIS
U,98,0,997,997,0,1,0,0,U,14,0,150K,150,0,120,U,0,1,0,8,1,1,98033,0,0,U,U,U,U,0,U,0,5,1,2,2,402,75,12.580128776,1,1,5,1,2,1,81,1,3,4,2,2,1,1,3,31,3,0,2,56,K,0,1,1,2,U,0,6,1,0,9,J5F83AE000,13,7,5,,,,,,,,,,,,,,,,,U,,,75,N,N,1,1,3,3
1,7,C,998,998,0,0,0,0,U,4,0,"  1H",1,0,218,6,0,1,1,1,1,1,98117,7,0,U,U,U,U,0,U,3,2,3,18,8,2,76,18.53473779,1,1,12,14,4,1,82,2,1,1,1,0,0,0,0,0,0,0,0,64,H,0,1,0,0,U,3,0,1,0,9,4P69J6X100,13,0,4,,,,,,,,,,,,,,,,,U,,,76,998,98,0,0,0,0
1,7,C,998,998,0,1,0,0,27,30,0,"  2G",2,1,125,0,1,1,7,8,1,U,98125,1,1,0,-27,27,576,0,998,3,2,3,52,1,471,93,65.264115088,1,1,12,14,4,1,82,2,2,4,2,0,0,0,0,0,0,0,0,40,G,0,1,0,0,U,0,0,1,0,9,JA7LS23G6P,17,0,5,,,MITS,MMX,MMX,PC,1,,,6,,,A,,G,1,T,42,N,93,998,98,0,1,6,1
1,68,6,210,115,0,0,0,0,U,6,0,"  3H",3,0,91,7,0,1,1,2,1,1,98136,4,0,U,U,U,U,7,U,3,1,3,37,U,31,82,213.14948459,1,1,10,1,2,1,82,1,1,1,2,2,0,0,0,0,0,0,0,48,H,0,1,1,2,U,2,0,1,0,9,JHMWD5527C,17,0,5,,,HOND,,,,,,,,,,,,,,T,,,82,N,68,0,1,6,1
,69,C,,,,0,,,,68,,"  3H",3,,,,,U,0,8,,U,98023,,,,,,,,,,5,3,87,1,883,88,213.14948459,,,62,5,1,1,82,2,1,1,2,2,,,,,,,0,48,H,,0,1,2,0,0,,2,U,9,1XP6DB9X9J,17,0,4,,,PTRB,COE,362,DS,,,,,,,,,D,8,T,64,,88,N,N,N,N,N,N
1,87,C,0,276,1,1,1,0,9,4,0,"  4E",4,0,151,0,0,U,0,2,1,U,98346,4,0,U,U,U,U,0,U,2,5,1,20,U,20,95,16.556631268,0,1,17,1,1,1,82,1,2,4,1,2,0,0,0,0,0,0,0,48,E,0,0,1,2,U,0,0,1,0,9,2G1WL52M4S,17,0,4,,3330,CHEV,LUM,,4D,1,,,5,Y,N,E,F,G,,P,,O,95,181,4,N,N,N,N
1,86,C,276,0,1,1,1,0,3,4,4,"  4E",4,0,181,0,0,U,0,1,1,U,U,4,0,U,U,U,U,0,U,3,2,1,20,1,2,93,16.556631268,1,1,66,1,1,1,82,1,2,4,2,2,0,0,0,0,0,0,0,48,E,0,1,1,2,U,0,0,2,5,9,1G1BL5379P,17,0,4,,3995,CHEV,CCL,,4D,1,,,2,N,N,M,F,G,,P,,N,93,151,4,0,1,4,1
2,98,C,180,102,1,1,3,0,5,4,0,"  4E",4,0,124,0,0,1,0,2,1,U,98103,3,4,-2,-5,6,20,0,998,1,5,1,37,1,32,92,16.556631268,0,1,66,5,1,1,82,1,2,2,1,2,0,0,0,0,0,0,0,48,E,0,0,1,2,0,0,0,3,0,9,1HGCB7656N,17,0,4,,2504,HOND,ALX,,4D,1,,,1,Y,N,M,F,G,,P,,N,92,151,4,N,N,N,N
3,76,C,998,998,0,0,0,0,U,2,0,"  5F",5,0,122,7,0,U,0,1,1,6,98144,10,0,U,U,U,U,0,U,3,2,1,12,U,3,83,39.240501563,1,1,15,11,1,1,82,1,1,2,2,2,0,0,0,0,0,0,0,48,F,0,1,2,2,U,0,0,1,0,9,1FABP26A7D,17,0,4,,2684,FORD,MUS,,2D,,,,,,,,2,G,,P,,,83,998,98,0,1,4,1
1,77,C,0,70,1,0,1,0,U,4,0,"  5F",5,0,110,2,0,U,0,2,1,U,98027,11,0,U,U,U,U,0,U,2,2,1,24,1,1,93,39.240501563,0,1,65,1,1,1,82,1,1,1,2,2,0,0,0,0,0,0,0,48,F,0,0,0,0,U,3,0,2,0,9,1G8ZJ5577P,17,0,4,,9999,STRN,SL2,,4D,1,3,,5,Y,N,D,F,G,,P,,N,93,122,2,N,N,N,N
1,87,C,90,10,0,0,0,0,32,4,0,"  6H",6,0,90,0,0,1,U,2,1,1,98109,3,4,-29,-11,31,407,0,998,0,2,1,46,U,39,83,125.10948008,1,1,17,2,1,1,82,1,1,4,1,2,0,0,0,0,0,0,0,48,H,0,1,0,0,U,0,0,1,0,9,1AMDW9563D,17,0,4,,1980,AMER,ADL,,4D,,,,,,,,F,G,,P,,,83,N,N,0,0,0,0
1,86,C,10,90,0,0,0,0,13,21,41,"  6H",6,0,178,0,0,U,U,8,1,U,98270,3,1,5,-13,13,172,0,998,2,2,1,20,U,461,85,125.10948008,0,1,66,U,1,1,82,1,1,2,1,2,0,0,0,0,0,0,0,48,H,0,0,0,0,U,0,0,2,0,9,2GCEG25H7F,17,0,4,,,CHEV,VAN,G20,VN,1,,,1,,,A,,G,2,T,42,N,85,90,4,N,N,N,N
1,2,C,998,998,1,0,0,0,U,3,0,"  7D",7,0,120,7,0,1,0,2,1,3,98144,10,0,U,U,U,U,0,U,2,1,4,30,1,45,90,13.606363591,2,2,6,14,4,1,82,3,2,4,1,1,0,0,0,0,0,0,0,89,D,0,1,0,0,97,3,0,1,0,9,WVWDB4506L,17,0,5,,2660,VOLK,COR,,CP,1,3,,5,Y,N,P,Z,G,,P,,N,90,998,98,0,2,4,1
1,68,0,135,0,0,1,0,0,15,4,0,"  8F",8,0,117,0,0,1,0,2,1,6,98118,1,1,-7,-19,20,110,0,998,3,5,3,37,1,32,86,134.61672064,1,1,15,11,1,1,82,1,2,1,2,2,0,0,0,0,0,0,0,48,F,0,1,0,0,U,0,0,1,0,9,JHMBA7420G,17,0,5,,2381,HOND,ADX,,4D,1,,,1,Y,N,A,2,G,,P,,N,86,126,4,0,1,4,1
1,69,C,0,135,0,1,0,0,21,4,0,"  8F",8,0,126,0,0,1,0,2,1,2,98118,1,1,9,-16,18,412,0,998,3,5,3,35,1,42,87,134.61672064,2,2,62,1,1,1,82,1,2,1,2,2,0,0,0,0,0,0,0,48,F,0,1,0,0,0,0,0,2,0,9,JN1HT2119H,17,0,5,,2684,NISS,STA,,4D,1,2,3,1,Y,N,A,F,G,,P,,N,87,117,4,0,2,4,1
1,46,C,10,0,0,0,0,0,U,6,0,"  9G",9,0,147,U,0,U,0,1,1,U,98116,11,0,U,U,U,U,0,U,1,1,1,51,U,39,86,131.41497087,0,1,11,16,2,1,82,1,1,4,1,1,0,0,0,0,0,0,0,89,G,0,0,0,0,U,3,0,1,0,9,YV1FX8855G,17,0,5,,3049,VOLV,74G,,SW,2,,,1,N,N,A,F,G,,P,,N,86,184,14,N,N,N,N
1,45,C,0,10,1,0,1,0,U,14,1,"  9G",9,0,184,U,0,1,0,8,1,2,98040,11,0,U,U,U,U,0,U,1,2,1,2,2,404,95,131.41497087,1,1,74,2,1,1,82,1,1,4,1,1,0,0,0,0,0,0,0,89,G,0,1,0,0,U,3,0,2,0,9,1J4GZ78Y7S,17,0,4,,,JEEP,GCK,L/O,4W,1,3,,2,,,M,,G,1,T,44,N,95,147,6,0,0,0,0
U,88,C,183,97,0,1,0,0,U,20,U," 10H",10,0,U,U,0,U,0,8,1,U,98103,0,0,U,U,U,U,0,U,0,7,1,30,U,441,62,429.19502195,0,1,17,1,U,U,82,1,4,4,2,2,0,0,0,0,0,0,0,48,H,0,0,1,2,U,0,0,1,0,9,9999999999,U,0,1,9999,9999,99999,999,999,99,9,9,9,9,9,9,9,9,9,9,T,99,9,62,N,N,N,N,N,N
U,89,C,97,183,0,1,0,0,U,2,U," 10H",10,0,125,U,0,U,0,1,1,U,98133,0,0,U,U,U,U,0,U,0,5,1,12,U,3,89,429.19502195,1,1,66,1,U,U,82,1,4,2,2,2,0,0,0,0,0,0,0,48,H,0,1,1,2,U,0,0,2,0,9,1FABP40A0K,17,0,4,,2754,FORD,MLX,,2D,1,2,,1,N,N,A,F,G,,P,,N,89,N,N,0,0,0,0
1,1,0,998,998,0,1,0,0,34,2,0," 11B",11,1,98,0,1,U,1,2,1,2,98122,1,4,0,-34,34,512,0,998,3,5,3,35,U,43,89,6.3406163559,1,1,13,14,4,1,82,3,2,1,2,0,0,0,0,0,0,0,0,56,B,0,1,0,0,U,0,0,1,0,9,JN1GB22S2K,17,0,5,,2087,NISS,SEN,,2D,1,2,,1,Y,N,A,F,G,,P,,N,89,998,98,1,1,1,6
1,7,C,998,998,0,0,0,0,23,3,3," 12D",12,0,90,0,0,3,0,U,1,6,98105,1,1,8,-22,23,274,0,998,3,1,3,37,3,31,88,14.934560127,5,5,6,14,4,2,82,2,2,4,1,1,0,0,0,0,0,0,0,89,D,0,1,0,0,U,3,0,1,0,9,2HGED6352J,17,0,4,,1927,HOND,UCD,,2H,1,,,1,Y,N,A,F,G,,P,,N,88,998,98,0,4,3,2
1,64,C,51,270,0,3,0,0,32,14,0," 13F",13,0,143,0,1,1,0,8,1,6,98146,1,1,-12,-20,23,783,0,998,3,3,3,20,1,401,87,147.75744416,1,1,6,14,2,7,82,3,4,4,1,0,0,0,0,0,0,0,0,48,F,0,1,0,0,U,0,0,1,0,9,1GNCT18R9H,17,0,4,,,CHEV,S10,SBZ,S2,1,,,1,,,A,,G,1,T,44,N,87,133,2,0,1,4,1
1,65,C,270,51,0,3,0,0,12,2,0," 13F",13,0,133,0,0,1,0,1,1,6,98118,1,1,4,-22,22,152,0,998,3,3,3,12,1,3,74,147.75744416,4,4,62,1,1,1,82,2,4,2,1,0,0,0,0,0,0,0,0,48,F,0,1,0,0,U,0,0,2,0,9,4F0421Z800,11,0,4,,,,,,,,,,,,,,,,,U,,,74,143,14,0,1,4,1
1,47,C,335,350,0,0,0,0,U,2,0," 14G",14,0,160,6,0,U,0,1,1,U,98168,7,0,U,U,U,U,0,U,2,5,2,20,1,1,73,144.24315291,0,2,10,15,2,1,82,1,2,4,1,0,0,0,0,0,0,0,0,89,G,0,0,0,0,U,2,0,1,0,9,1037K3K500,12,0,4,,,,,,,,,,,,,,,,,U,,,73,104,2,N,N,N,N
1,45,C,350,335,1,0,1,0,U,2,0," 14G",14,0,104,6,0,1,0,2,1,1,98168,7,0,U,U,U,U,0,U,2,5,2,24,6,2,95,144.24315291,1,1,61,1,1,1,82,1,2,4,1,0,0,0,0,0,0,0,0,89,G,0,1,0,0,U,2,0,2,0,9,1G8ZE1289S,17,0,4,,2181,STRN,SC1,,CP,1,,,5,Y,N,E,F,G,,P,,N,95,160,2,0,1,0,1
1,88,C,170,90,1,0,0,0,18,3,1," 15E",15,0,80,0,0,1,0,2,1,6,98198,1,1,-13,-16,20,193,0,998,3,2,1,53,6,34,93,29.20405793,1,1,17,1,1,1,82,1,1,1,2,2,0,0,0,0,0,0,0,48,E,0,1,2,2,U,0,0,1,0,9,2S2AC35S9P,17,0,4,,1779,SUZI,SGA,,2H,1,,,1,Y,N,P,F,G,,P,,N,93,154,20,0,0,4,0
1,89,C,90,170,1,0,1,0,14,20,U," 15E",15,0,154,0,0,U,0,8,1,U,98056,1,1,9,-5,11,130,0,998,2,2,1,12,U,441,93,29.20405793,0,1,66,1,1,1,82,1,1,2,2,2,0,0,0,0,0,0,0,48,E,0,0,0,0,U,0,0,2,0,9,1FTCA14U7P,17,0,4,,,FORD,ARO,ARO,CG,1,,,3,,,M,,G,1,T,42,N,93,80,3,N,N,N,N
U,88,C,180,90,0,0,0,0,U,6,0," 16F",16,0,138,U,0,1,0,1,1,6,98125,0,0,U,U,U,U,0,U,0,2,1,12,4,12,80,69.215884701,1,1,17,1,1,2,82,1,4,1,2,2,0,0,0,0,0,0,0,40,F,0,1,0,0,U,0,0,1,0,9,0K94B11500,11,0,4,,,,,,,,,,,,,,,,,U,,,80,N,N,0,0,0,0
U,89,C,90,180,0,0,0,0,U,2,U," 16F",16,0,115,U,0,U,0,2,1,U,98125,0,0,U,U,U,U,0,U,0,2,1,41,U,44,88,69.215884701,3,3,66,1,U,U,82,1,4,4,2,2,0,0,0,0,0,0,0,40,F,0,1,0,0,U,0,0,2,0,9,1YVGD31A9J,17,0,4,,9999,MAZD,UM6,,CP,1,3,,7,Y,N,A,F,G,,P,,N,88,N,N,0,1,4,2
1,50,C,350,180,0,0,0,0,33,30,U," 17F",17,0,121,0,0,U,0,8,1,U,98122,3,4,0,-38,38,538,U,998,0,5,3,20,U,471,91,69.215884701,1,1,5,U,2,2,82,1,4,1,2,0,0,0,0,0,0,0,0,56,F,0,1,0,0,U,0,0,1,0,9,1GCCS14A1M,17,0,4,,,CHEV,S,S14,PK,1,2,,3,,,A,,G,1,T,42,N,91,N,N,0,0,4,0
1,51,C,180,350,0,0,0,0,22,21,1," 17F",17,0,217,0,0,U,0,8,1,U,98144,3,4,3,-18,18,539,U,998,2,5,3,7,U,461,84,69.215884701,0,9,62,1,1,1,82,1,4,1,2,0,0,0,0,0,0,0,0,56,F,0,0,0,0,U,0,0,2,0,9,2B5WB31W8E,17,0,4,,,DODG,RMW,B3W,SV,,,,,,,,,G,2,T,42,,84,121,30,N,N,N,N
1,11,C,79,82,0,1,0,0,18,4,0," 18H",18,0,171,0,0,1,0,1,1,1,98126,3,4,3,-16,16,364,U,998,3,2,1,20,98,2,77,220.67922181,1,1,6,11,2,2,82,1,2,2,1,2,0,0,0,0,0,0,0,48,H,0,1,0,0,U,0,0,1,0,9,1N69U7S100,13,0,4,,,,,,,,,,,,,,,,,U,,,77,998,98,0,0,0,0
2,1,26,998,998,0,0,0,0,61,4,0," 19K",19,3,148,0,1,U,1,1,1,3,U,9,0,U,U,U,U,0,U,3,3,1,18,U,10,82,7.338025361,2,2,13,1,4,1,82,1,1,1,2,0,0,0,0,0,0,0,2,89,K,0,1,0,0,U,0,0,1,0,9,1G4AM6947C,17,0,4,,3192,BUIC,RLM,,4D,,,,,,,,4,G,,P,,,82,998,98,2,2,3,3
2,7,17,998,998,1,1,2,0,U,2,1," 20K",20,0,142,U,0,1,1,1,1,1,98125,9,0,U,U,U,U,0,U,2,2,3,12,1,3,90,7.338025361,2,2,5,1,4,2,82,1,2,4,2,0,0,0,0,0,0,0,1,64,K,0,1,0,0,U,2,0,1,0,9,1FACP45E7L,17,0,4,,3327,FORD,MCG,,CV,1,2,,1,N,N,M,F,G,,P,,N,90,998,98,0,2,3,2
1,11,C,180,180,0,0,0,0,24,2,0," 21K",21,0,147,0,0,98,0,1,1,1,98115,1,1,0,-23,23,787,0,998,3,2,1,12,1,11,75,7.338025361,4,4,8,3,2,1,82,1,1,2,1,0,0,0,0,0,0,0,0,32,K,0,1,0,0,U,0,0,1,0,9,5W82L14600,11,0,4,,,,,,,,,,,,,,,,,U,,,75,998,98,0,3,3,1
1,86,C,270,0,0,0,0,0,13,4,1," 22G",22,0,102,0,0,1,0,2,1,1,98110,1,4,13,-8,15,263,0,998,3,2,3,37,3,32,81,292.26973278,2,2,17,1,1,2,82,1,1,4,1,2,0,0,0,0,0,0,0,40,G,0,1,3,2,U,0,0,1,0,9,JHMSM3425B,17,0,5,,2249,HOND,ACC,,4D,,,,,,,,3,G,,P,,,81,135,30,0,0,0,0
1,87,D,0,270,1,0,1,0,12,30,0," 22G",22,0,135,0,0,1,1,8,1,1,98011,1,4,-3,-8,8,161,0,998,3,2,3,20,1,471,95,292.26973278,2,2,66,1,1,1,82,1,1,2,1,2,2,1,7,1,2,0,0,40,G,0,1,0,0,U,0,2,2,0,9,1GCCS1442S,17,0,4,,,CHEV,S,S14,PK,1,,,4,,,M,,G,1,T,42,S,95,102,4,0,0,0,0
1,82,C,170,270,1,0,2,0,U,4,1," 23C",23,0,106,6,0,98,0,2,1,1,98121,7,0,U,U,U,U,0,U,3,2,5,12,7,13,94,12.418275355,1,1,15,11,1,1,82,1,1,1,2,2,0,0,0,0,0,0,0,40,C,0,1,2,2,U,0,0,1,0,9,3FARP13J5R,17,0,4,,2371,FORD,EST,,4D,1,3,,1,Y,N,D,F,G,,P,,N,94,73,3,0,1,4,1
1,83,C,270,170,1,0,0,0,U,3,2," 23C",23,0,73,6,0,1,0,2,1,1,98109,7,0,U,U,U,U,0,U,3,4,5,20,3,34,90,12.418275355,1,1,67,14,1,2,82,2,1,1,2,2,0,0,0,0,0,0,0,48,C,0,1,0,0,U,0,0,2,0,9,JG1MR2465L,17,0,5,,9999,GEO,G/S,,2H,1,,,1,Y,N,P,F,G,,P,,N,90,106,4,0,1,6,1
1,20,C,352,0,0,0,0,0,24,30,3," 24D",24,0,119,0,0,1,0,8,1,1,98037,1,2,0,-23,23,357,0,998,3,6,1,35,2,471,86,23.632105184,1,1,50,15,1,1,82,1,1,1,2,0,0,0,0,0,0,0,0,48,D,0,1,0,0,U,0,0,1,0,9,JN6ND01S7G,17,0,5,,,NISS,720,72S,PK,1,,,1,,,A,,G,1,T,42,N,86,82,5,0,0,0,0
1,21,C,0,352,0,0,0,0,30,5,3," 24D",24,0,82,0,0,1,0,2,1,1,98122,1,2,0,31,31,479,0,998,3,6,1,30,10,36,81,23.632105184,2,2,53,5,1,1,82,1,1,1,2,0,0,0,0,0,0,0,0,48,D,0,1,0,0,U,0,0,2,0,9,1VWFG0171B,17,0,4,,1856,VOLK,URC,,4H,,,,,,,,F,D,,P,,,81,119,30,0,2,4,1
1,29,C,180,180,0,0,0,0,12,14,1," 25F",25,0,145,0,0,1,0,8,1,U,98155,3,4,0,12,12,86,0,998,2,4,1,12,1,401,69,233.80798848,0,1,53,2,1,1,82,1,1,4,1,0,0,0,0,0,0,1,0,89,F,0,0,0,0,U,2,0,1,0,9,U15GLE1300,11,0,5,,,,,,,,,,,,,,,,,U,,,69,115,3,N,N,N,N
1,28,C,180,180,0,0,0,0,15,3,1," 25F",25,0,115,0,0,12,0,1,1,1,98055,3,4,0,-15,15,100,U,998,2,4,1,49,3,33,78,233.80798848,1,1,52,1,1,2,82,1,1,4,1,0,0,0,0,0,0,0,0,89,F,0,1,0,0,U,2,0,2,0,9,RQ42502900,10,0,5,,,,,,,,,,,,,,,,,U,,,78,145,14,0,1,4,1
2,1,D,998,998,1,0,0,0,U,3,0," 26K",26,0,97,8,0,U,1,U,1,U,98321,10,0,U,U,U,U,0,U,2,4,3,37,U,31,91,3.9350160998,2,2,13,1,4,1,82,1,1,2,1,1,1,4,6,54,2,0,U,89,K,0,1,0,0,U,2,3,1,0,9,2HGED6340M,17,1,4,,1867,HOND,CIV,,2H,1,,,1,Y,N,P,F,G,,P,,N,91,998,98,2,2,3,5
2,47,C,100,180,1,1,0,0,U,4,0," 27K",27,0,116,8,0,1,0,2,1,1,98155,10,0,U,U,U,U,0,U,2,3,1,20,1,19,90,3.6690126805,2,2,10,15,2,1,82,1,2,1,1,0,0,0,0,0,0,0,0,89,K,0,1,0,0,U,2,0,1,0,9,1G1LT54T3L,17,0,4,,2635,CHEV,COL,,4D,1,,,1,Y,N,P,F,G,,P,,N,90,238,31,1,2,3,3
2,45,C,180,100,0,1,0,0,U,31,0," 27K",27,0,238,6,0,1,0,8,1,1,98011,10,0,U,U,U,U,0,U,3,3,1,12,2,481,96,3.6690126805,2,2,61,2,1,1,82,1,2,1,1,0,0,0,0,0,0,0,0,89,K,0,1,0,0,U,2,0,2,0,9,1FTHX26GXT,17,0,4,,,FORD,COF,F25,PS,1,,,3,,,A,,G,2,T,44,N,96,116,4,0,2,0,1
1,11,22,170,180,0,0,0,0,23,2,5," 28D",28,0,116,0,0,11,1,2,1,1,98338,3,2,0,-26,26,312,0,998,3,6,3,20,U,16,88,9.6217739835,1,1,11,1,2,1,82,1,2,1,2,0,0,0,0,0,0,0,2,48,D,0,1,0,0,U,0,0,1,0,9,1G1JF11W1J,17,1,4,,2443,CHEV,CZ2,,CP,1,2,,1,Y,N,A,F,G,,P,,N,88,998,98,0,1,4,1
1,7,C,997,997,0,0,0,0,U,4,2," 29F",29,0,122,7,0,U,0,1,1,U,98133,5,0,U,U,U,U,0,U,3,4,3,12,U,12,80,95.194550089,3,3,9,1,4,4,82,1,1,4,1,1,1,4,1,63,6,0,0,89,F,0,1,0,0,U,2,1,1,0,9,0K92B12300,11,0,4,,,,,,,,,,,,,,,,,U,,,80,998,98,1,3,4,3
U,48,C,310,270,0,0,0,0,U,2,U," 30H",30,0,163,U,0,U,0,1,1,U,98146,0,0,U,U,U,U,0,U,0,2,3,20,7,9,77,303.50633131,1,1,10,1,2,1,82,1,1,4,3,2,0,0,0,0,0,0,0,48,H,0,1,1,2,U,0,0,1,0,9,1Q87U7L600,13,0,4,,,,,,,,,,,,,,,,,U,,,77,N,N,0,0,0,0
1,48,C,270,310,0,0,0,0,U,4,0," 30H",30,0,166,6,0,U,0,1,1,U,98059,7,0,U,U,U,U,0,U,2,2,3,20,U,2,88,303.50633131,0,1,60,1,1,1,82,1,1,4,3,2,0,0,0,0,0,0,0,48,H,0,0,1,2,U,0,0,2,1,9,1G1BL5165J,17,0,4,,3376,CHEV,CAP,,4D,1,,,1,N,N,A,4,G,,P,,N,88,163,2,N,N,N,N
1,69,C,180,339,0,0,0,0,15,3,1," 31K",31,0,123,0,0,12,0,2,1,3,98122,1,1,7,-18,19,106,0,998,3,3,1,12,3,18,89,7.338025361,1,1,17,1,1,2,82,1,1,4,2,2,0,0,0,0,0,0,0,48,K,0,1,1,2,U,1,0,1,0,9,1ZVBT20C1K,17,0,4,,2715,FORD,PGL,,2H,1,,,1,Y,N,A,F,G,,P,,N,89,89,4,0,1,4,1
1,68,C,339,180,0,0,0,0,25,4,0," 31K",31,0,89,0,0,1,0,2,1,1,98118,1,1,0,-22,22,324,0,998,3,3,1,20,3,31,86,7.338025361,3,3,62,11,1,2,82,1,1,2,2,2,0,0,0,0,0,0,0,48,K,0,1,1,2,U,1,0,2,0,9,J81RF6976G,17,0,5,,1896,CHEV,SP1,,4D,1,,,1,Y,N,A,2,G,,P,,N,86,123,3,0,2,3,2
U,1,27,998,998,0,0,0,0,U,3,U," 32D",32,4,102,U,1,U,1,U,1,U,98116,0,0,U,U,U,U,0,U,0,2,3,48,U,31,86,14.738697043,1,1,13,14,4,1,82,3,1,2,1,0,2,4,4,42,2,0,1,40,D,0,1,0,0,U,0,4,1,0,9,JF1AF23B0G,17,0,5,,2100,SUBA,GL,,2H,1,,,1,Y,N,A,2,G,,P,,N,86,N,N,0,1,4,1
1,89,C,0,90,0,0,0,0,16,3,9," 33F",33,0,134,0,0,1,0,1,1,4,98146,1,4,14,-2,14,404,0,998,3,2,1,20,1,9,83,145.81964161,4,4,17,4,1,1,82,1,1,1,1,2,0,0,0,0,0,0,0,48,F,0,1,2,2,U,0,0,1,0,9,1G1AP8710D,17,0,4,,2883,CHEV,CAM,,CP,,,,,,,,2,G,,P,,,83,125,4,0,1,4,1
1,88,C,90,0,0,0,0,0,14,4,0," 33F",33,0,125,0,0,U,0,2,1,U,98136,1,4,-3,-18,18,110,0,998,2,2,1,22,U,17,88,145.81964161,0,1,66,1,1,1,82,1,1,1,1,2,0,0,0,0,0,0,0,48,F,0,0,0,0,U,0,0,2,0,9,2G2AF51W0J,17,0,4,,2719,PONT,600,,4D,1,3,,1,Y,N,A,F,G,,P,,N,88,134,3,N,N,N,N
1,28,C,180,180,0,0,0,0,U,2,0," 34H",34,0,156,6,0,1,1,1,1,1,98257,11,0,U,U,U,U,U,U,1,4,1,34,2,36,79,464.91300623,1,1,52,2,1,1,82,1,2,1,2,0,0,0,0,0,0,0,0,89,H,0,1,0,0,U,2,0,1,0,9,5520133,7,0,4,,,,,,,,,,,,,,,,,U,,,79,114,2,0,0,0,0
U,29,C,180,180,0,0,0,0,U,2,U," 34H",34,0,114,U,0,U,1,2,1,U,98290,0,0,U,U,U,U,0,U,0,4,1,21,1,18,85,464.91300623,0,1,53,2,1,1,82,1,2,1,2,0,0,0,0,0,0,U,0,89,H,0,0,0,0,U,2,0,2,0,9,1G3NF27U5F,17,0,4,,2443,OLDS,CAL,,CP,1,2,,1,Y,N,A,F,G,,P,,N,85,N,N,N,N,N,N
1,68,0,280,173,1,1,0,0,33,3,0," 35E",35,0,74,0,0,U,1,2,1,U,98366,1,4,-27,-16,32,611,0,998,3,6,3,20,U,34,94,59.379029423,1,1,15,11,1,1,82,1,2,1,2,2,0,0,0,0,0,0,1,56,E,0,1,1,2,U,0,0,1,0,9,2C1MR2469R,17,0,4,,1650,GEO,GEM,,2H,1,,,1,Y,N,P,F,G,,P,,N,94,151,31,0,1,4,1
1,69,C,173,280,0,1,0,0,13,31,0," 35E",35,0,151,0,0,U,1,8,1,U,98166,1,4,3,-15,15,177,0,998,2,6,3,12,U,481,79,59.379029423,0,2,62,1,1,1,82,1,2,1,2,2,0,0,0,0,0,0,0,56,E,0,0,1,2,U,0,0,2,0,9,F15GPFF000,11,0,5,,,,,,,,,,,,,,,,,U,,,79,74,3,N,N,N,N
1,5,C,998,998,1,1,0,0,U,2,0," 36F",36,0,117,6,0,U,1,2,1,U,98118,7,0,U,U,U,U,0,U,3,1,3,37,U,33,90,140.73290993,2,2,13,14,4,U,82,2,2,2,2,1,0,0,0,0,0,0,0,89,F,0,1,0,0,U,3,0,1,0,9,JHMBA4237L,17,0,5,,2570,HOND,PSI,,CP,3,,,1,Y,N,P,F,G,,P,,N,90,998,98,0,1,4,2
3,98,C,90,90,0,0,0,0,11,3,0," 37H",37,0,106,0,0,1,0,1,1,1,98031,3,4,0,-13,13,54,U,998,2,2,1,41,2,34,81,448.69511067,0,2,50,1,1,1,82,1,1,1,2,0,0,0,0,0,0,0,0,80,H,0,0,0,0,U,2,0,1,0,9,JM1FB3310B,17,0,5,,2345,MAZD,RX7,,CP,,,,,,,,4,G,,P,,,81,149,6,N,N,N,N
1,20,C,90,90,1,0,1,0,15,6,0," 37H",37,0,149,0,0,U,0,2,1,1,98112,3,1,0,-15,15,154,4,998,3,2,1,12,3,17,91,448.69511067,1,1,50,2,1,2,82,1,1,1,2,0,0,0,0,0,0,2,0,80,H,0,1,0,0,U,2,0,2,0,9,1FACP55U8M,17,0,4,,3276,FORD,TAL,,SW,1,,,5,Y,N,M,F,G,,P,,N,91,173,30,0,0,0,0
