ACCSEQDV,ACCTYPE,ALCTEST,ANGTHIS,ANGOTHER,AOPSVEH,WEATHER,BAGDEPFV,BAGDEPOV,BAREQSP,BODYTYPE,CARGOWGT,CASEID,CASENO,CONDTREE,CURBWGT,DVEST,DOCTRAJ,DRIVDIST,DRINKING,DRIVE,DRPRES,DRRACE,DRZIP,DVBASIS,DVCONFID,DVLAT,DVLONG,DVTOTAL,ENERGY,FOVERIDE,IMPACTSP,INSPTYPE,LANES,LGTCOND,MAKE,MANEUVER,MODEL,MODELYR,RATWGT,OCCFORMS,OCUPANTS,PREEVENT,PREMOVE,PREILOC,PREISTAB,PSU,ALIGNMNT,SURCOND,PROFILE,SURTYPE,RELINTER,ROLINDIR,ROLINLOC,ROLINTYP,ROLLOBJ,ROLLOVER,ROVERIDE,SPECOTH,SPLIMIT,STRATIF,TOWHITCH,TOWPAR,TRAFCONT,TRCTLFCT,TRAVELSP,TRAFFLOW,TRIPLOC,VEHNO,VEHUSE,VERSION,VIN,VINLNGTH,DRUGS,VINO,MCYCLDS,VEHWGT,VINMAKE,VINAMOD,SERTR,VINBT,ROOF1,ROOF2,ROOF3,ANTILOCK,FRTWHLDR,FOURWHDR,RESTYPE,CARBUR,FUELCODE,WGTCDTR,VEHTYPE,WHLDRWHL,DAYRUNLT,VINMODYR,OTVEHWGT,OTBDYTYP,VINJSER,VINJURED,VTREAT,VAIS
1,82,C,65,175,0,0,0,0,47,6,0,104B,104,0,138,0,1,U,0,1,1,1,98070,2,1,34,-18,39,1251,0,19,3,2,1,30,U,34,73,31.300091149,1,1,15,11,1,1,81,1,1,1,2,2,0,0,0,0,0,0,0,64,B,0,1,2,2,U,0,0,1,0,9,4632057700,10,7,4,,,,,,,,,,,,,,,,,U,,,73,116,6,1,1,1,5
1,83,C,175,65,0,0,0,0,32,6,0,104B,104,0,116,0,1,1,0,U,1,1,98335,2,1,-3,-39,39,602,0,62,3,2,1,48,3,31,87,31.300091149,4,4,65,1,1,2,81,1,1,4,2,2,0,0,0,0,0,0,0,64,B,0,1,0,0,U,0,0,2,0,9,JF2AN53B3H,17,7,5,,2560,SUBA,G4D,,SW,1,3,,1,N,Y,A,F,G,,P,,N,87,138,6,0,4,4,1
1,68,C,330,190,1,0,6,0,17,4,0,105C,105,0,143,0,0,2,0,2,1,1,98390,1,1,-4,-18,19,197,4,998,3,5,1,6,1,44,96,58.840630425,1,1,15,11,2,1,81,1,1,1,2,2,0,0,0,0,0,0,0,64,C,0,1,1,2,U,0,0,1,0,9,1C3EJ56H7T,17,7,4,,3027,CHRY,CXI,,4D,1,3,,2,Y,N,E,F,G,,P,,N,96,147,30,1,1,3,3
1,69,C,190,330,1,0,1,0,20,30,9,105C,105,0,147,0,0,1,0,8,1,1,98047,1,1,3,-17,17,257,1,998,3,4,1,20,7,471,96,58.840630425,2,2,62,1,1,1,81,1,1,1,2,2,0,0,0,0,0,0,0,64,C,0,1,1,2,U,0,0,2,0,9,1GCCT19W0T,17,7,4,,,CHEV,S,S14,PC,1,,,2,,,M,,G,1,T,44,N,96,143,4,0,2,4,1
2,48,18,25,270,0,0,0,0,40,3,0,106B,106,0,99,0,0,U,0,2,1,2,98198,1,1,-31,-26,40,1302,0,998,3,4,1,37,U,32,84,19.477741528,3,3,6,6,6,4,81,3,1,1,2,0,0,0,0,0,0,0,1,64,B,0,1,0,0,U,0,0,1,0,9,JHMAD5324E,17,7,5,,2187,HOND,A18,,2H,,,,,,,,3,G,,P,,,84,145,20,3,3,1,6
1,48,C,90,60,0,0,0,0,8,30,0,106B,106,0,142,0,0,U,0,8,1,U,98198,3,4,-3,-8,8,47,0,998,1,4,1,12,U,471,90,19.477741528,0,1,61,1,1,1,81,1,1,1,2,0,0,0,0,0,0,0,0,64,B,0,0,0,0,U,0,0,2,0,9,1FTCR11T9L,17,7,4,,,FORD,RNG,RNG,PK,1,,,3,,,A,,G,1,T,44,N,90,99,3,N,N,N,N
2,98,C,270,25,1,0,6,0,28,20,0,106B,106,0,145,0,1,1,0,8,1,1,98001,1,1,10,-27,29,737,0,998,3,4,1,7,3,442,94,19.477741528,4,4,62,1,1,2,81,1,1,1,2,0,0,0,0,0,0,0,0,64,B,0,1,0,0,U,0,0,3,0,9,2B4GH2539R,17,7,4,,,DODG,CAR,CAR,SV,1,,,5,,,E,,G,1,T,42,N,94,99,3,0,4,3,2
1,68,31,140,10,0,0,0,0,21,3,0,107K,107,0,78,0,0,U,1,U,1,U,98148,4,0,U,U,U,U,0,U,3,5,3,37,U,31,85,19.12667446,1,1,15,11,1,1,81,1,1,4,2,3,0,0,0,0,0,0,0,56,K,0,1,0,0,U,0,0,1,0,9,JHMAF3327F,17,7,5,,1675,HOND,5RX,,2H,1,,,1,Y,N,A,3,G,,P,,N,85,171,4,0,1,3,1
1,69,C,10,140,1,0,6,0,U,4,U,107K,107,0,171,7,0,1,0,1,1,U,98168,4,0,U,U,U,U,0,U,3,5,3,12,7,16,95,19.12667446,1,1,62,1,1,1,81,1,1,2,2,3,0,0,0,0,0,0,0,56,K,0,1,0,0,U,0,0,2,5,9,2FALP71W5S,17,7,4,,9999,FORD,CVP,,4D,1,,,7,N,N,E,F,G,,P,,N,95,78,3,0,0,0,0
4,1,D,998,998,0,0,0,0,46,5,0,108B,108,U,115,0,0,U,1,2,1,1,98058,9,0,U,U,U,U,0,U,3,2,3,7,U,17,88,47.234215215,4,4,6,14,4,1,81,3,1,1,2,0,0,0,0,0,0,0,0,40,B,0,1,0,0,U,0,0,1,0,9,1B3BS48E1J,17,7,4,,2483,DODG,SHA,,4H,1,2,,1,Y,N,A,T,G,,P,,N,88,998,98,2,3,1,6
1,88,U,90,0,1,0,6,0,11,20,0,109J,109,0,174,0,0,2,1,8,1,3,98390,1,1,-4,-11,12,130,0,998,3,2,3,12,1,442,95,34.561458094,1,1,17,1,1,1,81,1,1,1,2,2,0,0,0,0,0,0,0,40,J,0,1,2,2,U,0,0,1,0,9,2FMDA5142S,17,7,4,,,FORD,WIN,WWG,ES,1,,,2,,,E,,G,1,T,42,N,95,106,4,0,0,0,0
1,89,C,0,90,1,0,2,0,18,4,0,109J,109,0,106,0,0,1,0,U,1,U,98036,1,1,16,-6,17,272,0,998,3,2,3,48,1,38,93,34.561458094,3,3,66,1,1,1,81,1,1,1,2,2,0,0,0,0,0,0,0,40,J,0,1,2,2,U,0,0,2,0,9,JF1GC2444P,17,7,5,,2460,SUBA,IML,,4D,1,,,1,Y,N,M,F,G,,P,,N,93,174,20,0,2,3,2
1,89,C,90,180,1,0,1,0,5,14,0,110C,110,0,187,0,0,U,0,8,1,U,98005,1,1,3,-5,6,29,0,998,3,3,1,2,U,404,95,27.499989195,2,2,71,14,1,1,81,3,1,1,2,3,1,1,7,2,4,0,0,48,C,0,1,0,0,U,0,2,1,0,9,1J4GZ58Y8S,17,7,4,,,JEEP,GCK,LRO,4W,1,3,,2,,,M,,G,1,T,44,N,95,128,2,0,2,4,1
1,88,C,180,90,1,0,0,0,9,2,0,110C,110,0,128,0,0,U,0,2,1,U,98059,1,1,-7,-4,8,111,0,998,3,2,1,22,U,18,89,27.499989195,1,1,17,1,2,1,81,1,1,4,2,3,0,0,0,0,0,0,0,48,C,0,1,0,0,U,0,0,2,0,9,1G2NW14D6K,17,7,4,,2739,PONT,GAS,,CP,1,2,,1,Y,N,P,F,G,,P,,N,89,187,14,0,1,4,7
1,82,C,257,0,1,0,1,0,U,4,0,111G,111,0,105,2,0,2,0,2,1,3,98001,11,0,U,U,U,U,0,U,2,5,1,49,1,32,95,1893.6379539,2,2,15,11,2,1,81,1,1,1,2,3,0,0,0,0,0,0,0,56,G,0,1,0,0,U,0,0,1,0,9,1NXAE09B9S,17,7,4,,2381,TOYT,LED,,4D,1,3,,5,Y,N,E,F,G,,P,,N,95,182,31,0,0,0,0
1,83,C,0,257,0,0,0,0,U,31,0,111G,111,0,182,U,0,1,0,8,1,1,98031,98,0,U,U,U,U,0,U,1,5,1,20,1,481,94,1893.6379539,0,1,72,1,1,1,81,1,1,4,2,2,0,0,0,0,0,0,0,56,G,0,0,0,0,U,0,0,2,0,9,1GCFC24K7R,17,7,4,,,CHEV,GM4,GC2,PK,1,,,3,,,A,,G,2,T,42,N,94,105,4,N,N,N,N
U,28,C,U,U,0,1,0,0,U,3,U,112D,112,0,87,U,0,U,7,2,1,U,98116,0,0,U,U,U,U,U,U,0,4,3,37,U,31,84,336.56901678,1,1,52,1,1,1,81,1,2,4,2,2,0,0,0,0,0,0,0,56,D,0,1,0,0,U,0,0,1,0,9,JHMAH5323E,17,7,5,,1863,HOND,C5D,,2H,,,,,,,,3,G,,P,,,84,N,N,0,0,4,0
1,31,C,337,330,0,1,0,0,U,3,0,112D,112,0,137,2,0,1,0,1,1,6,98166,11,0,U,U,U,U,0,U,2,4,3,35,1,32,88,336.56901678,3,3,53,10,2,1,81,1,2,2,2,2,0,0,0,0,0,U,0,56,D,0,1,0,0,U,0,0,2,0,9,JN1VS26S8J,17,7,5,,2880,NISS,SX,,2H,1,,,1,N,N,A,F,G,,P,,N,88,87,3,0,3,4,1
3,2,B,998,998,0,0,0,0,25,30,0,113J,113,0,122,0,0,11,1,8,1,1,98034,9,0,U,U,U,U,0,U,3,2,3,49,9,471,93,20.17605174,1,1,6,14,4,3,81,3,2,1,2,0,0,0,0,0,0,0,0,56,J,0,1,0,0,U,0,0,1,0,9,4TARN81A2P,17,7,4,,,TOYT,HTP,SWS,PK,1,,,7,,,A,,G,1,T,42,N,93,998,98,0,1,3,1
1,2,C,998,998,0,0,0,0,U,15,0,114B,114,0,148,6,0,U,7,8,1,U,U,11,0,U,U,U,U,0,U,2,2,1,49,U,421,69,27.353511629,2,2,6,14,4,3,81,2,1,2,4,2,2,4,6,44,2,0,0,0,B,0,1,0,0,U,0,3,1,0,9,FJ406663,8,7,5,,,,,,,,,,,,,,,,,U,,,69,998,98,1,2,3,3
1,6,D,998,998,0,1,0,0,35,4,0,115D,115,0,100,0,0,U,1,2,1,1,98070,1,1,0,-35,35,640,0,998,3,2,2,20,6,32,88,333.87691513,2,2,87,14,4,1,81,3,2,2,2,0,0,0,0,0,0,0,0,64,D,0,1,0,0,U,0,0,1,0,9,1Y1SK5145J,17,7,4,,2103,CHEV,TVX,,4D,1,,,1,Y,N,A,2,G,,P,,N,88,998,98,2,2,3,4
1,68,C,180,35,1,0,2,0,19,2,0,116C,116,0,103,0,0,2,0,2,1,1,98168,4,0,U,U,U,U,4,U,3,3,1,24,1,2,94,78.168309839,2,2,15,11,2,1,81,1,1,2,2,2,0,0,0,0,0,0,0,56,C,0,1,0,0,U,0,0,1,0,9,1G8ZF1596R,17,7,4,,2210,STRN,SC1,,CP,1,3,,5,Y,N,D,F,G,,P,,N,94,156,31,0,2,4,2
1,69,C,35,180,0,0,0,0,U,31,11,116C,116,0,156,6,0,1,0,8,1,1,98168,4,0,U,U,U,U,1,U,3,3,1,12,9,481,71,78.168309839,1,1,62,1,1,2,81,1,1,4,2,2,0,0,0,0,0,0,0,56,C,0,1,0,0,U,0,0,2,0,9,F25HRL2000,11,7,5,,,,,,,,,,,,,,,,,U,,,71,103,2,0,1,0,1
1,14,C,998,998,1,4,6,0,16,3,0,117J,117,1,132,0,0,2,0,2,1,1,98022,1,1,0,-16,16,177,0,998,3,2,3,12,1,18,94,30.425264271,2,2,14,1,4,1,81,1,2,1,2,2,0,0,0,0,0,0,0,72,J,0,1,2,2,U,0,0,1,0,9,1ZVLT22BXR,17,7,4,,2921,FORD,PGT,,2H,1,3,,7,Y,N,E,F,G,,P,,N,94,998,98,1,2,3,3
2,7,21,998,998,1,0,6,0,23,3,0,118B,118,0,126,0,0,U,1,1,1,U,99202,9,0,U,U,U,U,0,U,3,3,2,45,U,37,87,34.932605128,2,2,6,14,4,4,81,2,1,2,1,0,1,4,6,44,2,0,0,113,B,0,1,0,0,U,1,3,1,0,9,WP0AA2950H,17,7,5,,2725,PORS,944,,CP,1,,,5,N,N,F,T,G,,P,,N,87,998,98,1,2,1,5
2,7,C,998,998,0,0,0,0,U,3,0,119H,119,0,124,6,0,1,0,1,1,1,98032,7,0,U,U,U,U,0,U,3,5,3,12,3,3,86,9284.8162621,4,4,6,14,4,2,81,2,1,1,2,0,0,0,0,0,0,0,0,64,H,0,1,0,0,U,0,0,1,0,9,1FABP28A2G,17,7,4,,2800,FORD,MLG,,3D,1,2,,1,N,N,A,1,G,,P,,N,86,998,98,0,0,0,0
1,73,C,355,332,0,0,0,0,13,30,0,120D,120,0,169,0,0,U,1,8,1,1,98133,1,1,-3,-14,14,137,0,998,2,3,3,35,U,471,87,429.88293424,0,1,10,6,1,1,81,1,2,1,2,2,0,0,0,0,0,0,0,48,D,0,0,0,0,U,0,0,1,0,9,JN6HD16Y4H,17,7,5,,,NISS,D21,DK4,PK,1,2,,1,,,A,,G,1,T,44,N,87,163,20,N,N,N,N
1,72,C,332,355,0,0,0,0,15,20,0,120D,120,0,163,0,0,1,0,8,1,1,98177,1,1,7,12,14,273,0,998,3,3,3,20,1,441,89,429.88293424,3,3,60,11,1,1,81,1,2,1,2,2,0,0,0,0,0,0,0,48,D,0,1,0,0,U,0,0,2,0,9,1GNDM15Z4K,17,7,4,,,CHEV,AST,AST,SV,1,,,6,,,A,,G,1,T,42,N,89,169,30,0,2,4,1
3,7,C,998,998,0,0,0,0,U,4,0,121K,121,1,130,7,1,2,1,2,1,3,98188,10,0,U,U,U,U,0,U,3,4,3,12,3,17,87,34.584202775,2,2,6,14,4,2,81,2,1,4,2,2,0,0,0,0,0,0,0,40,K,0,1,1,2,U,0,0,1,0,9,1FABP52U0H,17,7,4,,2935,FORD,TAG,,4D,1,3,,1,Y,N,A,F,G,,P,,N,87,998,98,0,2,3,2
1,20,C,220,220,1,0,6,0,11,4,0,122E,122,0,132,0,0,1,0,2,1,1,98376,3,4,0,-12,12,62,U,998,2,2,1,30,3,47,95,1285.1209008,1,1,50,1,1,2,81,1,2,4,2,2,0,0,0,0,0,0,0,64,E,0,1,0,0,U,0,0,1,0,9,3VWSC81HXS,17,7,4,,2672,VOLK,J3S,,4D,3,,,5,Y,N,E,F,G,,P,,S,95,124,4,0,1,4,1
1,21,C,220,220,1,0,0,0,14,4,0,122E,122,0,124,0,0,1,0,2,1,1,98022,3,1,0,13,13,104,0,998,2,2,1,37,1,32,90,1285.1209008,0,3,53,5,1,1,81,1,2,4,2,2,0,0,0,0,0,U,0,64,E,0,0,0,0,0,0,0,2,0,9,JHMCB765XL,17,7,5,,2857,HOND,ALE,,4D,1,,,1,Y,N,P,F,G,,P,,N,90,132,4,N,N,N,N
1,72,C,305,350,0,0,0,0,38,4,0,123K,123,0,110,0,0,U,0,2,1,6,98198,1,2,18,22,28,738,0,998,3,4,1,37,U,32,87,31.741651239,2,2,10,11,2,1,81,1,1,1,2,2,0,0,0,0,0,0,0,64,K,0,1,1,2,U,1,0,1,0,9,1HGCA5647H,17,7,4,,2535,HOND,UXI,,4D,1,3,,1,Y,N,A,F,G,,P,,N,87,99,3,0,2,3,1
1,73,C,350,305,0,0,0,0,15,3,0,123K,123,0,99,0,0,1,0,2,1,2,98177,1,2,-5,-31,31,98,0,998,2,4,1,30,6,42,87,31.741651239,1,1,61,1,1,1,81,1,1,1,2,2,0,0,0,0,0,0,0,64,K,0,1,1,2,U,1,0,2,0,9,1VWDC0171H,17,7,4,,2180,VOLK,GT6,,2H,1,2,,1,Y,N,A,F,G,,P,,N,87,110,4,0,0,0,0
2,2,C,310,210,0,0,0,0,14,30,0,124C,124,0,127,0,1,1,1,8,1,1,98052,3,4,-15,-3,15,286,0,998,3,2,3,35,8,471,94,41.952969216,1,1,6,14,4,4,81,3,2,4,2,0,0,0,0,0,0,0,0,48,C,0,1,6,2,U,0,0,1,0,9,1N6SD11S4R,17,7,4,,,NISS,TRK,XES,PK,1,,,1,,,A,,G,1,T,42,N,94,187,14,0,1,4,1
2,98,C,210,310,0,1,0,0,13,14,0,124C,124,0,187,0,0,1,1,8,1,1,98003,3,4,0,-10,10,120,0,998,2,2,3,38,4,402,92,41.952969216,1,1,62,14,1,1,81,2,2,2,2,0,0,0,0,0,0,0,0,48,C,0,1,6,2,U,0,0,2,0,9,4S2CY58Z3N,17,7,4,,,ISU,ROD,RXS,4W,1,3,,3,,,A,,G,1,T,44,N,92,127,30,0,1,4,1
3,7,C,998,998,0,0,0,0,U,31,14,125K,125,0,141,7,1,10,1,8,1,1,98011,11,0,U,U,U,U,0,U,2,2,3,7,6,481,76,21.914514633,1,1,13,14,4,4,81,3,2,1,2,0,0,0,0,0,0,0,0,56,K,0,1,0,0,U,0,0,1,0,9,D14AE3S100,13,7,5,,,,,,,,,,,,,,,,,U,,,76,998,98,0,1,3,1
U,6,17,998,998,0,0,0,0,U,4,U,135K,135,1,99,U,0,U,1,1,1,U,98188,0,0,U,U,U,U,0,U,0,2,1,48,U,43,85,42.248323888,1,1,12,1,4,1,81,1,1,1,2,0,0,0,0,0,0,0,2,40,K,0,1,0,0,U,0,0,1,0,9,JF1AC43B7F,17,1,5,,2190,SUBA,GL,,4D,1,3,,1,Y,N,A,2,G,,P,,N,85,N,N,0,1,3,1
1,20,C,0,0,0,0,0,0,27,30,0,136C,136,0,123,0,0,U,0,8,1,U,98148,1,1,0,-23,23,370,0,998,3,2,1,35,U,471,89,60.284627528,1,1,50,1,1,U,81,1,2,2,2,1,0,0,0,0,0,0,0,97,C,0,1,0,0,U,3,0,1,0,9,1N6ND11S9K,17,7,4,,,NISS,D21,U2S,PK,1,,,1,,,A,,G,1,T,42,N,89,105,4,0,0,0,0
1,21,C,0,0,1,0,2,0,20,4,0,136C,136,0,105,0,0,1,0,2,1,1,98045,1,1,0,25,25,194,5,998,3,2,1,49,1,32,93,60.284627528,2,2,53,5,1,1,81,1,2,2,2,1,0,0,0,0,0,0,0,97,C,0,1,0,0,0,3,0,2,0,9,JT2AE0434P,17,7,5,,,TOYT,,,,,,,,,,,,,,P,,,93,123,30,0,2,4,1
2,98,C,0,0,1,0,1,0,12,4,0,136C,136,0,130,0,0,1,0,2,1,1,98106,1,1,0,11,11,77,0,998,2,2,1,9,1,19,90,60.284627528,0,1,53,5,1,1,81,1,2,2,2,1,0,0,0,0,0,1,0,97,C,0,0,0,0,0,3,0,3,0,9,1P3XA46K7L,17,7,4,,2711,PLYM,ACC,,4D,1,2,,1,Y,N,M,F,G,,P,,N,90,105,4,N,N,N,N
1,7,C,998,998,0,0,0,0,U,30,9,137K,137,1,112,8,0,U,0,8,1,1,98014,6,0,U,U,U,U,0,U,3,2,1,49,U,471,80,31.490222904,3,3,6,14,4,4,81,2,4,4,2,0,1,4,1,61,1,0,0,56,K,0,1,0,0,U,0,1,1,0,9,RN47036900,10,7,5,,,,,,,,,,,,,,,,,U,,,80,998,98,3,3,3,4
1,20,D,270,270,0,0,0,0,40,31,0,138D,138,0,198,0,0,2,1,8,1,3,98007,1,4,0,-29,29,1283,0,998,3,4,3,20,4,481,90,241.11744499,1,1,50,1,1,1,81,1,2,2,2,2,0,0,0,0,0,0,0,48,D,0,1,1,2,U,1,0,1,0,9,2GCDC14Z8L,17,7,4,,,CHEV,GM4,GC1,PK,1,,,3,,,A,,G,1,T,42,N,90,129,30,0,1,4,2
1,22,C,270,270,0,0,0,0,21,30,9,138D,138,0,129,0,0,1,0,8,1,1,98117,1,4,0,40,40,263,0,998,3,4,3,12,1,471,89,241.11744499,1,1,53,5,1,1,81,1,2,2,2,2,0,0,0,0,0,0,0,48,D,0,1,1,2,0,1,0,2,0,9,1FTCR10T3K,17,7,4,,,FORD,RNG,RNG,PK,1,,,3,,,A,,G,1,T,42,N,89,198,31,0,1,4,1
1,68,C,240,110,0,1,0,0,45,30,0,139J,139,0,134,0,1,97,1,8,1,1,98122,1,1,-25,-30,39,1124,0,998,3,6,3,12,1,471,94,14.454087581,2,2,15,11,1,1,81,1,2,1,2,2,0,0,0,0,0,0,0,80,J,0,1,1,2,U,0,0,1,0,9,1FTCR10A0R,17,7,4,,,FORD,RNG,RNG,PK,1,,,3,,,A,,G,1,T,42,N,94,161,14,2,2,3,3
1,69,C,110,240,0,1,0,0,28,14,0,139J,139,0,161,0,1,1,0,8,1,1,98038,1,1,6,-33,34,600,0,998,3,6,3,38,1,402,94,14.454087581,1,1,62,1,1,1,81,1,2,1,2,2,2,1,7,1,1,0,0,80,J,0,1,1,2,U,0,3,2,0,9,4S2CG58V2R,17,7,4,,,ISU,ROD,RLS,4W,1,3,,3,,,A,,G,1,T,42,N,94,134,30,0,1,4,1
,68,C,,,,1,,,,68,,140C,140,,,,,U,0,8,,U,98146,,,,,,,,,,2,1,82,U,881,95,68.861883598,,,15,11,1,1,81,1,2,2,2,2,,,,,,,0,56,C,,0,1,2,U,0,,1,0,9,1FV6HFAA9S,17,7,4,,,FRHT,MCV,F70,CC,,,,,,,,,D,7,T,42,,95,N,N,N,N,N,N
1,69,C,90,200,0,1,0,0,14,30,9,140C,140,0,160,0,0,1,0,8,1,1,98166,4,0,U,U,U,U,0,U,3,3,1,41,1,471,94,68.861883598,1,1,62,1,1,1,81,1,2,4,2,2,0,0,0,0,0,0,0,56,C,0,1,1,2,U,0,0,2,0,9,4F4CR16XXR,17,7,4,,,MAZD,B40,4CP,PC,1,,,3,,,A,,G,1,T,42,N,94,N,68,0,1,4,1
2,7,B,998,998,0,0,0,0,33,3,0,141K,141,1,98,0,0,98,1,2,1,1,98042,1,1,25,-21,33,519,0,998,3,2,1,37,1,32,81,35.97063054,2,2,6,14,4,3,81,2,1,1,2,0,0,0,0,0,0,0,0,56,K,0,1,0,0,U,0,0,1,0,9,JHMSM5327B,17,7,5,,2152,HOND,ACC,,2H,,,,,,,,3,G,,P,,,81,998,98,1,2,3,4
1,7,C,998,998,0,0,0,0,U,14,0,142J,142,0,138,7,0,1,0,8,1,3,98108,9,0,U,U,U,U,0,U,3,2,3,2,6,402,93,23.957803692,3,3,6,14,4,1,81,2,1,4,2,0,U,U,U,U,U,0,0,97,J,0,1,0,0,U,2,U,1,0,9,1J4FY29S7P,17,7,4,,,JEEP,W/Y,W/Y,UT,1,5,,5,,,A,,G,1,T,44,N,93,998,98,1,3,3,4
3,64,C,250,0,0,0,0,0,U,20,0,143K,143,0,140,8,0,11,0,8,1,1,98023,4,0,U,U,U,U,7,U,3,2,2,7,1,442,90,32.152334944,3,3,10,1,2,1,81,1,2,1,2,0,0,0,0,0,0,0,0,89,K,0,1,0,0,U,0,0,1,0,9,1B4FK44R8L,17,7,4,,,DODG,CAR,GCS,SV,1,3,,1,,,A,,G,1,T,42,N,90,N,69,1,3,3,5
,65,C,,,,0,,,,61,,143K,143,,,,,U,0,8,,U,98106,,,,,,,,,,2,2,38,U,883,90,32.152334944,,,62,1,1,1,81,1,2,1,2,0,,,,,,,0,89,K,,1,0,0,U,0,,2,0,9,JALB4B1H3L,17,7,5,,,ISU,NPR,NPR,TB,,,,,,,,,D,3,T,42,,90,N,N,N,N,N,N
,98,C,,,,0,,,,69,,143K,143,,,,,U,0,8,,U,98837,,,,,,,,,,2,2,82,7,883,82,32.152334944,,,62,1,U,1,81,1,2,1,2,0,,,,,,,0,89,K,,1,0,0,U,0,,3,0,9,1FUEYDYB9C,17,7,4,,,FRHT,COE,FLT,DS,,,,,,,,,D,8,T,64,,82,N,N,N,N,N,N
2,2,22,998,998,1,0,6,0,U,3,0,144C,144,0,122,7,0,5,0,2,1,1,98032,10,0,U,U,U,U,0,U,3,2,2,12,8,18,94,34.490482913,1,1,6,14,4,2,81,3,1,1,2,0,0,0,0,0,0,0,0,56,C,0,1,0,0,U,0,0,1,0,9,1ZVLT20A5R,17,7,4,,2690,FORD,PBS,,2H,1,3,,7,Y,N,E,F,G,,P,,N,94,998,98,0,1,3,1
1,77,C,270,320,0,1,0,0,9,4,U,145F,145,0,148,0,1,U,0,1,1,U,98034,3,4,7,-6,9,126,0,998,0,5,1,18,U,2,90,4375.5919525,1,1,17,14,1,1,81,3,2,2,2,2,0,0,0,0,0,0,0,56,F,0,1,1,2,U,0,0,1,0,9,1G4HP54C8L,17,7,4,,3175,BUIC,LCF,,4D,1,2,,5,Y,N,P,F,G,,P,,N,90,N,N,0,0,0,0
1,76,C,320,270,0,1,0,0,12,6,0,145F,145,0,112,0,0,U,0,2,1,U,98034,3,1,-12,-2,12,172,0,998,3,3,1,20,U,16,85,4375.5919525,1,1,66,11,1,1,81,1,2,4,2,2,0,0,0,0,0,0,0,56,F,0,1,1,2,U,0,0,2,0,9,1G1JC35P6F,17,7,4,,2342,CHEV,CAV,,SW,1,2,,1,Y,N,A,F,G,,P,,N,85,148,4,0,1,8,7
1,47,C,350,0,1,0,1,0,U,2,0,146G,146,0,139,6,0,U,1,1,1,1,98205,7,0,U,U,U,U,0,U,2,3,3,12,1,3,96,2917.0702199,1,1,10,15,2,1,81,1,1,1,2,1,0,0,0,0,0,0,0,97,G,0,1,0,0,U,1,0,1,0,9,1FALP4047T,17,7,4,,3057,FORD,MUS,,CP,1,,,5,N,N,E,F,G,,P,,N,96,U,9,0,0,0,0
U,45,C,0,350,0,0,U,U,U,9,U,146G,146,0,U,U,0,U,U,1,1,U,U,0,0,U,U,U,U,0,U,0,3,3,U,U,399,U,2917.0702199,0,U,61,1,1,1,81,1,1,1,2,1,0,0,0,0,0,0,0,97,G,0,0,0,0,U,1,0,2,U,9,9999999999,U,7,1,9999,9999,99999,999,999,99,9,9,9,9,9,9,9,9,9,9,P,99,9,99,N,N,N,N,N,N
2,8,0,998,998,0,0,0,0,U,2,0,147K,147,0,109,7,0,U,0,2,1,1,98070,6,0,U,U,U,U,0,U,3,2,1,18,3,12,84,22.128481366,1,1,83,1,4,2,81,1,2,2,2,0,0,0,0,0,0,0,0,56,K,0,1,0,0,U,0,0,1,0,9,1G4AE2708E,17,7,4,,2399,BUIC,SHT,,CP,,,,,,,,F,G,,P,,,84,998,98,0,1,3,1
1,88,17,325,235,0,0,0,0,52,3,0,148J,148,0,134,0,0,U,1,1,1,1,98042,1,1,-19,-52,56,1794,0,998,3,5,3,20,U,9,85,24.694082026,2,2,17,1,1,1,81,1,2,1,2,2,0,0,0,0,0,0,2,89,J,0,1,1,2,U,0,0,1,0,9,1G1FP87S0F,17,7,4,,2801,CHEV,CAM,,CP,1,4,,1,N,N,A,F,G,,P,,N,85,186,14,1,2,3,4
1,89,C,235,325,0,0,0,0,45,14,0,148J,148,0,186,0,0,U,0,8,1,6,98032,1,1,38,-14,41,1667,0,998,3,3,3,49,U,401,95,24.694082026,2,2,66,1,1,1,81,1,2,1,2,2,1,1,7,1,2,0,0,56,J,0,1,1,2,U,0,2,2,0,9,JT3VN39WXS,17,7,5,,,TOYT,RUN,V39,4W,1,3,,4,,,A,,G,1,T,44,N,95,134,3,0,2,3,1
1,88,C,180,90,1,0,6,0,U,4,10,149K,149,0,171,7,1,98,0,1,1,1,98146,4,0,U,U,U,U,0,U,3,5,1,12,6,16,95,33.140450045,1,1,17,1,1,1,81,1,2,4,2,2,0,0,0,0,0,0,0,64,K,0,1,1,2,U,0,0,1,5,9,2FALP71W6S,17,7,4,,9999,FORD,CVP,,4D,1,,,7,N,N,E,F,G,,P,,N,95,103,4,0,0,0,0
1,89,C,90,180,1,0,1,0,43,4,0,149K,149,0,103,0,1,U,0,U,1,1,98168,4,0,U,U,U,U,0,U,3,2,1,37,U,31,92,33.140450045,1,1,66,1,1,1,81,1,2,4,2,2,0,0,0,0,0,0,0,48,K,0,1,1,2,U,0,0,2,0,9,JHMEG8541N,17,7,5,,2275,HOND,CDL,,4D,1,,,1,Y,N,M,F,G,,P,,N,92,171,4,1,1,3,3
