ACCSEQ,CASEID,CASENO,CLASS2,CLASS1,GADEV1,GADEV2,OBJCONT,RATWGT,PSU,STRATIF,VEHNUM,VERSION
2,169J,169,0,1,T,N,31,50.469417576,11,J,1,9
3,169J,169,0,1,L,0,42,50.469417576,11,J,1,9
1,170K,170,31,2,R,F,2,48.415920891,11,K,1,9
2,170K,170,31,2,R,L,2,48.415920891,11,K,1,9
3,170K,170,0,2,F,0,51,48.415920891,11,K,1,9
1,171D,171,30,3,B,F,2,54.610257924,11,D,1,9
1,172F,172,1,30,F,B,2,495.31922833,11,F,1,9
1,173H,173,21,1,F,B,2,1320.9435256,11,H,1,9
2,173H,173,2,21,F,B,3,1320.9435256,11,H,2,9
1,174A,174,1,20,F,B,2,46.580076918,11,A,1,9
2,174A,174,1,1,F,B,3,46.580076918,11,A,2,9
3,174A,174,1,1,F,B,4,46.580076918,11,A,3,9
4,174A,174,14,1,F,B,5,46.580076918,11,A,4,9
1,175K,175,0,4,T,N,31,48.415920891,11,K,1,9
2,175K,175,20,4,L,F,2,48.415920891,11,K,1,9
3,175K,175,20,4,L,L,2,48.415920891,11,K,1,9
1,176D,176,31,1,F,F,2,60.937056098,11,D,1,9
1,177E,177,14,1,F,L,2,229.57286344,11,E,1,9
1,178G,178,2,5,F,L,2,713.50533739,11,G,1,9
1,179H,179,0,30,L,0,63,1473.9796658,11,H,1,9
2,179H,179,0,30,T,N,31,1473.9796658,11,H,1,9
3,179H,179,0,30,F,0,59,1473.9796658,11,H,1,9
1,180E,180,2,2,F,B,2,183.33212166,11,E,1,9
1,181E,181,2,2,L,R,2,183.33212166,11,E,1,9
2,181E,181,0,2,T,N,31,183.33212166,11,E,1,9
1,182F,182,2,5,F,F,2,441.37775627,11,F,1,9
1,183G,183,4,2,F,F,2,569.79054648,11,G,1,9
2,183G,183,5,4,L,F,3,569.79054648,11,G,2,9
1,184G,184,4,1,F,B,2,569.79054648,11,G,1,9
1,185H,185,31,1,F,B,2,1177.0895538,11,H,1,9
1,186E,186,0,20,L,0,78,178.13850606,11,E,1,9
2,186E,186,0,20,T,N,31,178.13850606,11,E,1,9
1,187E,187,20,1,F,F,2,178.13850606,11,E,1,9
1,189F,189,0,14,F,0,42,428.87396599,11,F,1,9
2,189F,189,0,14,F,0,42,428.87396599,11,F,1,9
3,189F,189,0,14,R,N,31,428.87396599,11,F,1,9
1,190G,190,14,2,F,B,2,553.64895033,11,G,1,9
1,191H,191,1,4,L,F,2,1143.7437844,11,H,1,9
1,192A,192,1,60,R,F,2,46.580076918,11,A,1,9
2,192A,192,0,60,F,0,51,46.580076918,11,A,1,9
1,193C,193,20,4,L,F,2,52.500941736,11,C,1,9
2,193C,193,0,4,F,0,52,52.500941736,11,C,1,9
1,194D,194,0,30,F,0,57,71.981647773,11,D,1,9
2,194D,194,0,30,R,0,42,71.981647773,11,D,1,9
1,195E,195,20,31,L,F,2,271.18200406,11,E,1,9
2,195E,195,0,20,T,N,31,271.18200406,11,E,2,9
1,196F,196,0,3,F,0,54,652.87906676,11,F,1,9
1,197G,197,0,21,L,N,31,842.8252556,11,G,1,9
1,198H,198,2,1,F,B,2,1741.1324393,11,H,1,9
1,199C,199,0,2,F,0,56,52.500941736,11,C,1,9
1,200K,200,0,31,R,0,50,48.415920891,11,K,1,9
2,200K,200,0,31,F,0,42,48.415920891,11,K,1,9
1,201E,201,1,78,F,B,2,211.54574843,11,E,1,9
2,201E,201,2,1,F,B,3,211.54574843,11,E,2,9
3,201E,201,14,2,F,B,4,211.54574843,11,E,3,9
1,202G,202,0,2,F,0,54,657.47762319,11,G,1,9
2,202G,202,0,2,B,0,54,657.47762319,11,G,1,9
1,203G,203,1,2,F,B,2,657.47762319,11,G,1,9
1,204H,204,0,1,F,0,43,1358.2360166,11,H,1,9
2,204H,204,0,1,F,0,44,1358.2360166,11,H,1,9
1,205D,205,1,1,F,R,2,128.36740506,11,D,1,9
2,205D,205,1,1,L,F,3,128.36740506,11,D,2,9
1,206D,206,1,20,F,B,2,49.948406637,11,D,1,9
2,206D,206,5,1,F,L,3,49.948406637,11,D,2,9
1,207E,207,3,14,F,F,2,156.18481693,11,E,1,9
1,208E,208,3,2,L,F,2,156.18481693,11,E,1,9
2,208E,208,3,2,L,R,2,156.18481693,11,E,1,9
1,209G,209,2,1,F,B,2,485.41756561,11,G,1,9
1,210H,210,20,20,B,F,2,1002.7894447,11,H,1,9
1,211B,211,0,2,L,0,68,49.855652118,11,B,1,9
2,211B,211,0,2,T,N,31,49.855652118,11,B,1,9
1,212B,212,0,1,L,0,42,49.855652118,11,B,1,9
1,213C,213,0,2,L,0,41,52.500941736,11,C,1,9
2,213C,213,0,2,L,0,43,52.500941736,11,C,1,9
3,213C,213,0,2,L,0,43,52.500941736,11,C,1,9
4,213C,213,0,2,L,0,43,52.500941736,11,C,1,9
5,213C,213,0,2,L,0,43,52.500941736,11,C,1,9
6,213C,213,0,2,L,0,42,52.500941736,11,C,1,9
7,213C,213,0,2,R,0,59,52.500941736,11,C,1,9
1,214G,214,3,2,R,F,2,2880.6900737,11,G,1,9
1,233B,233,0,1,T,N,31,49.855652118,11,B,1,9
2,233B,233,0,1,B,0,41,49.855652118,11,B,1,9
3,233B,233,0,1,L,0,57,49.855652118,11,B,1,9
4,233B,233,0,1,T,0,42,49.855652118,11,B,1,9
1,234E,234,3,14,F,B,2,525.79712707,11,E,1,9
2,234E,234,31,3,F,B,3,525.79712707,11,E,2,9
1,235G,235,20,4,F,F,2,1634.1611588,11,G,1,9
1,236A,236,0,14,R,0,50,46.580076918,11,A,1,9
2,236A,236,0,14,R,0,57,46.580076918,11,A,1,9
3,236A,236,0,14,R,0,43,46.580076918,11,A,1,9
4,236A,236,0,14,R,N,31,46.580076918,11,A,1,9
5,236A,236,0,14,T,0,59,46.580076918,11,A,1,9
1,237D,237,0,14,F,0,50,79.973392835,11,D,1,9
2,237D,237,0,14,F,0,50,79.973392835,11,D,1,9
3,237D,237,0,14,F,0,50,79.973392835,11,D,1,9
4,237D,237,0,14,T,N,31,79.973392835,11,D,1,9
1,238F,238,2,20,F,B,2,725.36480749,11,F,1,9
1,239G,239,0,21,F,0,76,936.39972608,11,G,1,9
1,240G,240,0,31,F,0,42,936.39972608,11,G,1,9
1,241H,241,1,2,F,L,2,1934.4412479,11,H,1,9
1,242C,242,0,2,T,N,31,52.500941736,11,C,1,9
1,243K,243,0,1,R,0,50,48.415920891,11,K,1,9
2,243K,243,0,1,R,0,68,48.415920891,11,K,1,9
3,243K,243,0,1,T,N,31,48.415920891,11,K,1,9
1,244E,244,3,2,L,F,2,327.68703639,11,E,1,9
1,245E,245,3,1,R,F,2,327.68703639,11,E,1,9
2,245E,245,U,3,B,F,3,327.68703639,11,E,2,9
1,246G,246,2,30,B,F,2,1018.4411431,11,G,1,9
2,246G,246,1,30,F,L,3,1018.4411431,11,G,1,9
3,246G,246,0,1,B,0,54,1018.4411431,11,G,3,9
1,247G,247,0,30,R,0,42,1018.4411431,11,G,1,9
1,248B,248,1,1,F,F,2,49.855652118,11,B,1,9
1,249D,249,1,4,L,F,2,49.948406637,11,D,1,9
1,250F,250,0,31,R,0,42,439.44480318,11,F,1,9
2,250F,250,0,31,F,0,42,439.44480318,11,F,1,9
3,250F,250,0,31,F,0,42,439.44480318,11,F,1,9
1,251G,251,0,30,F,0,42,567.29522727,11,G,1,9
2,251G,251,0,30,T,N,31,567.29522727,11,G,1,9
1,252H,252,0,20,R,0,41,1171.9346523,11,H,1,9
2,252H,252,0,20,R,0,41,1171.9346523,11,H,1,9
3,252H,252,0,20,R,0,41,1171.9346523,11,H,1,9
4,252H,252,0,20,T,N,31,1171.9346523,11,H,1,9
1,253H,253,0,3,L,0,50,1171.9346523,11,H,1,9
2,253H,253,0,3,F,0,43,1171.9346523,11,H,1,9
3,253H,253,0,3,F,0,68,1171.9346523,11,H,1,9
1,254C,254,0,14,F,0,60,52.500941736,11,C,1,9
2,254C,254,0,14,T,N,31,52.500941736,11,C,1,9
1,255C,255,0,14,F,0,61,52.500941736,11,C,1,9
2,255C,255,0,14,F,0,57,52.500941736,11,C,1,9
3,255C,255,0,14,T,N,31,52.500941736,11,C,1,9
1,256C,256,20,2,R,F,2,52.500941736,11,C,1,9
1,257F,257,0,1,F,0,54,1165.8123301,11,F,1,9
1,258G,258,0,1,F,0,42,1504.9894002,11,G,1,9
1,259H,259,0,1,L,0,41,3109.0500054,11,H,1,9
1,260E,260,3,5,F,L,2,186.29273345,11,E,1,9
1,261F,261,31,4,F,B,2,448.50552077,11,F,1,9
2,261F,261,1,31,F,B,3,448.50552077,11,F,2,9
1,262G,262,0,30,F,0,41,578.99203608,11,G,1,9
2,262G,262,0,30,F,0,42,578.99203608,11,G,1,9
1,263H,263,39,1,B,F,2,1196.0982534,11,H,1,9
2,263H,263,0,1,F,0,68,1196.0982534,11,H,1,9
3,263H,263,0,1,F,0,68,1196.0982534,11,H,1,9
1,264K,264,0,2,R,0,52,48.415920891,11,K,1,9
1,265H,265,4,1,F,L,2,3603.7594648,11,H,1,9
1,"  2C",2,0,2,9,0,56,160.84041568,12,C,1,9
1,"  3K",3,3,3,F,F,2,75.167042502,12,K,1,9
1,"  4K",4,14,21,F,L,2,298.35301431,12,K,1,9
2,"  4K",4,0,14,R,0,68,298.35301431,12,K,2,9
1,"  5A",5,0,2,L,0,50,42.879749046,12,A,1,9
2,"  5A",5,0,2,F,0,60,42.879749046,12,A,1,9
3,"  5A",5,0,2,L,0,42,42.879749046,12,A,1,9
4,"  5A",5,0,2,R,0,42,42.879749046,12,A,1,9
5,"  5A",5,0,2,T,N,31,42.879749046,12,A,1,9
6,"  5A",5,0,2,N,N,33,42.879749046,12,A,1,9
1,"  6B",6,0,2,F,0,56,42.879749046,12,B,1,9
2,"  6B",6,68,2,R,U,2,42.879749046,12,B,1,9
3,"  6B",6,0,2,N,N,33,42.879749046,12,B,1,9
1,"  7H",7,0,20,F,0,64,10092.417732,12,H,1,9
2,"  7H",7,0,20,F,0,64,10092.417732,12,H,1,9
1,"  8C",8,0,1,T,N,31,151.30656686,12,C,1,9
1,"  9G",9,0,4,L,0,50,3717.2108535,12,G,1,9
2,"  9G",9,0,4,L,0,56,3717.2108535,12,G,1,9
1," 10H",10,0,3,F,0,68,10734.92,12,H,1,9
1," 11K",11,3,4,R,F,2,142.80821075,12,K,1,9
2," 11K",11,3,4,R,L,2,142.80821075,12,K,1,9
1," 12C",12,0,2,L,N,31,378.42454515,12,C,1,9
1," 13J",13,0,4,R,0,52,92.836913484,12,J,1,9
1," 14D",14,4,4,F,F,2,555.12600491,12,D,1,9
1," 15K",15,3,2,B,F,2,92.521000819,12,K,1,9
2," 15K",15,0,3,F,0,43,92.521000819,12,K,2,9
3," 15K",15,0,3,U,0,68,92.521000819,12,K,2,9
4," 15K",15,0,3,R,0,68,92.521000819,12,K,2,9
5," 15K",15,0,3,F,0,70,92.521000819,12,K,2,9
1," 16A",16,2,3,L,F,2,71.493404836,12,A,1,9
2," 16A",16,0,3,9,0,52,71.493404836,12,A,1,9
1," 17G",17,0,2,F,0,56,5424.7062288,12,G,1,9
1," 18E",18,30,2,L,F,2,835.71495917,12,E,1,9
2," 18E",18,30,2,L,R,2,835.71495917,12,E,1,9
1," 19H",19,0,1,F,0,70,6906.0143442,12,H,1,9
1," 20J",20,14,3,F,F,2,69.701164745,12,J,1,9
1," 21J",21,0,31,L,0,45,69.701164745,12,J,1,9
2," 21J",21,0,31,U,0,61,69.701164745,12,J,1,9
3," 21J",21,0,31,F,0,42,69.701164745,12,J,1,9
1," 22H",22,0,21,F,0,51,10734.92,12,H,1,9
1," 23K",23,5,31,F,L,2,88.085956517,12,K,1,9
2," 23K",23,5,31,R,L,2,88.085956517,12,K,1,9
3," 23K",23,4,31,F,L,3,88.085956517,12,K,1,9
1," 24D",24,3,20,R,F,2,268.35524203,12,D,1,9
2," 24D",24,0,3,T,N,31,268.35524203,12,D,2,9
1," 25G",25,0,14,F,0,50,2351.1805258,12,G,1,9
1," 26G",26,30,31,F,B,2,1870.9403624,12,G,1,9
2," 26G",26,30,31,9,L,2,1870.9403624,12,G,1,9
1," 27K",27,31,4,R,F,2,35.590394434,12,K,1,9
2," 27K",27,31,4,R,L,2,35.590394434,12,K,1,9
1," 28F",28,20,5,L,F,2,9719.3853844,12,F,1,9
1," 29K",29,0,14,F,0,68,184.01064616,12,K,1,9
2," 29K",29,0,14,R,0,68,184.01064616,12,K,1,9
3," 29K",29,0,14,T,N,31,184.01064616,12,K,1,9
1," 30J",30,14,2,L,F,2,93.442306366,12,J,1,9
2," 30J",30,0,14,T,N,31,93.442306366,12,J,2,9
1," 31G",31,0,3,R,0,43,1670.0652256,12,G,1,9
2," 31G",31,0,3,F,0,41,1670.0652256,12,G,1,9
3," 31G",31,0,3,F,0,42,1670.0652256,12,G,1,9
1," 32J",32,1,3,F,B,2,93.442306366,12,J,1,9
2," 32J",32,30,1,R,F,3,93.442306366,12,J,2,9
3," 32J",32,30,1,R,L,3,93.442306366,12,J,2,9
1," 33E",33,0,1,B,0,54,970.6899041,12,E,1,9
2," 33E",33,0,1,R,0,54,970.6899041,12,E,1,9
1," 34K",34,2,2,F,F,2,49.191484645,12,K,1,9
1," 35K",35,1,2,F,F,2,49.191484645,12,K,1,9
2," 35K",35,4,1,B,F,3,49.191484645,12,K,2,9
1," 36B",36,2,2,R,F,2,123.32505826,12,B,1,9
2," 36B",36,2,2,R,L,2,123.32505826,12,B,1,9
1," 37A",37,0,14,R,0,77,72.500185767,12,A,1,9
2," 37A",37,0,20,F,0,79,72.500185767,12,A,2,9
1," 38C",38,68,4,R,L,2,162.29242317,12,C,1,9
2," 38C",38,68,4,R,L,2,162.29242317,12,C,1,9
3," 38C",38,68,4,B,L,2,162.29242317,12,C,1,9
1," 39J",39,0,31,F,0,42,39.81435095,12,J,1,9
1," 40J",40,31,2,L,F,2,28.315850414,12,J,1,9
2," 40J",40,31,2,L,R,2,28.315850414,12,J,1,9
3," 40J",40,0,2,R,N,31,28.315850414,12,J,1,9
1," 41K",41,28,2,F,F,2,62.787540347,12,K,1,9
1," 42D",42,5,3,F,L,2,240.82581841,12,D,1,9
1," 43E",43,5,20,R,F,2,792.0313589,12,E,1,9
2," 43E",43,0,5,F,0,53,792.0313589,12,E,2,9
1," 44C",44,20,2,F,F,2,175.77370092,12,C,1,9
1," 45F",45,3,2,B,F,3,4338.9238225,12,F,2,9
2," 45F",45,2,2,B,F,2,4338.9238225,12,F,1,9
3," 45F",45,0,3,9,0,56,4338.9238225,12,F,3,9
1," 46J",46,2,21,F,L,2,43.121642278,12,J,1,9
2," 46J",46,2,21,R,L,2,43.121642278,12,J,1,9
3," 46J",46,21,21,F,F,3,43.121642278,12,J,1,9
1," 47B",47,0,3,F,0,56,80.354870842,12,B,1,9
2," 47B",47,0,3,L,0,56,80.354870842,12,B,1,9
3," 47B",47,1,3,R,L,2,80.354870842,12,B,1,9
4," 47B",47,1,3,R,L,2,80.354870842,12,B,1,9
5," 47B",47,0,1,F,0,56,80.354870842,12,B,2,9
6," 47B",47,0,3,B,0,56,80.354870842,12,B,1,9
7," 47B",47,0,1,T,N,31,80.354870842,12,B,2,9
1," 48J",48,2,31,F,L,2,60.884175243,12,J,1,9
2," 48J",48,2,31,L,L,2,60.884175243,12,J,1,9
3," 48J",48,0,2,F,0,U,60.884175243,12,J,2,9
4," 48J",48,0,2,R,0,63,60.884175243,12,J,2,9
1," 49B",49,2,3,F,F,2,123.32505826,12,B,1,9
2," 49B",49,0,3,9,N,31,123.32505826,12,B,1,9
1," 50F",50,2,3,F,F,2,8482.7373912,12,F,1,9
1," 51H",51,0,1,R,0,56,10734.92,12,H,1,9
1," 52K",52,14,2,R,F,2,125.26653711,12,K,1,9
1," 53E",53,14,2,F,F,2,668.98496044,12,E,1,9
1," 54G",54,20,14,R,F,2,2079.2164607,12,G,1,9
1," 55D",55,4,2,F,L,2,71.616633649,12,D,1,9
2," 55D",55,4,2,R,L,2,71.616633649,12,D,1,9
3," 55D",55,0,4,R,0,50,71.616633649,12,D,2,9
1," 56E",56,0,31,F,0,68,252.35764072,12,E,1,9
2," 56E",56,0,31,F,0,50,252.35764072,12,E,1,9
3," 56E",56,0,31,F,0,59,252.35764072,12,E,1,9
4," 56E",56,0,31,R,0,59,252.35764072,12,E,1,9
5," 56E",56,0,31,F,0,51,252.35764072,12,E,1,9
1," 57F",57,0,1,L,0,63,630.46140435,12,F,1,9
2," 57F",57,0,1,T,N,31,630.46140435,12,F,1,9
1," 58G",58,4,1,F,B,2,784.33177365,12,G,1,9
1," 59K",59,0,4,U,0,68,32.364711519,12,K,1,9
2," 59K",59,0,4,F,0,72,32.364711519,12,K,1,9
3," 59K",59,0,4,F,0,72,32.364711519,12,K,1,9
4," 59K",59,0,4,U,0,88,32.364711519,12,K,1,9
5," 59K",59,0,4,F,0,42,32.364711519,12,K,1,9
1," 60C",60,0,14,T,N,31,28.855474647,12,C,1,9
1," 61E",61,2,1,F,F,2,537.28638691,12,E,1,9
2," 61E",61,2,1,F,L,2,537.28638691,12,E,1,9
1," 62H",62,3,3,R,F,2,4143.925259,12,H,1,9
1," 63A",63,3,3,L,F,3,37.371229777,12,A,1,9
2," 63A",63,31,3,R,F,2,37.371229777,12,A,1,9
1," 64K",64,31,31,L,F,2,32.364711519,12,K,1,9
2," 64K",64,0,31,R,N,31,32.364711519,12,K,1,9
1," 65E",65,2,1,F,R,2,462.65567465,12,E,1,9
1," 67J",67,20,2,R,F,2,28.315850414,12,J,1,9
2," 67J",67,20,2,R,L,2,28.315850414,12,J,1,9
3," 67J",67,0,20,T,N,31,28.315850414,12,J,2,9
1," 68K",68,3,3,F,F,2,41.016877731,12,K,1,9
2," 68K",68,3,3,R,L,2,41.016877731,12,K,1,9
1," 69K",69,0,2,R,0,42,41.016877731,12,K,1,9
2," 69K",69,0,2,F,0,42,41.016877731,12,K,1,9
3," 69K",69,0,2,N,N,33,41.016877731,12,K,1,9
1," 70K",70,0,14,F,0,64,41.016877731,12,K,1,9
1," 71J",71,0,1,R,0,63,28.315850414,12,J,1,9
2," 71J",71,0,1,F,0,88,28.315850414,12,J,1,9
3," 71J",71,0,1,F,0,88,28.315850414,12,J,1,9
4," 71J",71,0,1,F,0,50,28.315850414,12,J,1,9
5," 71J",71,0,1,T,N,31,28.315850414,12,J,1,9
1," 72K",72,0,2,F,0,42,32.364711519,12,K,1,9
1," 73K",73,0,20,F,0,70,32.364711519,12,K,1,9
2," 73K",73,0,20,R,0,70,32.364711519,12,K,1,9
1," 74K",74,0,2,F,0,64,32.364711519,12,K,1,9
2," 74K",74,0,2,B,0,56,32.364711519,12,K,1,9
3," 74K",74,0,2,U,0,79,32.364711519,12,K,3,9
4," 74K",74,2,2,R,F,2,32.364711519,12,K,1,9
1," 75E",75,4,4,L,F,2,894.10877768,12,E,1,9
1," 76B",76,31,5,R,F,2,37.371229777,12,B,1,9
2," 76B",76,31,5,R,9,2,37.371229777,12,B,1,9
1," 77J",77,15,30,F,R,2,28.315850414,12,J,1,9
2," 77J",77,15,30,L,R,2,28.315850414,12,J,1,9
3," 77J",77,0,30,U,0,63,28.315850414,12,J,1,9
4," 77J",77,0,30,T,N,31,28.315850414,12,J,1,9
5," 77J",77,0,15,U,0,63,28.315850414,12,J,2,9
6," 77J",77,0,15,R,N,31,28.315850414,12,J,2,9
7," 77J",77,0,15,R,0,50,28.315850414,12,J,2,9
1," 78K",78,0,1,U,0,61,32.364711519,12,K,1,9
2," 78K",78,0,1,T,N,31,32.364711519,12,K,1,9
1," 79F",79,5,5,L,F,2,1678.4952211,12,F,1,9
1," 80B",80,0,30,F,0,50,37.371229777,12,B,1,9
2," 80B",80,0,30,F,0,50,37.371229777,12,B,1,9
3," 80B",80,0,30,T,0,42,37.371229777,12,B,1,9
1," 81B",81,0,1,F,0,54,37.371229777,12,B,1,9
2," 81B",81,0,1,T,N,31,37.371229777,12,B,1,9
1," 82D",82,0,31,L,N,31,144.89034053,12,D,1,9
1," 83G",83,1,30,F,F,2,1586.8114987,12,G,1,9
1," 84J",84,0,2,T,N,31,28.315850414,12,J,1,9
1," 85J",85,0,2,F,0,60,28.315850414,12,J,1,9
1," 86K",86,60,1,R,L,2,32.364711519,12,K,1,9
2," 86K",86,0,1,T,N,32,32.364711519,12,K,1,9
1," 87H",87,30,4,F,L,2,5066.4394404,12,H,1,9
1," 88C",88,3,3,F,F,2,113.44323747,12,C,1,9
1," 89K",89,5,3,L,R,2,74.22307175,12,K,1,9
2," 89K",89,5,3,L,R,2,74.22307175,12,K,1,9
3," 89K",89,5,3,B,R,2,74.22307175,12,K,1,9
4," 89K",89,0,3,R,0,41,74.22307175,12,K,1,9
5," 89K",89,0,3,L,0,41,74.22307175,12,K,1,9
1," 90J",90,31,14,F,F,2,28.315850414,12,J,1,9
1," 91G",91,5,21,L,F,2,4424.8864366,12,G,1,9
1," 92K",92,0,3,F,0,54,33.669369001,12,K,1,9
1," 93K",93,0,1,F,0,70,33.669369001,12,K,1,9
1," 94J",94,3,3,F,F,2,28.315850414,12,J,1,9
1," 95K",95,1,3,F,R,2,32.364711519,12,K,1,9
2," 95K",95,1,3,R,9,2,32.364711519,12,K,1,9
3," 95K",95,0,3,T,N,31,32.364711519,12,K,1,9
1," 96E",96,21,3,L,F,2,474.06012335,12,E,1,9
1," 97F",97,1,4,F,B,2,1184.3374754,12,F,1,9
1," 98J",98,0,2,L,0,50,28.315850414,12,J,1,9
2," 98J",98,0,2,L,0,50,28.315850414,12,J,1,9
3," 98J",98,0,2,L,0,50,28.315850414,12,J,1,9
4," 98J",98,0,2,L,0,50,28.315850414,12,J,1,9
5," 98J",98,0,2,L,0,70,28.315850414,12,J,1,9
6," 98J",98,0,2,T,N,31,28.315850414,12,J,1,9
1," 99E",99,4,21,F,R,2,373.82262229,12,E,1,9
2," 99E",99,0,4,F,0,61,373.82262229,12,E,2,9
1,100F,100,15,2,L,R,2,933.91559198,12,F,1,9
2,100F,100,0,15,L,0,50,933.91559198,12,F,2,9
3,100F,100,0,15,T,N,31,933.91559198,12,F,2,9
1,101G,101,0,3,L,0,63,1161.8469705,12,G,1,9
1,102K,102,2,31,L,F,2,32.364711519,12,K,1,9
2,102K,102,2,31,L,R,2,32.364711519,12,K,1,9
3,102K,102,2,31,L,R,2,32.364711519,12,K,1,9
1,103E,103,5,2,F,B,2,163.31170531,12,E,1,9
1,104F,104,31,31,F,F,2,407.99924576,12,F,1,9
1,105H,105,2,3,L,F,2,1259.5731387,12,H,1,9
1,106K,106,31,5,R,F,2,32.364711519,12,K,1,9
2,106K,106,31,5,R,R,2,32.364711519,12,K,1,9
1,107D,107,2,3,F,B,2,70.231423995,12,D,1,9
1,108E,108,14,3,L,F,2,247.47653668,12,E,1,9
2,108E,108,14,3,L,R,2,247.47653668,12,E,1,9
1,109F,109,1,1,L,F,2,618.26701348,12,F,1,9
2,109F,109,1,1,L,R,2,618.26701348,12,F,1,9
3,109F,109,0,1,R,0,50,618.26701348,12,F,2,9
1,110G,110,4,14,R,R,2,769.16122054,12,G,1,9
2,110G,110,0,4,F,0,68,769.16122054,12,G,2,9
1,111K,111,20,1,R,F,2,429.80336897,12,K,1,9
2,111K,111,0,1,L,0,50,429.80336897,12,K,1,9
3,111K,111,0,1,B,0,52,429.80336897,12,K,1,9
1,112B,112,1,2,F,F,2,37.371229777,12,B,1,9
1,113B,113,3,30,L,R,2,37.371229777,12,B,1,9
2,113B,113,31,30,R,L,3,37.371229777,12,B,1,9
3,113B,113,0,30,F,0,52,37.371229777,12,B,1,9
1,114E,114,3,3,R,F,2,572.41208889,12,E,1,9
2,114E,114,0,3,L,0,51,572.41208889,12,E,1,9
3,114E,114,0,3,T,0,51,572.41208889,12,E,2,9
1,115F,115,3,2,R,F,2,1430.048753,12,F,1,9
2,115F,115,0,2,L,0,50,1430.048753,12,F,1,9
1,116E,116,30,20,B,F,2,424.06302027,12,E,1,9
1,117E,117,20,31,L,F,2,269.78363832,12,E,1,9
2,117E,117,0,31,L,N,31,269.78363832,12,E,1,9
1,118F,118,3,20,L,F,2,673.99651939,12,F,1,9
1,120H,120,14,4,R,F,2,2080.7585313,12,H,1,9
1,121J,121,4,15,R,F,2,28.315850414,12,J,1,9
1,122E,122,31,4,R,F,2,232.35879949,12,E,1,9
2,122E,122,31,4,R,9,2,232.35879949,12,E,1,9
3,122E,122,1,4,B,F,3,232.35879949,12,E,1,9
1,123F,123,30,31,F,B,2,580.49859168,12,F,1,9
1,124F,124,0,2,F,0,52,580.49859168,12,F,1,9
1,125G,125,0,2,U,0,88,722.17504017,12,G,1,9
1,126H,126,2,3,R,F,2,1792.1122176,12,H,1,9
1,127B,127,15,1,L,F,2,37.371229777,12,B,1,9
1,128E,128,14,1,F,B,2,363.11764644,12,E,1,9
1,129F,129,0,2,R,0,63,907.17150734,12,F,1,9
2,129F,129,0,2,U,0,63,907.17150734,12,F,1,9
3,129F,129,0,2,T,N,31,907.17150734,12,F,1,9
1,130G,130,0,2,F,0,76,1128.5757264,12,G,1,9
1,131H,131,3,31,F,B,2,2800.6151351,12,H,1,9
1,132J,132,2,14,F,L,2,28.315850414,12,J,1,9
2,132J,132,0,2,R,0,63,28.315850414,12,J,2,9
1,133K,133,2,3,L,F,2,32.364711519,12,K,1,9
2,133K,133,0,3,R,0,52,32.364711519,12,K,1,9
3,133K,133,0,3,R,0,68,32.364711519,12,K,1,9
1,134E,134,2,3,L,F,2,424.24549145,12,E,1,9
2,134E,134,0,2,F,0,42,424.24549145,12,E,2,9
1,135G,135,0,2,F,0,76,1318.5620923,12,G,1,9
1,136J,136,68,30,F,B,2,28.315850414,12,J,1,9
2,136J,136,0,30,U,0,79,28.315850414,12,J,1,9
3,136J,136,0,30,F,0,68,28.315850414,12,J,1,9
1,137D,137,31,2,R,L,2,103.56707686,12,D,1,9
1,138E,138,3,2,R,F,2,364.94235824,12,E,1,9
1,139G,139,0,5,U,0,88,1134.2469612,12,G,1,9
2,139G,139,0,5,L,0,70,1134.2469612,12,G,1,9
3,139G,139,0,5,R,0,59,1134.2469612,12,G,1,9
1,140K,140,3,60,F,B,2,32.364711519,12,K,1,9
1,141K,141,68,31,F,B,2,32.364711519,12,K,1,9
1,142C,142,0,30,F,0,42,30.751691553,12,C,1,9
1,143E,143,3,60,F,L,2,850.77187264,12,E,1,9
1,144J,144,1,3,F,B,2,28.315850414,12,J,1,9
2,144J,144,15,3,F,F,3,28.315850414,12,J,1,9
1,145K,145,4,4,R,F,2,32.364711519,12,K,1,9
1,146K,146,20,3,L,F,2,32.364711519,12,K,1,9
1,147F,147,0,4,F,0,68,913.24970839,12,F,1,9
2,147F,147,0,4,R,0,51,913.24970839,12,F,1,9
3,147F,147,0,4,F,0,58,913.24970839,12,F,1,9
4,147F,147,0,4,F,0,41,913.24970839,12,F,1,9
5,147F,147,0,4,F,0,41,913.24970839,12,F,1,9
6,147F,147,0,4,F,0,68,913.24970839,12,F,1,9
7,147F,147,0,4,F,0,59,913.24970839,12,F,1,9
1,148G,148,4,4,B,F,3,1136.1373728,12,G,2,9
2,148G,148,4,14,B,F,2,1136.1373728,12,G,1,9
1,149H,149,1,2,L,F,2,2819.3797256,12,H,1,9
2,149H,149,1,2,L,F,2,2819.3797256,12,H,1,9
1,156J,156,0,14,T,N,31,28.315850414,12,J,1,9
1,157K,157,5,3,F,R,2,32.364711519,12,K,1,9
2,157K,157,5,3,L,R,2,32.364711519,12,K,1,9
3,157K,157,0,5,L,0,63,32.364711519,12,K,2,9
1,158F,158,0,14,F,0,72,2785.3356331,12,F,1,9
2,158F,158,0,14,F,0,70,2785.3356331,12,F,1,9
